time_s,intensity
-4.974997499749976e-07,0.07143227259318034
-4.889988998899891e-07,0.0011789581992409446
-4.77997799779978e-07,0.0004687309265136719
-4.6699669966996704e-07,-0.025099450891668148
-4.559955995599562e-07,-0.01799717816439542
-4.454945494549456e-07,0.07703123092651368
-4.3549354935493555e-07,0.05359373092651367
-4.2549254925492554e-07,-0.031171894073486327
-4.159915991599161e-07,-0.091979185740153
-4.0649064906490655e-07,-0.013984394073486329
-3.969896989698971e-07,0.046909703148735896
-3.8798879887988803e-07,-0.02427085240681966
-3.789878987898791e-07,-0.013420157962375216
-3.7048704870487055e-07,0.06003904342651367
-3.6248624862486257e-07,0.05515623092651367
-3.5398539853985406e-07,-0.011250019073486328
-3.4598459845984607e-07,-0.08156251907348633
-3.3848384838483855e-07,-0.04494142532348633
-3.3048304830483056e-07,0.05027341842651367
-3.229822982298231e-07,0.027254445212227956
-3.1548154815481557e-07,0.03757810592651367
-3.0798079807980805e-07,-0.003437519073486328
-3.0098009800980104e-07,-0.06593751907348633
-2.9447944794479456e-07,-0.023619810740152996
-2.879787978797881e-07,-0.0006473405020577567
-2.8147814781478154e-07,-0.02622397740681966
-2.74977497749775e-07,0.07468748092651367
-2.6847684768476857e-07,-0.0027864774068196616
-2.6247624762476255e-07,-0.03013022740681966
-2.5647564756475653e-07,-0.006041685740152995
-2.504750475047505e-07,-0.04119793574015299
-2.4497449744974507e-07,-0.04250001907348633
-2.394739473947395e-07,-0.121276060740153
-2.3397339733973402e-07,0.04421873092651367
-2.2847284728472855e-07,0.017395814259847004
-2.2297229722972305e-07,0.11140623092651367
-2.1797179717971802e-07,0.07234373092651367
-2.12971297129713e-07,-0.031562519073486325
-2.0847084708470852e-07,0.04734373092651367
-2.0397039703970404e-07,0.014531230926513672
-1.9896989698969903e-07,-0.018281269073486327
-1.9446944694469452e-07,-0.03664064407348633
-1.8996899689969e-07,-0.006562519073486328
-1.8546854685468552e-07,-0.03175783157348633
-1.8146814681468152e-07,-0.07570314407348633
-1.7746774677467753e-07,0.09714841842651367
-1.7346734673467354e-07,0.09421873092651367
-1.6946694669466952e-07,-0.002460956573486328
-1.654665466546655e-07,0.13621091842651367
-1.614661466146615e-07,-0.06105470657348633
-1.5796579657965803e-07,-0.039895852406819664
-1.544654465446545e-07,-0.03468751907348633
-1.5096509650965102e-07,-0.07505210240681966
-1.474647464746475e-07,0.04441404342651367
-1.4396439643964402e-07,-0.02427085240681966
-1.40964096409641e-07,-0.04250001907348633
-1.37963796379638e-07,0.034322897593180336
-1.3496349634963502e-07,0.07338539759318034
-1.31963196319632e-07,0.17364581425984701
-1.28962896289629e-07,0.06947914759318034
-1.2596259625962602e-07,0.012187480926513672
-1.22962296229623e-07,-0.06072918574015299
-1.1996199619962e-07,0.05515623092651367
-1.16961696169617e-07,0.24656248092651367
-1.144614461446145e-07,-0.011250019073486328
-1.1196119611961201e-07,-0.007343769073486328
-1.094609460946095e-07,0.008281230926513672
-1.06960696069607e-07,0.107239564259847
-1.0446044604460452e-07,-0.015156269073486328
-1.01960196019602e-07,0.013489564259847006
-9.945994599459951e-08,-0.06984376907348633
-9.745974597459751e-08,-0.10109376907348633
-9.545954595459549e-08,-0.026875019073486328
-9.345934593459352e-08,-0.05812501907348633
-9.0959095909591e-08,-0.047708352406819664
-8.845884588458849e-08,0.016093730926513672
-8.645864586458652e-08,-0.04250001907348633
-8.445844584458449e-08,-0.08156251907348633
-8.295829582958302e-08,-0.06203126907348633
-8.145814581458148e-08,0.023906230926513672
-7.945794579457951e-08,0.03171873092651367
-7.745774577457749e-08,0.04343748092651367
-7.545754575457549e-08,0.08445310592651367
-7.395739573957399e-08,-0.09328126907348633
-7.245724572457251e-08,-0.16750001907348633
