time_s,intensity
-4.974997499749976e-07,-0.007187485694885254
-4.889988998899891e-07,0.012343764305114746
-4.77997799779978e-07,-0.050866462967612526
-4.6699669966996704e-07,0.0013352415778420188
-4.559955995599562e-07,-0.0036363493312488904
-4.454945494549456e-07,-0.016171860694885253
-4.3549354935493555e-07,0.045546889305114746
-4.2549254925492554e-07,0.06000001430511474
-4.159915991599161e-07,-0.021076374583774142
-4.0649064906490655e-07,-0.010703110694885254
-3.969896989698971e-07,-0.006753457917107476
-3.8798879887988803e-07,-0.021076374583774142
-3.789878987898791e-07,0.011041680971781412
-3.7048704870487055e-07,0.06849610805511475
-3.6248624862486257e-07,-0.022812485694885254
-3.5398539853985406e-07,-0.06361109680599636
-3.4598459845984607e-07,-0.09591516426631383
-3.3848384838483855e-07,-0.06968748569488525
-3.3048304830483056e-07,0.050917983055114746
-3.229822982298231e-07,0.042477692876543315
-3.1548154815481557e-07,0.042617201805114746
-3.0798079807980805e-07,0.004531264305114746
-3.0098009800980104e-07,-0.03341516426631382
-2.9447944794479456e-07,-0.09703123569488525
-2.879787978797881e-07,0.08544644287654332
-2.8147814781478154e-07,-0.034531235694885254
-2.74977497749775e-07,6.697859082903181e-05
-2.6847684768476857e-07,0.028619805971781414
-2.6247624762476255e-07,-0.12046873569488525
-2.5647564756475653e-07,0.09828126430511475
-2.504750475047505e-07,0.01169272263844808
-2.4497449744974507e-07,-0.09703123569488525
-2.394739473947395e-07,0.024713555971781414
-2.3397339733973402e-07,-0.05718748569488526
-2.2847284728472855e-07,0.10153647263844807
-2.2297229722972305e-07,-0.014999985694885254
-2.1797179717971802e-07,-0.029062485694885253
-2.12971297129713e-07,-0.025937485694885253
-2.0847084708470852e-07,-0.004257798194885254
-2.0397039703970404e-07,0.027187514305114745
-1.9896989698969903e-07,-0.019687485694885255
-1.9446944694469452e-07,0.034804701805114746
-1.8996899689969e-07,-0.0009374856948852539
-1.8546854685468552e-07,-0.07066404819488525
-1.8146814681468152e-07,-0.053085923194885254
-1.7746774677467753e-07,-0.031601548194885254
-1.7346734673467354e-07,-0.13609373569488525
-1.6946694669466952e-07,0.036757826805114746
-1.654665466546655e-07,-0.056992173194885254
-1.614661466146615e-07,-0.035507798194885254
-1.5796579657965803e-07,0.09437501430511475
-1.544654465446545e-07,0.08558595180511475
-1.5096509650965102e-07,-0.020208319028218586
-1.474647464746475e-07,0.15394532680511475
-1.4396439643964402e-07,0.07744793097178142
-1.40964096409641e-07,0.024062514305114746
-1.37963796379638e-07,0.13734376430511475
-1.3496349634963502e-07,0.06442709763844807
-1.31963196319632e-07,0.014947930971781412
-1.28962896289629e-07,0.16468751430511475
-1.2596259625962602e-07,-0.05145831902821859
-1.22962296229623e-07,-0.11265623569488525
-1.1996199619962e-07,-0.00979165236155192
-1.16961696169617e-07,-0.042343735694885254
-1.144614461446145e-07,-0.038437485694885254
-1.1196119611961201e-07,-0.06968748569488525
-1.094609460946095e-07,-0.06968748569488525
-1.06960696069607e-07,0.0019270976384480794
-1.0446044604460452e-07,0.09828126430511475
-1.01960196019602e-07,0.022760430971781414
-9.945994599459951e-08,-0.003281235694885254
-9.745974597459751e-08,-0.013046860694885254
-9.545954595459549e-08,0.031875014305114746
-9.345934593459352e-08,0.09046876430511475
-9.0959095909591e-08,0.047500014305114746
-8.845884588458849e-08,0.20765626430511475
-8.645864586458652e-08,0.16468751430511475
-8.445844584458449e-08,-0.026718735694885254
-8.295829582958302e-08,0.043593764305114746
-8.145814581458148e-08,0.029921889305114746
-7.945794579457951e-08,0.006484389305114746
-7.745774577457749e-08,0.12562501430511475
-7.545754575457549e-08,0.18812501430511475
-7.395739573957399e-08,0.18421876430511475
-7.245724572457251e-08,0.006484389305114746
-7.045704570457049e-08,-0.13023436069488525
-6.895689568956901e-08,0.15296876430511475
-6.745674567456748e-08,0.09046876430511475
-6.5956595659566e-08,0.043593764305114746
-6.44564456445645e-08,0.09242188930511475
-6.295629562956299e-08,0.07875001430511475
-6.145614561456151e-08,0.08851563930511475
-5.995599559955998e-08,0.043593764305114746
-5.8955895589559e-08,0.024062514305114746
-5.745574557455749e-08,-0.10679686069488525
-5.595559555955599e-08,0.07875001430511475
-5.4955495549555e-08,0.14125001430511475
-5.395539553955402e-08,-0.014999985694885254
-5.245524552455249e-08,-0.040390610694885254
-5.095509550955101e-08,-0.22593748569488525
-4.995499549954997e-08,-0.057968735694885254
-4.8954895489548985e-08,0.0006250143051147461
-4.7954795479548e-08,0.08265626430511475
-4.6954695469547015e-08,0.0006250143051147461
-4.5954595459545976e-08,0.07875001430511475
-4.495449544954499e-08,0.039687514305114746
-4.3954395439544006e-08,-0.10093748569488525
-4.295429542954297e-08,-0.07749998569488525
-4.195419541954198e-08,0.08656251430511475
-4.0954095409541e-08,0.11000001430511475
-3.995399539954001e-08,0.08656251430511475
-3.8953895389538973e-08,0.20765626430511475
-3.795379537953799e-08,-0.042343735694885254
-3.6953695369537e-08,-0.07749998569488525
-3.595359535953602e-08,0.06703126430511475
-3.495349534953498e-08,0.12953126430511475
-3.3953395339533994e-08,-0.12828123569488525
-3.295329532953301e-08,-0.20640623569488525
-3.195319531953197e-08,-0.007187485694885254
-3.0953095309530985e-08,0.08265626430511475
-2.995299529953e-08,0.36390626430511475
-2.8952895289529014e-08,0.22718751430511475
-2.7952795279527976e-08,-0.014999985694885254
-2.695269526952699e-08,-0.19468748569488525
-2.5952595259526006e-08,0.008437514305114746
-2.4952495249524967e-08,-0.003281235694885254
-2.3952395239523982e-08,-0.038437485694885254
-2.2952295229522944e-08,-0.18296873569488525
-2.195219521952201e-08,-0.09312498569488525
-2.0952095209520973e-08,-0.018906235694885254
-1.9951995199519935e-08,0.21156251430511475
-1.8951895189519002e-08,0.30921876430511475
-1.7951795179517964e-08,0.5357812643051147
-1.6951695169517032e-08,1.0396875143051147
-1.5951595159515994e-08,1.7115625143051147
