,index,time_s,well,rtdp_fluor,concentration,fold_dilution,media,name,replicate,plate,date,blanked_rtdp_fluor,u_blanked_rtdp_fluor
50,50,149.357,B1,7,251.25,2,25 mM HEPES pH 7,PYO,1,1,11/23/21,6.013888888888889,0.16666666666666666
51,51,224.038,B1,7,251.25,2,25 mM HEPES pH 7,PYO,1,1,11/23/21,6.013888888888889,0.16666666666666666
53,53,74.671,B2,6,251.25,2,25 mM HEPES pH 7,PYO,2,1,11/23/21,5.013888888888889,0.16666666666666666
54,54,149.357,B2,6,251.25,2,25 mM HEPES pH 7,PYO,2,1,11/23/21,5.013888888888889,0.16666666666666666
55,55,224.038,B2,6,251.25,2,25 mM HEPES pH 7,PYO,2,1,11/23/21,5.013888888888889,0.16666666666666666
57,57,74.671,B3,6,251.25,2,25 mM HEPES pH 7,PYO,3,1,11/23/21,5.013888888888889,0.16666666666666666
58,58,149.357,B3,6,251.25,2,25 mM HEPES pH 7,PYO,3,1,11/23/21,5.013888888888889,0.16666666666666666
59,59,224.038,B3,6,251.25,2,25 mM HEPES pH 7,PYO,3,1,11/23/21,5.013888888888889,0.16666666666666666
61,61,74.671,B4,129,250.0,2,25 mM HEPES pH 7,PMS,1,1,11/23/21,128.01388888888889,0.16666666666666666
62,62,149.357,B4,128,250.0,2,25 mM HEPES pH 7,PMS,1,1,11/23/21,127.01388888888889,0.16666666666666666
63,63,224.038,B4,128,250.0,2,25 mM HEPES pH 7,PMS,1,1,11/23/21,127.01388888888889,0.16666666666666666
65,65,74.671,B5,135,250.0,2,25 mM HEPES pH 7,PMS,2,1,11/23/21,134.01388888888889,0.16666666666666666
66,66,149.357,B5,134,250.0,2,25 mM HEPES pH 7,PMS,2,1,11/23/21,133.01388888888889,0.16666666666666666
67,67,224.038,B5,134,250.0,2,25 mM HEPES pH 7,PMS,2,1,11/23/21,133.01388888888889,0.16666666666666666
69,69,74.671,B6,145,250.0,2,25 mM HEPES pH 7,PMS,3,1,11/23/21,144.01388888888889,0.16666666666666666
70,70,149.357,B6,144,250.0,2,25 mM HEPES pH 7,PMS,3,1,11/23/21,143.01388888888889,0.16666666666666666
71,71,224.038,B6,144,250.0,2,25 mM HEPES pH 7,PMS,3,1,11/23/21,143.01388888888889,0.16666666666666666
73,73,74.671,B7,1,250.0,2,25 mM HEPES pH 7,AQDS,1,1,11/23/21,0.01388888888888884,0.16666666666666666
74,74,149.357,B7,1,250.0,2,25 mM HEPES pH 7,AQDS,1,1,11/23/21,0.01388888888888884,0.16666666666666666
75,75,224.038,B7,1,250.0,2,25 mM HEPES pH 7,AQDS,1,1,11/23/21,0.01388888888888884,0.16666666666666666
77,77,74.671,B8,1,250.0,2,25 mM HEPES pH 7,AQDS,2,1,11/23/21,0.01388888888888884,0.16666666666666666
78,78,149.357,B8,1,250.0,2,25 mM HEPES pH 7,AQDS,2,1,11/23/21,0.01388888888888884,0.16666666666666666
79,79,224.038,B8,1,250.0,2,25 mM HEPES pH 7,AQDS,2,1,11/23/21,0.01388888888888884,0.16666666666666666
81,81,74.671,B9,2,250.0,2,25 mM HEPES pH 7,AQDS,3,1,11/23/21,1.0138888888888888,0.16666666666666666
82,82,149.357,B9,2,250.0,2,25 mM HEPES pH 7,AQDS,3,1,11/23/21,1.0138888888888888,0.16666666666666666
83,83,224.038,B9,2,250.0,2,25 mM HEPES pH 7,AQDS,3,1,11/23/21,1.0138888888888888,0.16666666666666666
85,85,74.671,B10,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
86,86,149.357,B10,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
87,87,224.038,B10,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
89,89,74.671,B11,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
90,90,149.357,B11,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
91,91,224.038,B11,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
93,93,74.671,B12,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
94,94,149.357,B12,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
95,95,224.038,B12,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
97,97,74.671,C1,4,125.625,4,25 mM HEPES pH 7,PYO,1,1,11/23/21,3.013888888888889,0.16666666666666666
98,98,149.357,C1,4,125.625,4,25 mM HEPES pH 7,PYO,1,1,11/23/21,3.013888888888889,0.16666666666666666
99,99,224.038,C1,4,125.625,4,25 mM HEPES pH 7,PYO,1,1,11/23/21,3.013888888888889,0.16666666666666666
101,101,74.671,C2,4,125.625,4,25 mM HEPES pH 7,PYO,2,1,11/23/21,3.013888888888889,0.16666666666666666
102,102,149.357,C2,4,125.625,4,25 mM HEPES pH 7,PYO,2,1,11/23/21,3.013888888888889,0.16666666666666666
103,103,224.038,C2,4,125.625,4,25 mM HEPES pH 7,PYO,2,1,11/23/21,3.013888888888889,0.16666666666666666
105,105,74.671,C3,4,125.625,4,25 mM HEPES pH 7,PYO,3,1,11/23/21,3.013888888888889,0.16666666666666666
106,106,149.357,C3,4,125.625,4,25 mM HEPES pH 7,PYO,3,1,11/23/21,3.013888888888889,0.16666666666666666
107,107,224.038,C3,4,125.625,4,25 mM HEPES pH 7,PYO,3,1,11/23/21,3.013888888888889,0.16666666666666666
109,109,74.671,C4,77,125.0,4,25 mM HEPES pH 7,PMS,1,1,11/23/21,76.01388888888889,0.16666666666666666
110,110,149.357,C4,77,125.0,4,25 mM HEPES pH 7,PMS,1,1,11/23/21,76.01388888888889,0.16666666666666666
111,111,224.038,C4,77,125.0,4,25 mM HEPES pH 7,PMS,1,1,11/23/21,76.01388888888889,0.16666666666666666
113,113,74.671,C5,73,125.0,4,25 mM HEPES pH 7,PMS,2,1,11/23/21,72.01388888888889,0.16666666666666666
114,114,149.357,C5,73,125.0,4,25 mM HEPES pH 7,PMS,2,1,11/23/21,72.01388888888889,0.16666666666666666
115,115,224.038,C5,73,125.0,4,25 mM HEPES pH 7,PMS,2,1,11/23/21,72.01388888888889,0.16666666666666666
117,117,74.671,C6,72,125.0,4,25 mM HEPES pH 7,PMS,3,1,11/23/21,71.01388888888889,0.16666666666666666
118,118,149.357,C6,73,125.0,4,25 mM HEPES pH 7,PMS,3,1,11/23/21,72.01388888888889,0.16666666666666666
119,119,224.038,C6,72,125.0,4,25 mM HEPES pH 7,PMS,3,1,11/23/21,71.01388888888889,0.16666666666666666
121,121,74.671,C7,1,125.0,4,25 mM HEPES pH 7,AQDS,1,1,11/23/21,0.01388888888888884,0.16666666666666666
122,122,149.357,C7,1,125.0,4,25 mM HEPES pH 7,AQDS,1,1,11/23/21,0.01388888888888884,0.16666666666666666
123,123,224.038,C7,1,125.0,4,25 mM HEPES pH 7,AQDS,1,1,11/23/21,0.01388888888888884,0.16666666666666666
125,125,74.671,C8,1,125.0,4,25 mM HEPES pH 7,AQDS,2,1,11/23/21,0.01388888888888884,0.16666666666666666
126,126,149.357,C8,1,125.0,4,25 mM HEPES pH 7,AQDS,2,1,11/23/21,0.01388888888888884,0.16666666666666666
127,127,224.038,C8,1,125.0,4,25 mM HEPES pH 7,AQDS,2,1,11/23/21,0.01388888888888884,0.16666666666666666
129,129,74.671,C9,1,125.0,4,25 mM HEPES pH 7,AQDS,3,1,11/23/21,0.01388888888888884,0.16666666666666666
130,130,149.357,C9,1,125.0,4,25 mM HEPES pH 7,AQDS,3,1,11/23/21,0.01388888888888884,0.16666666666666666
131,131,224.038,C9,1,125.0,4,25 mM HEPES pH 7,AQDS,3,1,11/23/21,0.01388888888888884,0.16666666666666666
133,133,74.671,C10,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
134,134,149.357,C10,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
135,135,224.038,C10,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
137,137,74.671,C11,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
138,138,149.357,C11,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
139,139,224.038,C11,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
141,141,74.671,C12,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
142,142,149.357,C12,0,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,-0.9861111111111112,0.16666666666666666
143,143,224.038,C12,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
145,145,74.671,D1,3,62.8125,8,25 mM HEPES pH 7,PYO,1,1,11/23/21,2.013888888888889,0.16666666666666666
146,146,149.357,D1,3,62.8125,8,25 mM HEPES pH 7,PYO,1,1,11/23/21,2.013888888888889,0.16666666666666666
147,147,224.038,D1,2,62.8125,8,25 mM HEPES pH 7,PYO,1,1,11/23/21,1.0138888888888888,0.16666666666666666
149,149,74.671,D2,3,62.8125,8,25 mM HEPES pH 7,PYO,2,1,11/23/21,2.013888888888889,0.16666666666666666
150,150,149.357,D2,2,62.8125,8,25 mM HEPES pH 7,PYO,2,1,11/23/21,1.0138888888888888,0.16666666666666666
151,151,224.038,D2,2,62.8125,8,25 mM HEPES pH 7,PYO,2,1,11/23/21,1.0138888888888888,0.16666666666666666
153,153,74.671,D3,3,62.8125,8,25 mM HEPES pH 7,PYO,3,1,11/23/21,2.013888888888889,0.16666666666666666
154,154,149.357,D3,3,62.8125,8,25 mM HEPES pH 7,PYO,3,1,11/23/21,2.013888888888889,0.16666666666666666
155,155,224.038,D3,2,62.8125,8,25 mM HEPES pH 7,PYO,3,1,11/23/21,1.0138888888888888,0.16666666666666666
157,157,74.671,D4,40,62.5,8,25 mM HEPES pH 7,PMS,1,1,11/23/21,39.013888888888886,0.16666666666666666
158,158,149.357,D4,40,62.5,8,25 mM HEPES pH 7,PMS,1,1,11/23/21,39.013888888888886,0.16666666666666666
159,159,224.038,D4,40,62.5,8,25 mM HEPES pH 7,PMS,1,1,11/23/21,39.013888888888886,0.16666666666666666
161,161,74.671,D5,35,62.5,8,25 mM HEPES pH 7,PMS,2,1,11/23/21,34.013888888888886,0.16666666666666666
162,162,149.357,D5,35,62.5,8,25 mM HEPES pH 7,PMS,2,1,11/23/21,34.013888888888886,0.16666666666666666
163,163,224.038,D5,35,62.5,8,25 mM HEPES pH 7,PMS,2,1,11/23/21,34.013888888888886,0.16666666666666666
165,165,74.671,D6,33,62.5,8,25 mM HEPES pH 7,PMS,3,1,11/23/21,32.013888888888886,0.16666666666666666
166,166,149.357,D6,33,62.5,8,25 mM HEPES pH 7,PMS,3,1,11/23/21,32.013888888888886,0.16666666666666666
167,167,224.038,D6,33,62.5,8,25 mM HEPES pH 7,PMS,3,1,11/23/21,32.013888888888886,0.16666666666666666
169,169,74.671,D7,1,62.5,8,25 mM HEPES pH 7,AQDS,1,1,11/23/21,0.01388888888888884,0.16666666666666666
170,170,149.357,D7,1,62.5,8,25 mM HEPES pH 7,AQDS,1,1,11/23/21,0.01388888888888884,0.16666666666666666
171,171,224.038,D7,1,62.5,8,25 mM HEPES pH 7,AQDS,1,1,11/23/21,0.01388888888888884,0.16666666666666666
173,173,74.671,D8,1,62.5,8,25 mM HEPES pH 7,AQDS,2,1,11/23/21,0.01388888888888884,0.16666666666666666
174,174,149.357,D8,1,62.5,8,25 mM HEPES pH 7,AQDS,2,1,11/23/21,0.01388888888888884,0.16666666666666666
175,175,224.038,D8,1,62.5,8,25 mM HEPES pH 7,AQDS,2,1,11/23/21,0.01388888888888884,0.16666666666666666
177,177,74.671,D9,1,62.5,8,25 mM HEPES pH 7,AQDS,3,1,11/23/21,0.01388888888888884,0.16666666666666666
178,178,149.357,D9,1,62.5,8,25 mM HEPES pH 7,AQDS,3,1,11/23/21,0.01388888888888884,0.16666666666666666
179,179,224.038,D9,1,62.5,8,25 mM HEPES pH 7,AQDS,3,1,11/23/21,0.01388888888888884,0.16666666666666666
181,181,74.671,D10,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
182,182,149.357,D10,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
183,183,224.038,D10,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
185,185,74.671,D11,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
186,186,149.357,D11,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
187,187,224.038,D11,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
189,189,74.671,D12,1,1.0,1,25 mM HEPES pH 7,BLANK,1,1,11/23/21,0.01388888888888884,0.16666666666666666
