,index,time_s,well,rtdp_fluor,concentration,fold_dilution,media,name,replicate,plate,date,blanked_rtdp_fluor,expected_blanked_rtdp_fluor,estimated_true_rtdp_fluor,F0_F_ratio,F_F0_ratio,u_blanked_rtdp_fluor,u_expected_blanked_rtdp_fluor,u_estimated_true_rtdp_fluor,u_F0_F_ratio,u_F_F0_ratio
14,14,149.357,A4,2513,495.049505,1,25 mM HEPES pH 7,PMS,1,1,11/23/21,2512.0138888888887,4669.244361936193,2289.2278602860283,1.9423397777352618,0.5148429803388903,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.09789986628309645,0.025949661078731246
15,15,224.04,A4,2505,495.049505,1,25 mM HEPES pH 7,PMS,1,1,11/23/21,2504.0138888888887,4667.264163916391,2283.2080583058305,1.9474608619911151,0.5134891383529957,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.0981579845946928,0.025881423301345602
17,17,74.68,A5,2531,495.049505,1,25 mM HEPES pH 7,PMS,2,1,11/23/21,2530.0138888888887,4664.293866886688,2312.1783553355335,1.9230602704470356,0.5200045029101139,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.09692812014087288,0.02620981760501437
18,18,149.357,A5,2529,495.049505,1,25 mM HEPES pH 7,PMS,2,1,11/23/21,2528.0138888888887,4664.293866886688,2310.1783553355335,1.9247251291502656,0.5195547067240107,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.09701203411222185,0.026187146501343427
19,19,224.04,A5,2507,495.049505,1,25 mM HEPES pH 7,PMS,2,1,11/23/21,2506.0138888888887,4663.303767876788,2289.1684543454344,1.9423901831657708,0.5148296200561349,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.09790240687098141,0.02594898767961231
21,21,74.68,A6,2458,495.049505,1,25 mM HEPES pH 7,PMS,3,1,11/23/21,2457.0138888888887,4667.264163916391,2236.2080583058305,1.9883920536007755,0.5029189279795712,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10022104185798898,0.025348652365080993
22,22,149.357,A6,2456,495.049505,1,25 mM HEPES pH 7,PMS,3,1,11/23/21,2455.0138888888887,4667.264163916391,2234.2080583058305,1.9901720060507802,0.502469131793468,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10031075690624235,0.025325981261410207
23,23,224.04,A6,2429,495.049505,1,25 mM HEPES pH 7,PMS,3,1,11/23/21,2428.0138888888887,4667.264163916391,2207.2080583058305,2.014517080345505,0.4963968832810752,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10153782312089712,0.025019921361855078
25,25,74.68,A7,1313,495.049505,1,25 mM HEPES pH 7,AQDS,1,1,11/23/21,1312.013888888889,4447.462183718371,1311.0100385038504,3.3916279835719,0.2948436576310023,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.17094842516710926,0.014861022254406598
26,26,149.357,A7,1307,495.049505,1,25 mM HEPES pH 7,AQDS,1,1,11/23/21,1306.013888888889,4446.472084708471,1306.0001375137515,3.4046384878627274,0.2937169404519518,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.1716041943821632,0.014804232262054838
27,27,224.04,A7,1304,495.049505,1,25 mM HEPES pH 7,AQDS,1,1,11/23/21,1303.013888888889,4447.462183718371,1302.0100385038504,3.41507223588137,0.29281957479353804,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.1721300871988716,0.014759002287909165
29,29,74.68,A8,1458,495.049505,1,25 mM HEPES pH 7,AQDS,2,1,11/23/21,1457.013888888889,4447.462183718371,1456.0100385038504,3.0538651628407534,0.3274538811234823,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.15392414579611843,0.016504677270253156
30,30,149.357,A8,1455,495.049505,1,25 mM HEPES pH 7,AQDS,2,1,11/23/21,1454.013888888889,4447.462183718371,1453.0100385038504,3.0601704155546,0.32677918684432755,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.15424194982044442,0.016470670614751947
31,31,224.04,A8,1449,495.049505,1,25 mM HEPES pH 7,AQDS,2,1,11/23/21,1448.013888888889,4446.472084708471,1448.0001375137515,3.070758225871443,0.32565246966527706,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.15477560784815797,0.016413880622396876
33,33,74.68,A9,1328,495.049505,1,25 mM HEPES pH 7,AQDS,3,1,11/23/21,1327.013888888889,4447.462183718371,1326.0100385038504,3.3532614416330615,0.2982171290267761,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.16901463409115935,0.015031055531903285
34,34,149.357,A9,1328,495.049505,1,25 mM HEPES pH 7,AQDS,3,1,11/23/21,1327.013888888889,4447.462183718371,1326.0100385038504,3.3532614416330615,0.2982171290267761,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.16901463409115935,0.015031055531903285
35,35,224.04,A9,1317,495.049505,1,25 mM HEPES pH 7,AQDS,3,1,11/23/21,1316.013888888889,4447.462183718371,1315.0100385038504,3.381311323214141,0.29574325000320867,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.17042843392668428,0.014906364461738932
37,37,74.68,A10,4077,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4076.0138888888887,4446.472084708471,4076.0001375137513,1.090887679911991,0.916684658204845,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.05498407601491285,0.04620371084629532
38,38,149.357,A10,4066,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4065.0138888888887,4446.472084708471,4065.0001375137513,1.0938396513936874,0.9142107791812776,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.05513286440746949,0.04607901977609667
39,39,224.04,A10,4045,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4044.0138888888887,4446.472084708471,4044.0001375137513,1.0995198274318094,0.9094879192271943,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.055419162655061624,0.04584097318753569
41,41,74.68,A11,4172,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4171.013888888889,4446.472084708471,4171.000137513751,1.0660412818839602,0.9380499770447456,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.053731741550868475,0.04728058827073905
42,42,149.357,A11,4165,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4164.013888888889,4445.48198569857,4164.990236523652,1.0675795334023666,0.9366983617726435,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.053809274132802155,0.047212462726535
43,43,224.04,A11,4133,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4132.013888888889,4446.472084708471,4132.000137513751,1.076103142631741,0.9292789514157337,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.05423889011109958,0.046838501749125114
45,45,74.68,A12,4282,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4281.013888888889,4446.472084708471,4281.000137513751,1.0386494254858105,0.9627887672804201,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.05235110819859338,0.04852749897272841
46,46,149.357,A12,4270,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4269.013888888889,4446.472084708471,4269.000137513751,1.04156903024204,0.960089990163801,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.052498265209177566,0.04839147235069311
47,47,224.04,A12,4234,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4233.013888888889,4446.472084708471,4233.000137513751,1.0504271648677423,0.9519936588139439,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.05294474229073822,0.04798339248458735
49,49,74.68,B1,2178,248.7623762,2,25 mM HEPES pH 7,PYO,1,1,11/23/21,2177.0138888888887,4452.412678767876,2171.059543454345,2.048059136258709,0.4882671512243292,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.1032284453421841,0.02461015799798553
50,50,149.357,B1,2154,248.7623762,2,25 mM HEPES pH 7,PYO,1,1,11/23/21,2153.0138888888887,4452.412678767876,2147.059543454345,2.070952501941119,0.4828695969910911,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10438234100210572,0.02433810475393824
51,51,224.04,B1,2145,248.7623762,2,25 mM HEPES pH 7,PYO,1,1,11/23/21,2144.0138888888887,4452.412678767876,2138.059543454345,2.0796700199235025,0.48084551415362686,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10482173057482126,0.024236084787420682
53,53,74.68,B2,2079,248.7623762,2,25 mM HEPES pH 7,PYO,2,1,11/23/21,2078.0138888888887,4451.422579757976,2073.049642464246,2.1448875329622124,0.46622491139148114,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10810889272876438,0.023499161684943825
54,54,149.357,B2,2068,248.7623762,2,25 mM HEPES pH 7,PYO,2,1,11/23/21,2067.0138888888887,4451.422579757976,2062.049642464246,2.1563294315357058,0.4637510323679137,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.1086855994170157,0.02337447061475678
55,55,224.04,B2,2051,248.7623762,2,25 mM HEPES pH 7,PYO,2,1,11/23/21,2050.0138888888887,4451.422579757976,2045.0496424642463,2.174254473341505,0.45992776478603675,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10958907635576347,0.023181766233558953
57,57,74.68,B3,2140,248.7623762,2,25 mM HEPES pH 7,PYO,3,1,11/23/21,2139.0138888888887,4451.422579757976,2134.049642464246,2.083577741049587,0.47994369506762785,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10501869167307826,0.024190630346893095
58,58,149.357,B3,2116,248.7623762,2,25 mM HEPES pH 7,PYO,3,1,11/23/21,2115.0138888888887,4451.422579757976,2110.049642464246,2.1072766459373367,0.47454614083438984,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10621318897306296,0.0239185771028469
59,59,224.04,B3,2103,248.7623762,2,25 mM HEPES pH 7,PYO,3,1,11/23/21,2102.0138888888887,4451.422579757976,2097.049642464246,2.1203400450302614,0.4716224656247192,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10687162424756738,0.023771214928988857
61,61,74.68,B4,3140,247.5247525,2,25 mM HEPES pH 7,PMS,1,1,11/23/21,3139.0138888888887,4573.204757975797,3012.2674642464244,1.476116708130929,0.6774532084703574,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07440079742717186,0.0341457139887072
62,62,149.357,B4,3141,247.5247525,2,25 mM HEPES pH 7,PMS,1,1,11/23/21,3140.0138888888887,4572.214658965896,3014.2575632563253,1.4751421336834236,0.677900777942668,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07435167589385698,0.03416827285919259
63,63,224.04,B4,3107,247.5247525,2,25 mM HEPES pH 7,PMS,1,1,11/23/21,3106.0138888888887,4572.214658965896,2980.2575632563253,1.491971159860086,0.670254242778914,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.075199910292072,0.033782864096770934
65,65,74.68,B5,3243,247.5247525,2,25 mM HEPES pH 7,PMS,2,1,11/23/21,3242.0138888888887,4579.145352035203,3109.3268701870184,1.430038885897477,0.6992816837791168,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07207833423752114,0.03524593591591414
66,66,149.357,B5,3238,247.5247525,2,25 mM HEPES pH 7,PMS,2,1,11/23/21,3237.0138888888887,4578.155253025302,3105.3169691969197,1.4318854974998743,0.6983798646931179,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.0721714091109472,0.035200481475383745
67,67,224.04,B5,3217,247.5247525,2,25 mM HEPES pH 7,PMS,2,1,11/23/21,3216.0138888888887,4578.155253025302,3084.3169691969197,1.4416346885680436,0.6936570047390346,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07266279816292738,0.03496243488682831
69,69,74.68,B6,3414,247.5247525,2,25 mM HEPES pH 7,PMS,3,1,11/23/21,3413.0138888888887,4589.046342134213,3270.4258800880084,1.3595961187824495,0.735512543898348,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.06852780329509274,0.03707208209337665
70,70,149.357,B6,3387,247.5247525,2,25 mM HEPES pH 7,PMS,3,1,11/23/21,3386.0138888888887,4588.0562431243125,3244.4159790979097,1.3704957570112954,0.7296629667652142,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.06907717840310545,0.03677724551245326
71,71,224.04,B6,3375,247.5247525,2,25 mM HEPES pH 7,PMS,3,1,11/23/21,3374.0138888888887,4588.0562431243125,3232.4159790979097,1.3755835765216808,0.7269641896485952,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.0693336200697357,0.03664121889042093
73,73,74.68,B7,2103,247.5247525,2,25 mM HEPES pH 7,AQDS,1,1,11/23/21,2102.0138888888887,4446.472084708471,2102.0001375137513,2.1153463570143294,0.47273582252101426,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10661992709614643,0.02382733152223257
74,74,149.357,B7,2102,247.5247525,2,25 mM HEPES pH 7,AQDS,1,1,11/23/21,2101.0138888888887,4446.472084708471,2101.0001375137513,2.116353185295415,0.47251092442796266,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10667067432134567,0.023815995970397335
75,75,224.04,B7,2096,247.5247525,2,25 mM HEPES pH 7,AQDS,1,1,11/23/21,2095.0138888888887,4446.472084708471,2095.0001375137513,2.122414339604857,0.47116153586965315,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10697617503928056,0.023747982659385977
77,77,74.68,B8,2390,247.5247525,2,25 mM HEPES pH 7,AQDS,2,1,11/23/21,2389.0138888888887,4446.472084708471,2389.0001375137513,1.8612214639555411,0.5372815752268194,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.0938112551324107,0.027080634898991603
78,78,149.357,B8,2378,247.5247525,2,25 mM HEPES pH 7,AQDS,2,1,11/23/21,2377.0138888888887,4446.472084708471,2377.0001375137513,1.87061761720559,0.5345827981102004,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.09428484999849236,0.026944608276965158
79,79,224.04,B8,2378,247.5247525,2,25 mM HEPES pH 7,AQDS,2,1,11/23/21,2377.0138888888887,4446.472084708471,2377.0001375137513,1.87061761720559,0.5345827981102004,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.09428484999849236,0.026944608276965158
81,81,74.68,B9,2232,247.5247525,2,25 mM HEPES pH 7,AQDS,3,1,11/23/21,2231.0138888888887,4447.462183718371,2230.0100385038504,1.9939185279706335,0.5015250051454099,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10049959307140027,0.02527839439033888
82,82,149.357,B9,2232,247.5247525,2,25 mM HEPES pH 7,AQDS,3,1,11/23/21,2231.0138888888887,4447.462183718371,2230.0100385038504,1.9939185279706335,0.5015250051454099,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10049959307140027,0.02527839439033888
83,83,224.04,B9,2218,247.5247525,2,25 mM HEPES pH 7,AQDS,3,1,11/23/21,2217.0138888888887,4447.462183718371,2216.0100385038504,2.0065154291157365,0.49837643184268765,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.10113451542231872,0.025119696664643587
85,85,74.68,B10,4575,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4574.013888888889,4446.472084708471,4574.000137513751,0.9721159159715844,1.0286839085445347,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.048997615797664366,0.05184881566076338
86,86,149.357,B10,4555,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4554.013888888889,4446.472084708471,4554.000137513751,0.9763851996194427,1.024185946683503,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.049212800752959265,0.05162210462403708
87,87,224.04,B10,4561,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4560.013888888889,4446.472084708471,4560.000137513751,0.975100482290265,1.0255353352418126,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.0491480470697074,0.051690117935054965
89,89,74.68,B11,4592,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4591.013888888889,4446.472084708471,4591.000137513751,0.9685162709973922,1.0325071761264117,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.048816182679900656,0.05204152004198079
90,90,149.357,B11,4567,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4566.013888888889,4446.472084708471,4566.000137513751,0.9738191413534407,1.026884723800122,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.04908346356695832,0.05175813124607285
91,91,224.04,B11,4557,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4556.013888888889,4446.472084708471,4556.000137513751,0.9759565845315809,1.0246357428696062,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.04919119724142717,0.0516447757277097
93,93,74.68,B12,4381,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4380.013888888889,4446.472084708471,4380.000137513751,1.0151731035920255,0.9850536784925271,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.05116782976269461,0.04964971860452043
94,94,149.357,B12,4349,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4348.013888888889,4446.472084708471,4348.000137513751,1.022644478543159,0.9778569395148763,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.0515444099146527,0.049286980945759215
95,95,224.04,B12,4338,1.0,1,25 mM HEPES pH 7,RTDP,1,1,11/23/21,4337.013888888889,4446.472084708471,4337.000137513751,1.0252382274265572,0.9753830604913089,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.051675142792475134,0.049162289875560074
97,97,74.68,C1,2747,124.3811881,4,25 mM HEPES pH 7,PYO,1,1,11/23/21,2746.0138888888887,4449.442381738174,2743.0298404840482,1.6210025380360753,0.6169021803084587,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.08170348645096641,0.031093756948381825
98,98,149.357,C1,2742,124.3811881,4,25 mM HEPES pH 7,PYO,1,1,11/23/21,2741.0138888888887,4449.442381738174,2738.0298404840482,1.623962700328809,0.6157776898432007,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.08185268768547194,0.031037079189202826
99,99,224.04,C1,2711,124.3811881,4,25 mM HEPES pH 7,PYO,1,1,11/23/21,2710.0138888888887,4449.442381738174,2707.0298404840482,1.642559777818428,0.6088058489586016,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.08279003727825107,0.030685677082293417
101,101,74.68,C2,2944,124.3811881,4,25 mM HEPES pH 7,PYO,2,1,11/23/21,2943.0138888888887,4449.442381738174,2940.0298404840482,1.5123854432039594,0.6612071046396211,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07622885261859073,0.033326860660045025
102,102,149.357,C2,2925,124.3811881,4,25 mM HEPES pH 7,PYO,2,1,11/23/21,2924.0138888888887,4449.442381738174,2921.0298404840482,1.52222283788669,0.656934040871641,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07672468740256357,0.03311148517516293
103,103,224.04,C2,2906,124.3811881,4,25 mM HEPES pH 7,PYO,2,1,11/23/21,2905.0138888888887,4449.442381738174,2902.0298404840482,1.5321890461993595,0.6526609771036608,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07722701478751923,0.032896109690281006
105,105,74.68,C3,2822,124.3811881,4,25 mM HEPES pH 7,PYO,3,1,11/23/21,2821.0138888888887,4449.442381738174,2818.0298404840482,1.577860627824144,0.6337695372873275,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07952900220788674,0.031943923336068415
106,106,149.357,C3,2805,124.3811881,4,25 mM HEPES pH 7,PYO,3,1,11/23/21,2804.0138888888887,4449.442381738174,2801.0298404840482,1.5874369737399645,0.6299462697054506,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.0800116793354837,0.03175121895485917
107,107,224.04,C3,2800,124.3811881,4,25 mM HEPES pH 7,PYO,3,1,11/23/21,2799.0138888888887,4449.442381738174,2796.0298404840482,1.5902757077025913,0.6288217792401927,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.08015476021070889,0.03169454119568002
109,109,74.68,C4,3775,123.7623762,4,25 mM HEPES pH 7,PMS,1,1,11/23/21,3774.0138888888887,4521.719609460946,3698.752612761276,1.2021507786144863,0.8318424092795823,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.06059207653579455,0.041927401974383924
110,110,149.357,C4,3769,123.7623762,4,25 mM HEPES pH 7,PMS,1,1,11/23/21,3768.0138888888887,4521.719609460946,3692.752612761276,1.2041040382633348,0.8304930207212728,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.06069052679698642,0.041859388663366956
111,111,224.04,C4,3744,123.7623762,4,25 mM HEPES pH 7,PMS,1,1,11/23/21,3743.0138888888887,4521.719609460946,3667.752612761276,1.2123114077712582,0.8248705683949832,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.061104203325977526,0.04157599986746299
113,113,74.68,C5,3740,123.7623762,4,25 mM HEPES pH 7,PMS,2,1,11/23/21,3739.0138888888887,4517.759213421342,3667.71300880088,1.2123244983082948,0.8248616615398128,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.061104863129087236,0.04157555093471701
114,114,149.357,C5,3734,123.7623762,4,25 mM HEPES pH 7,PMS,2,1,11/23/21,3733.0138888888887,4517.759213421342,3661.71300880088,1.2143109857725956,0.8235122729815033,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.061204988173819745,0.04150753762370007
115,115,224.04,C5,3716,123.7623762,4,25 mM HEPES pH 7,PMS,2,1,11/23/21,3715.0138888888887,4517.759213421342,3643.71300880088,1.2203097012836999,0.8194641073065747,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.06150734178524756,0.041303497690649345
117,117,74.68,C6,3752,123.7623762,4,25 mM HEPES pH 7,PMS,3,1,11/23/21,3751.0138888888887,4516.769114411441,3680.7031078107807,1.2080459094615785,0.8277831100356908,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.06088920916329691,0.04172280087540055
118,118,149.357,C6,3722,123.7623762,4,25 mM HEPES pH 7,PMS,3,1,11/23/21,3721.0138888888887,4517.759213421342,3649.71300880088,1.2183035549949242,0.8208134958648843,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.06140622587562638,0.04137151100166624
119,119,224.04,C6,3712,123.7623762,4,25 mM HEPES pH 7,PMS,3,1,11/23/21,3711.0138888888887,4516.769114411441,3640.7031078107807,1.2213185754679863,0.8187871863136273,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.061558192130214066,0.041269378801954394
121,121,74.68,C7,2832,123.7623762,4,25 mM HEPES pH 7,AQDS,1,1,11/23/21,2831.0138888888887,4446.472084708471,2831.0001375137513,1.5706316203991124,0.6366865323556204,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07916463812058706,0.03209094881037493
122,122,149.357,C7,2845,123.7623762,4,25 mM HEPES pH 7,AQDS,1,1,11/23/21,2844.0138888888887,4446.472084708471,2844.0001375137513,1.5634522216375362,0.6396102075652911,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07880277446167598,0.03223831098424101
123,123,224.04,C7,2827,123.7623762,4,25 mM HEPES pH 7,AQDS,1,1,11/23/21,2826.0138888888887,4446.472084708471,2826.0001375137513,1.5734105155582983,0.6355620418903625,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07930470293707508,0.03203427105119569
125,125,74.68,C8,3192,123.7623762,4,25 mM HEPES pH 7,AQDS,2,1,11/23/21,3191.0138888888887,4446.472084708471,3191.0001375137513,1.3934372114436087,0.7176498458541914,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07023349788290373,0.03617174747131139
126,126,149.357,C8,3196,123.7623762,4,25 mM HEPES pH 7,AQDS,2,1,11/23/21,3195.0138888888887,4446.472084708471,3195.0001375137513,1.3916926891882475,0.7185494382263977,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07014556862485376,0.03621708967865543
127,127,224.04,C8,3172,123.7623762,4,25 mM HEPES pH 7,AQDS,2,1,11/23/21,3171.0138888888887,4446.472084708471,3171.0001375137513,1.402225840589088,0.7131518839931597,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07067647167567961,0.03594503643459126
129,129,74.68,C9,2810,123.7623762,4,25 mM HEPES pH 7,AQDS,3,1,11/23/21,2809.0138888888887,4446.472084708471,2809.0001375137513,1.5829327574433292,0.6317387743084856,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07978465305601888,0.03184156666998638
130,130,149.357,C9,2823,123.7623762,4,25 mM HEPES pH 7,AQDS,3,1,11/23/21,2822.0138888888887,4446.472084708471,2822.0001375137513,1.5756407217083865,0.6346624495181562,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07941711214909958,0.0319889288438523
131,131,224.04,C9,2803,123.7623762,4,25 mM HEPES pH 7,AQDS,3,1,11/23/21,2802.0138888888887,4446.472084708471,2802.0001375137513,1.5868872644948295,0.6301644876571244,0.16666666666666666,224.11516214164197,0.0016501650165016515,0.07998397230800287,0.03176221780713553
