,time_s,well,pt_fluor,concentration,fold_dilution,media,name,replicate,plate,date,blanked_pt_fluor,expected_blanked_pt_fluor,estimated_true_pt_fluor,F0_F_ratio,F_F0_ratio,u_blanked_pt_fluor,u_expected_blanked_pt_fluor,u_estimated_true_pt_fluor,u_F0_F_ratio,u_F_F0_ratio
97,140.025,C1,3799,113.1756757,4,25 mM HEPES pH 7,PYO,1,1,9/29/22,3734.715277777778,7332.1072322322325,3496.233045545546,2.0289336859388682,0.49286973099727516,4.018598709330847,267.3546406065672,0.3982395117354893,0.07646267988928056,0.018574357914966345
98,280.07,C1,3742,113.1756757,4,25 mM HEPES pH 7,PYO,1,1,9/29/22,3677.715277777778,7323.999124124124,3447.3411536536537,2.0577090238028353,0.48597736046854095,4.018598709330847,267.3546406065672,0.3982395117354893,0.07754712143244129,0.018314613460762193
99,420.097,C1,3709,113.1756757,4,25 mM HEPES pH 7,PYO,1,1,9/29/22,3644.715277777778,7326.701826826827,3411.638450950951,2.079242892230489,0.48094429166342334,4.018598709330847,267.3546406065672,0.3982395117354893,0.07835865767420036,0.018124938289623055
101,140.025,C2,5169,113.1756757,4,25 mM HEPES pH 7,PYO,2,1,9/29/22,5104.715277777777,7393.368493493494,4804.971784284284,1.4763093975288804,0.6773647865913808,4.018598709330847,267.3546406065672,0.3982395117354893,0.05563628374783262,0.02552720962873294
102,280.07,C2,5148,113.1756757,4,25 mM HEPES pH 7,PYO,2,1,9/29/22,5083.715277777777,7388.863988988989,4788.476288788788,1.4813950351196754,0.6750393894220217,4.018598709330847,267.3546406065672,0.3982395117354893,0.0558279423202882,0.02543957499731373
103,420.097,C2,5186,113.1756757,4,25 mM HEPES pH 7,PYO,2,1,9/29/22,5121.715277777777,7389.76488988989,4825.575387887888,1.470006046906837,0.6802693105271124,4.018598709330847,267.3546406065672,0.3982395117354893,0.055398734159852095,0.025636669162209077
105,140.025,C3,4462,113.1756757,4,25 mM HEPES pH 7,PYO,3,1,9/29/22,4397.715277777777,7378.954079079079,4112.3861986986985,1.7249413496827386,0.5797298558492588,4.018598709330847,267.3546406065672,0.3982395117354893,0.06500629969287255,0.02184775311762002
106,280.07,C3,4440,113.1756757,4,25 mM HEPES pH 7,PYO,3,1,9/29/22,4375.715277777777,7369.044169169169,4100.296108608608,1.7300274936502442,0.5780254959359437,4.018598709330847,267.3546406065672,0.3982395117354893,0.06519797785741123,0.021783522876584818
107,420.097,C3,4451,113.1756757,4,25 mM HEPES pH 7,PYO,3,1,9/29/22,4386.715277777777,7369.044169169169,4111.296108608608,1.7253987094597052,0.5795761840537959,4.018598709330847,267.3546406065672,0.3982395117354893,0.06502353590970213,0.02184196186632783
109,140.025,C4,8322,112.6126126,4,25 mM HEPES pH 7,PMS,1,1,9/29/22,8257.715277777777,10926.701826826826,4424.638450950951,1.6032100879282976,0.6237485701529121,4.018598709330847,267.3546406065672,0.3982395117354893,0.06041869691134629,0.02350663590050956
110,280.07,C4,8199,112.6126126,4,25 mM HEPES pH 7,PMS,1,1,9/29/22,8134.715277777777,10916.791916916916,4311.548360860861,1.6452616105142466,0.6078060738847714,4.018598709330847,267.3546406065672,0.3982395117354893,0.06200346317743763,0.022905829249463924
111,420.097,C4,8102,112.6126126,4,25 mM HEPES pH 7,PMS,1,1,9/29/22,8037.715277777777,10914.990115115115,4216.350162662662,1.6824088907075767,0.5943858270859627,4.018598709330847,267.3546406065672,0.3982395117354893,0.06340340730350437,0.022400075806965007
113,140.025,C5,9169,112.6126126,4,25 mM HEPES pH 7,PMS,2,1,9/29/22,9104.715277777777,11269.945070070069,4928.395207707707,1.4393376953426962,0.6947639898793223,4.018598709330847,267.3546406065672,0.3982395117354893,0.05424295949265895,0.026182913906808648
114,280.07,C5,8963,112.6126126,4,25 mM HEPES pH 7,PMS,2,1,9/29/22,8898.715277777777,11267.242367367367,4725.09791041041,1.5012651874093899,0.6661048350329218,4.018598709330847,267.3546406065672,0.3982395117354893,0.056576773794128565,0.02510286849444946
115,420.097,C5,8814,112.6126126,4,25 mM HEPES pH 7,PMS,2,1,9/29/22,8749.715277777777,11222.197322322321,4621.142955455455,1.5350369093485141,0.6514501338110564,4.018598709330847,267.3546406065672,0.3982395117354893,0.05784950360239512,0.024550593300507583
117,140.025,C6,7999,112.6126126,4,25 mM HEPES pH 7,PMS,3,1,9/29/22,7934.715277777777,10725.800925925927,4302.539351851851,1.648706593920365,0.6065360590462353,4.018598709330847,267.3546406065672,0.3982395117354893,0.062133291885251705,0.02285796765453484
118,280.07,C6,7904,112.6126126,4,25 mM HEPES pH 7,PMS,3,1,9/29/22,7839.715277777777,10680.75588088088,4252.584396896897,1.6680738905913792,0.5994938267665539,4.018598709330847,267.3546406065672,0.3982395117354893,0.06286317389629244,0.022592575121728516
119,420.097,C6,7774,112.6126126,4,25 mM HEPES pH 7,PMS,3,1,9/29/22,7709.715277777777,10703.278403403403,4100.061874374374,1.730126329150194,0.5779924755501418,4.018598709330847,267.3546406065672,0.3982395117354893,0.06520170260604354,0.021782278475504124
121,140.025,C7,6484,112.6126126,4,25 mM HEPES pH 7,AQDS,1,1,9/29/22,6419.715277777777,7104.179304304304,6409.160973473473,1.106794638075002,0.9035099788152705,4.018598709330847,267.3546406065672,0.3982395117354893,0.041710684373299764,0.03404969472930958
122,280.07,C7,6421,112.6126126,4,25 mM HEPES pH 7,AQDS,1,1,9/29/22,6356.715277777777,7106.882007007007,6343.4582707707705,1.1182583217557889,0.8942477605978284,4.018598709330847,267.3546406065672,0.3982395117354893,0.042142706173408276,0.03370063954626461
123,420.097,C7,6337,112.6126126,4,25 mM HEPES pH 7,AQDS,1,1,9/29/22,6272.715277777777,7107.782907907908,6258.557369869869,1.1334281337981078,0.8822791407594663,4.018598709330847,267.3546406065672,0.3982395117354893,0.04271439764176841,0.033249591152420106
125,140.025,C8,7453,112.6126126,4,25 mM HEPES pH 7,AQDS,2,1,9/29/22,7388.715277777777,7110.485610610611,7371.854667167167,0.962257846942324,1.039222494446375,4.018598709330847,267.3546406065672,0.3982395117354893,0.036263656003066864,0.039164146251447755
126,280.07,C8,7432,112.6126126,4,25 mM HEPES pH 7,AQDS,2,1,9/29/22,7367.715277777777,7110.485610610611,7350.854667167167,0.965006835420636,1.036262089857748,4.018598709330847,267.3546406065672,0.3982395117354893,0.036367254616028556,0.039052580652827865
127,420.097,C8,7311,112.6126126,4,25 mM HEPES pH 7,AQDS,2,1,9/29/22,7246.715277777777,7109.584709709709,7230.755568068068,0.9810350983687439,1.0193315220452261,4.018598709330847,267.3546406065672,0.3982395117354893,0.03697129712960286,0.03841453648067061
129,140.025,C9,6837,112.6126126,4,25 mM HEPES pH 7,AQDS,3,1,9/29/22,6772.715277777777,7109.584709709709,6756.755568068068,1.0498566846970094,0.9525109613305,4.018598709330847,267.3546406065672,0.3982395117354893,0.0395649141580967,0.035896341823611524
130,280.07,C9,6732,112.6126126,4,25 mM HEPES pH 7,AQDS,3,1,9/29/22,6667.715277777777,7112.287412412413,6649.052865365365,1.0668624755490204,0.9373279339358036,4.018598709330847,267.3546406065672,0.3982395117354893,0.04020579624323436,0.03532415544517214
131,420.097,C9,6687,112.6126126,4,25 mM HEPES pH 7,AQDS,3,1,9/29/22,6622.715277777777,7114.089214214214,6602.251063563564,1.0744252122050046,0.9307302068496098,4.018598709330847,267.3546406065672,0.3982395117354893,0.040490806384853396,0.03507551402739371
133,140.025,C10,7281,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,7216.715277777777,7090.665790790791,7219.674486986986,0.9825408351561857,1.017769403793827,4.018598709330847,267.3546406065672,0.3982395117354893,0.03702804246056197,0.03835566660468423
134,280.07,C10,7266,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,7201.715277777777,7088.863988988989,7206.476288788788,0.9843402955527166,1.015908832055372,4.018598709330847,267.3546406065672,0.3982395117354893,0.03709585708640129,0.038285549232318965
