,time_s,well,pt_fluor,concentration,fold_dilution,media,name,replicate,plate,date,blanked_pt_fluor,expected_blanked_pt_fluor,estimated_true_pt_fluor,F0_F_ratio,F_F0_ratio,u_blanked_pt_fluor,u_expected_blanked_pt_fluor,u_estimated_true_pt_fluor,u_F0_F_ratio,u_F_F0_ratio
135,420.097,C10,7170,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,7105.715277777777,7091.566691691692,7107.773586086086,0.9980094208242954,1.001994549484373,4.018598709330847,267.3546406065672,0.3982395117354893,0.037610992993144264,0.03776117659159883
137,140.025,C11,7003,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6938.715277777777,7089.76488988989,6942.575387887888,1.021756999913265,0.9787062873901409,4.018598709330847,267.3546406065672,0.3982395117354893,0.03850594654500979,0.036883536876878606
138,280.07,C11,6945,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6880.715277777777,7087.963088088088,6886.37718968969,1.0300953323643967,0.9707839348273541,4.018598709330847,267.3546406065672,0.3982395117354893,0.03882018577866378,0.03658497569777229
139,420.097,C11,6836,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6771.715277777777,7088.863988988989,6776.476288788788,1.0468014197490683,0.9552910238120549,4.018598709330847,267.3546406065672,0.3982395117354893,0.039449773118809504,0.0360011110424885
141,140.025,C12,6736,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6671.715277777777,7088.863988988989,6676.476288788788,1.0624803703581922,0.9411938591043068,4.018598709330847,267.3546406065672,0.3982395117354893,0.0400406517426644,0.035469846395397284
142,280.07,C12,6676,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6611.715277777777,7090.665790790791,6614.674486986986,1.0724072687106903,0.9324815573119507,4.018598709330847,267.3546406065672,0.3982395117354893,0.040414757938553175,0.0351415152810703
143,420.097,C12,6582,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6517.715277777777,7089.76488988989,6521.575387887888,1.08771647617147,0.9193572239705211,4.018598709330847,267.3546406065672,0.3982395117354893,0.04099170248645425,0.03464691271057953
145,140.025,D1,3867,56.58783784,8,25 mM HEPES pH 7,PYO,1,1,9/29/22,3802.715277777778,7231.206331331331,3665.1339464464463,1.9354340396966034,0.5166799691901456,4.018598709330847,267.3546406065672,0.3982395117354893,0.07293900908851715,0.019471665887679866
146,280.07,D1,3845,56.58783784,8,25 mM HEPES pH 7,PYO,1,1,9/29/22,3780.715277777778,7231.206331331331,3643.1339464464463,1.9471216552219281,0.513578592954441,4.018598709330847,267.3546406065672,0.3982395117354893,0.07337947372247494,0.019354788009807576
147,420.097,D1,3823,56.58783784,8,25 mM HEPES pH 7,PYO,1,1,9/29/22,3758.715277777778,7222.197322322322,3630.1429554554556,1.9540897113540805,0.5117472315572723,4.018598709330847,267.3546406065672,0.3982395117354893,0.07364207499112595,0.019285771673567258
149,140.025,D2,5678,56.58783784,8,25 mM HEPES pH 7,PYO,2,1,9/29/22,5613.715277777777,7240.21534034034,5467.124937437437,1.2975055593525433,0.7707096072089288,4.018598709330847,267.3546406065672,0.3982395117354893,0.04889784475981357,0.0290449921054708
150,280.07,D2,5639,56.58783784,8,25 mM HEPES pH 7,PYO,2,1,9/29/22,5574.715277777777,7240.21534034034,5428.124937437437,1.3068278791955787,0.765211712972907,4.018598709330847,267.3546406065672,0.3982395117354893,0.0492491673931793,0.028837799027230656
151,420.097,D2,5631,56.58783784,8,25 mM HEPES pH 7,PYO,2,1,9/29/22,5566.715277777777,7242.017142142142,5418.3231356356355,1.309191944154477,0.7638299368285799,4.018598709330847,267.3546406065672,0.3982395117354893,0.04933825997774406,0.028785725554071665
153,140.025,D3,5449,56.58783784,8,25 mM HEPES pH 7,PYO,3,1,9/29/22,5384.715277777777,7252.827952952953,5225.512324824825,1.3574984726952684,0.7366490792542353,4.018598709330847,267.3546406065672,0.3982395117354893,0.051158749057084035,0.02776139063631875
154,280.07,D3,5436,56.58783784,8,25 mM HEPES pH 7,PYO,3,1,9/29/22,5371.715277777777,7252.827952952953,5212.512324824825,1.3608840723917892,0.734816447842228,4.018598709330847,267.3546406065672,0.3982395117354893,0.05128633944464694,0.027692326288536833
155,420.097,D3,5446,56.58783784,8,25 mM HEPES pH 7,PYO,3,1,9/29/22,5381.715277777777,7252.827952952953,5222.512324824825,1.3582782689245136,0.7362261643130028,4.018598709330847,267.3546406065672,0.3982395117354893,0.05118813661345669,0.027745452709844985
157,140.025,D4,7401,56.30630631,8,25 mM HEPES pH 7,PMS,1,1,9/29/22,7336.715277777777,9065.440565565566,5364.899712212212,1.3222288170369079,0.7562987488360622,4.018598709330847,267.3546406065672,0.3982395117354893,0.04982956998745142,0.028501905987045634
158,280.07,D4,7335,56.30630631,8,25 mM HEPES pH 7,PMS,1,1,9/29/22,7270.715277777777,9061.836961961963,5302.503315815815,1.3377879423180734,0.7475026260643627,4.018598709330847,267.3546406065672,0.3982395117354893,0.050415934142767335,0.028170416233461833
159,420.097,D4,7318,56.30630631,8,25 mM HEPES pH 7,PMS,1,1,9/29/22,7253.715277777777,9033.008133133133,5314.332144644644,1.3348102465045177,0.7491701555473604,4.018598709330847,267.3546406065672,0.3982395117354893,0.05030371612560226,0.028233258572232696
161,140.025,D5,8473,56.30630631,8,25 mM HEPES pH 7,PMS,2,1,9/29/22,8408.715277777777,9315.891016016016,6186.449261761762,1.1466391624425762,0.8721139419918252,4.018598709330847,267.3546406065672,0.3982395117354893,0.04321227020284495,0.03286650634602437
162,280.07,D5,8314,56.30630631,8,25 mM HEPES pH 7,PMS,2,1,9/29/22,8249.715277777777,9319.49461961962,6023.845658158158,1.1775907622057065,0.8491914441710913,4.018598709330847,267.3546406065672,0.3982395117354893,0.044378716455377026,0.03200265111337366
163,420.097,D5,8357,56.30630631,8,25 mM HEPES pH 7,PMS,2,1,9/29/22,8292.715277777777,9290.66579079079,6095.674486986987,1.1637145348137325,0.8593172724787379,4.018598709330847,267.3546406065672,0.3982395117354893,0.04385577500375078,0.032384252178045074
165,140.025,D6,7444,56.30630631,8,25 mM HEPES pH 7,PMS,3,1,9/29/22,7379.715277777777,9041.116241241241,5432.224036536536,1.305841760628624,0.7657895697244408,4.018598709330847,267.3546406065672,0.3982395117354893,0.049212004348988904,0.0288595760772329
166,280.07,D6,7379,56.30630631,8,25 mM HEPES pH 7,PMS,3,1,9/29/22,7314.715277777777,9051.02615115115,5357.314126626627,1.3241010014222718,0.755229396342015,4.018598709330847,267.3546406065672,0.3982395117354893,0.049900125480093815,0.028461606481108254
167,420.097,D6,7272,56.30630631,8,25 mM HEPES pH 7,PMS,3,1,9/29/22,7207.715277777777,9013.188313313312,5288.151964464464,1.34141852345924,0.7454794924265752,4.018598709330847,267.3546406065672,0.3982395117354893,0.05055275692599294,0.02809417263507646
169,140.025,D7,6584,56.30630631,8,25 mM HEPES pH 7,AQDS,1,1,9/29/22,6519.715277777777,7095.170295295296,6518.169982482482,1.0882847515581902,0.9188771583615545,4.018598709330847,267.3546406065672,0.3982395117354893,0.04101311857906895,0.034628820997006586
170,280.07,D7,6479,56.30630631,8,25 mM HEPES pH 7,AQDS,1,1,9/29/22,6414.715277777777,7099.6747997998,6408.665477977977,1.1068802115472778,0.903440127999151,4.018598709330847,267.3546406065672,0.3982395117354893,0.04171390930561719,0.0340470623372438
171,420.097,D7,6376,56.30630631,8,25 mM HEPES pH 7,AQDS,1,1,9/29/22,6311.715277777777,7098.773898898899,6306.566378878879,1.1247998631643732,0.889047049834024,4.018598709330847,267.3546406065672,0.3982395117354893,0.04238923152796702,0.03350464599866617
173,140.025,D8,7898,56.30630631,8,25 mM HEPES pH 7,AQDS,2,1,9/29/22,7833.715277777777,7103.278403403403,7824.061874374374,0.9066422420856965,1.102970889266683,4.018598709330847,267.3546406065672,0.3982395117354893,0.03416772198580525,0.041566563914124686
174,280.07,D8,7750,56.30630631,8,25 mM HEPES pH 7,AQDS,2,1,9/29/22,7685.715277777777,7104.179304304304,7675.160973473473,0.9242314297402556,1.0819800840153622,4.018598709330847,267.3546406065672,0.3982395117354893,0.03483058940388894,0.04077550582770761
175,420.097,D8,7654,56.30630631,8,25 mM HEPES pH 7,AQDS,2,1,9/29/22,7589.715277777777,7104.179304304304,7579.160973473473,0.9359380312447757,1.0684468058959238,4.018598709330847,267.3546406065672,0.3982395117354893,0.035271765287855396,0.040265491626617966
177,140.025,D9,6665,56.30630631,8,25 mM HEPES pH 7,AQDS,3,1,9/29/22,6600.715277777777,7098.773898898899,6595.566378878879,1.0755141548898763,0.9297878558394163,4.018598709330847,267.3546406065672,0.3982395117354893,0.04053184440224473,0.03504000066260281
178,280.07,D9,6491,56.30630631,8,25 mM HEPES pH 7,AQDS,3,1,9/29/22,6426.715277777777,7095.170295295296,6425.169982482482,1.104036938997721,0.9057667951833487,4.018598709330847,267.3546406065672,0.3982395117354893,0.041606757390480545,0.03413474492416821
179,420.097,D9,6456,56.30630631,8,25 mM HEPES pH 7,AQDS,3,1,9/29/22,6391.715277777777,7097.872997997998,6387.467279779779,1.1105536340601916,0.9004517830840761,4.018598709330847,267.3546406065672,0.3982395117354893,0.041852346356570876,0.033934443819022275
181,140.025,D10,6836,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6771.715277777777,7087.062187187187,6778.27809059059,1.0465231590080621,0.9555450267797622,4.018598709330847,267.3546406065672,0.3982395117354893,0.039439286555095494,0.036010683378649544
182,280.07,D10,6805,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6740.715277777777,7088.863988988989,6745.476288788788,1.051612176265425,0.9509209027526531,4.018598709330847,267.3546406065672,0.3982395117354893,0.03963107180088324,0.035836418999811215
183,420.097,D10,6742,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6677.715277777777,7087.963088088088,6683.37718968969,1.0613833094656384,0.9421666904706253,4.018598709330847,267.3546406065672,0.3982395117354893,0.039999307785412906,0.035506508441584324
185,140.025,D11,6885,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6820.715277777777,7090.665790790791,6823.674486986986,1.0395608720093288,0.9619446315511443,4.018598709330847,267.3546406065672,0.3982395117354893,0.039176905077543775,0.03625185839025482
186,280.07,D11,6835,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6770.715277777777,7089.76488988989,6774.575387887888,1.047095145281361,0.9550230506811239,4.018598709330847,267.3546406065672,0.3982395117354893,0.03946084249030555,0.03599101222784531
187,420.097,D11,6833,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6768.715277777777,7089.76488988989,6772.575387887888,1.0474043615204756,0.9547411073869689,4.018598709330847,267.3546406065672,0.3982395117354893,0.039472495646242806,0.035980386934721054
189,140.025,D12,7164,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,7099.715277777777,7094.269394394394,7099.070883383383,0.9992328737840708,1.0007677151503473,4.018598709330847,267.3546406065672,0.3982395117354893,0.037657100155696455,0.03771494220290023
190,280.07,D12,7072,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,7007.715277777777,7094.269394394394,7007.070883383383,1.0123523963232441,0.9877983236192192,4.018598709330847,267.3546406065672,0.3982395117354893,0.038151523731577146,0.03722617867300194
191,420.097,D12,6961,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6896.715277777777,7094.269394394394,6896.070883383383,1.0286473442569506,0.9721504707936187,4.018598709330847,267.3546406065672,0.3982395117354893,0.03876561675222989,0.036636474868369975
193,140.025,E1,5103,28.29391892,16,25 mM HEPES pH 7,PYO,1,1,9/29/22,5038.715277777777,7173.548673673674,4958.7916041041035,1.43051484440867,0.6990490199445423,4.018598709330847,267.3546406065672,0.3982395117354893,0.05391045953283975,0.026344399045205136
194,280.07,E1,5119,28.29391892,16,25 mM HEPES pH 7,PYO,1,1,9/29/22,5054.715277777777,7177.152277277277,4971.1880005005005,1.426947642954926,0.7007965603623677,4.018598709330847,267.3546406065672,0.3982395117354893,0.05377602517836161,0.026410256648881344
195,420.097,E1,5106,28.29391892,16,25 mM HEPES pH 7,PYO,1,1,9/29/22,5041.715277777777,7176.251376376376,4959.088901401401,1.4304290850675,0.699090930434214,4.018598709330847,267.3546406065672,0.3982395117354893,0.053907227587010206,0.026345978479005504
197,140.025,E2,5891,28.29391892,16,25 mM HEPES pH 7,PYO,2,1,9/29/22,5826.715277777777,7179.85497997998,5740.485297797797,1.2357186948499463,0.8092456674546226,4.018598709330847,267.3546406065672,0.3982395117354893,0.04656933450345979,0.030497258267785713
198,280.07,E2,5927,28.29391892,16,25 mM HEPES pH 7,PYO,2,1,9/29/22,5862.715277777777,7178.954079079079,5777.3861986986985,1.227826002284177,0.8144476482332655,4.018598709330847,267.3546406065672,0.3982395117354893,0.04627188923910692,0.03069329962062365
199,420.097,E2,5880,28.29391892,16,25 mM HEPES pH 7,PYO,2,1,9/29/22,5815.715277777777,7184.359484484485,5724.980793293293,1.2390652922905956,0.8070599719175023,4.018598709330847,267.3546406065672,0.3982395117354893,0.04669545491143027,0.030414888354935433
201,140.025,E3,5867,28.29391892,16,25 mM HEPES pH 7,PYO,3,1,9/29/22,5802.715277777777,7180.755880880881,5715.584396896897,1.2411023103518983,0.8057353464409095,4.018598709330847,267.3546406065672,0.3982395117354893,0.04677222230254724,0.03036496864635499
202,280.07,E3,5878,28.29391892,16,25 mM HEPES pH 7,PYO,3,1,9/29/22,5813.715277777777,7181.656781781781,5725.683495995996,1.238913224064972,0.8071590330749082,4.018598709330847,267.3546406065672,0.3982395117354893,0.04668972404381097,0.030418621564217315
203,420.097,E3,5810,28.29391892,16,25 mM HEPES pH 7,PYO,3,1,9/29/22,5745.715277777777,7184.359484484485,5654.980793293293,1.2544030226261624,0.7971919566220786,4.018598709330847,267.3546406065672,0.3982395117354893,0.04727347512184477,0.03004300328439164
205,140.025,E4,7824,28.15315315,16,25 mM HEPES pH 7,PMS,1,1,9/29/22,7759.715277777777,8305.981106106106,6547.359171671671,1.0834330016125961,0.9229920064384107,4.018598709330847,267.3546406065672,0.3982395117354893,0.04083027496662916,0.03478389282843396
206,280.07,E4,7689,28.15315315,16,25 mM HEPES pH 7,PMS,1,1,9/29/22,7624.715277777777,8296.071196196197,6422.269081581581,1.104535625943142,0.9053578504053402,4.018598709330847,267.3546406065672,0.3982395117354893,0.041625550967200074,0.03411933346506845
207,420.097,E4,7653,28.15315315,16,25 mM HEPES pH 7,PMS,1,1,9/29/22,7588.715277777777,8280.75588088088,6401.584396896897,1.1081045816467816,0.9024418963360619,4.018598709330847,267.3546406065672,0.3982395117354893,0.04176005106680137,0.03400944306160063
209,140.025,E5,6918,28.15315315,16,25 mM HEPES pH 7,PMS,2,1,9/29/22,6853.715277777777,8071.746871871872,5875.5934059059055,1.207303587901399,0.828292079988145,4.018598709330847,267.3546406065672,0.3982395117354893,0.045498478363936,0.03121503957912366
210,280.07,E5,6879,28.15315315,16,25 mM HEPES pH 7,PMS,2,1,9/29/22,6814.715277777777,8053.728853853854,5854.611423923923,1.211630369013569,0.8253342154291949,4.018598709330847,267.3546406065672,0.3982395117354893,0.04566153809389371,0.031103569769958463
211,420.097,E5,6821,28.15315315,16,25 mM HEPES pH 7,PMS,2,1,9/29/22,6756.715277777777,8058.233358358359,5792.106919419419,1.2247054653319558,0.8165228524794331,4.018598709330847,267.3546406065672,0.3982395117354893,0.04615428819369592,0.030771505571635244
213,140.025,E6,7146,28.15315315,16,25 mM HEPES pH 7,PMS,3,1,9/29/22,7081.715277777777,8157.332457457458,6018.007820320319,1.178733097695182,0.84836847455572,4.018598709330847,267.3546406065672,0.3982395117354893,0.04442176667337053,0.0319716367542799
214,280.07,E6,7019,28.15315315,16,25 mM HEPES pH 7,PMS,3,1,9/29/22,6954.715277777777,8158.233358358359,5890.106919419419,1.2043287324059664,0.8303380738930263,4.018598709330847,267.3546406065672,0.3982395117354893,0.04538636751133368,0.031292144716230416
215,420.097,E6,7018,28.15315315,16,25 mM HEPES pH 7,PMS,3,1,9/29/22,6953.715277777777,8168.143268268268,5879.197009509509,1.2065635814765472,0.8288000859235595,4.018598709330847,267.3546406065672,0.3982395117354893,0.045470590370017286,0.031234184243773173
217,140.025,E7,6794,28.15315315,16,25 mM HEPES pH 7,AQDS,1,1,9/29/22,6729.715277777777,7093.368493493494,6729.971784284284,1.054034879695174,0.9487352072155328,4.018598709330847,267.3546406065672,0.3982395117354893,0.039722374062489914,0.03575404904832755
218,280.07,E7,6717,28.15315315,16,25 mM HEPES pH 7,AQDS,1,1,9/29/22,6652.715277777777,7094.269394394394,6652.070883383383,1.0663784443006465,0.9377533889067132,4.018598709330847,267.3546406065672,0.3982395117354893,0.04018755498785666,0.035340189107491524
219,420.097,E7,6652,28.15315315,16,25 mM HEPES pH 7,AQDS,1,1,9/29/22,6587.715277777777,7094.269394394394,6587.070883383383,1.0769012700158511,0.9285902318466769,4.018598709330847,267.3546406065672,0.3982395117354893,0.04058411938049568,0.034994867100744516
221,140.025,E8,7599,28.15315315,16,25 mM HEPES pH 7,AQDS,2,1,9/29/22,7534.715277777777,7098.773898898899,7529.566378878879,0.9421027245205336,1.0614553742097839,4.018598709330847,267.3546406065672,0.3982395117354893,0.035504088405319885,0.04000201301129417
222,280.07,E8,7431,28.15315315,16,25 mM HEPES pH 7,AQDS,2,1,9/29/22,7366.715277777777,7097.872997997998,7362.467279779779,0.9634847572744907,1.0378991389846206,4.018598709330847,267.3546406065672,0.3982395117354893,0.03630989344968517,0.039114274370730964
223,420.097,E8,7439,28.15315315,16,25 mM HEPES pH 7,AQDS,2,1,9/29/22,7374.715277777777,7096.9720970970975,7371.36818068068,0.9623213528516177,1.039153913645094,4.018598709330847,267.3546406065672,0.3982395117354893,0.036266049292130446,0.03916156172019818
225,140.025,E9,6749,28.15315315,16,25 mM HEPES pH 7,AQDS,3,1,9/29/22,6684.715277777777,7096.071196196196,6682.269081581581,1.0615593166626953,0.9420104786454854,4.018598709330847,267.3546406065672,0.3982395117354893,0.040005940811944765,0.0355006214550492
226,280.07,E9,6632,28.15315315,16,25 mM HEPES pH 7,AQDS,3,1,9/29/22,6567.715277777777,7095.170295295296,6566.169982482482,1.0803291749870452,0.9256437974212736,4.018598709330847,267.3546406065672,0.3982395117354893,0.04071330379897319,0.03488382800964292
227,420.097,E9,6636,28.15315315,16,25 mM HEPES pH 7,AQDS,3,1,9/29/22,6571.715277777777,7095.170295295296,6570.169982482482,1.0796714573463342,0.9262076840095835,4.018598709330847,267.3546406065672,0.3982395117354893,0.04068851697655629,0.03490507859424869
229,140.025,E10,6818,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6753.715277777777,7087.963088088088,6759.37718968969,1.0494494982200653,0.9528805356485139,4.018598709330847,267.3546406065672,0.3982395117354893,0.03954956888514287,0.03591026957262895
230,280.07,E10,6679,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6614.715277777777,7088.863988988989,6619.476288788788,1.071629339017992,0.9331584752208903,4.018598709330847,267.3546406065672,0.3982395117354893,0.040385440792638776,0.03516702555541887
231,420.097,E10,6621,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6556.715277777777,7089.76488988989,6560.575387887888,1.0812504362187845,0.9248551182065429,4.018598709330847,267.3546406065672,0.3982395117354893,0.04074802255557473,0.03485410590825733
233,140.025,E11,7125,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,7060.715277777777,7090.665790790791,7063.674486986986,1.00424007548312,0.9957778268497399,4.018598709330847,267.3546406065672,0.3982395117354893,0.03784580203067719,0.03752689363981339
234,280.07,E11,6995,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6930.715277777777,7089.76488988989,6934.575387887888,1.0229357391355083,0.9775785142135209,4.018598709330847,267.3546406065672,0.3982395117354893,0.038550368628561704,0.03684103570195099
235,420.097,E11,7013,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6948.715277777777,7089.76488988989,6952.575387887888,1.0202873905341372,0.9801160038609157,4.018598709330847,267.3546406065672,0.3982395117354893,0.03845056270029809,0.036936663345697625
237,140.025,E12,6881,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6816.715277777777,7090.665790790791,6819.674486986986,1.0401706142332385,0.9613807449628344,4.018598709330847,267.3546406065672,0.3982395117354893,0.039199883886394775,0.036230607803642914
238,280.07,E12,6749,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6684.715277777777,7092.467592592592,6685.872685185185,1.060987149174756,0.9425184845808998,4.018598709330847,267.3546406065672,0.3982395117354893,0.03998437804527202,0.03551976612671705
239,420.097,E12,6788,1.0,1,25 mM HEPES pH 7,O2NS,1,1,9/29/22,6723.715277777777,7090.665790790791,6726.674486986986,1.0545515490191912,0.9482703817846286,4.018598709330847,267.3546406065672,0.3982395117354893,0.03974184531831617,0.03573653167346446
241,140.025,F1,5803,14.14695946,32,25 mM HEPES pH 7,PYO,1,1,9/29/22,5738.715277777777,7142.017142142142,5690.3231356356355,1.2466119815896202,0.802174224833655,4.018598709330847,267.3546406065672,0.3982395117354893,0.04697986066769799,0.030230764560636038
242,280.07,F1,5729,14.14695946,32,25 mM HEPES pH 7,PYO,1,1,9/29/22,5664.715277777777,7149.22434934935,5609.115928428428,1.264660080218293,0.7907263110790925,4.018598709330847,267.3546406065672,0.3982395117354893,0.04766002431072068,0.029799339600132747
243,420.097,F1,5738,14.14695946,32,25 mM HEPES pH 7,PYO,1,1,9/29/22,5673.715277777777,7149.22434934935,5618.115928428428,1.2626341446792324,0.7919950559027898,4.018598709330847,267.3546406065672,0.3982395117354893,0.04758367456233011,0.029847153392661335
245,140.025,F2,6696,14.14695946,32,25 mM HEPES pH 7,PYO,2,1,9/29/22,6631.715277777777,7141.116241241241,6584.224036536536,1.077366894054143,0.9281889071576995,4.018598709330847,267.3546406065672,0.3982395117354893,0.040601666941026626,0.03497974281069611
246,280.07,F2,6788,14.14695946,32,25 mM HEPES pH 7,PYO,2,1,9/29/22,6723.715277777777,7144.719844844845,6672.620432932932,1.0630943377191344,0.9406502927534134,4.018598709330847,267.3546406065672,0.3982395117354893,0.04006378978418104,0.03544936159678579
247,420.097,F2,6649,14.14695946,32,25 mM HEPES pH 7,PYO,2,1,9/29/22,6584.715277777777,7141.116241241241,6537.224036536536,1.0851127268017342,0.9215632397450578,4.018598709330847,267.3546406065672,0.3982395117354893,0.040893577284640506,0.03473004844231635
249,140.025,F3,6337,14.14695946,32,25 mM HEPES pH 7,PYO,3,1,9/29/22,6272.715277777777,7142.918043043043,6223.422234734734,1.139827048919871,0.8773260828891765,4.018598709330847,267.3546406065672,0.3982395117354893,0.04295554799146238,0.033062930637959474
250,280.07,F3,6314,14.14695946,32,25 mM HEPES pH 7,PYO,3,1,9/29/22,6249.715277777777,7147.422547547548,6195.91773023023,1.1448868930892684,0.8734487275871264,4.018598709330847,267.3546406065672,0.3982395117354893,0.04314623394691853,0.03291680896042369
251,420.097,F3,6271,14.14695946,32,25 mM HEPES pH 7,PYO,3,1,9/29/22,6206.715277777777,7148.323448448448,6152.016829329329,1.1530568262072394,0.8672599452789411,4.018598709330847,267.3546406065672,0.3982395117354893,0.0434541271406762,0.03268357904798846
253,140.025,F4,6685,14.07657658,32,25 mM HEPES pH 7,PMS,1,1,9/29/22,6620.715277777777,7580.755880880881,6133.584396896897,1.1565219520887016,0.8646614949192968,4.018598709330847,267.3546406065672,0.3982395117354893,0.043584714344584816,0.032585654074924836
254,280.07,F4,6601,14.07657658,32,25 mM HEPES pH 7,PMS,1,1,9/29/22,6536.715277777777,7585.260385385385,6045.079892392392,1.173454301063445,0.8521848691455204,4.018598709330847,267.3546406065672,0.3982395117354893,0.04422282919471237,0.03211546105918879
255,420.097,F4,6671,14.07657658,32,25 mM HEPES pH 7,PMS,1,1,9/29/22,6606.715277777777,7578.954079079079,6121.3861986986985,1.1588265745278385,0.8629418948279193,4.018598709330847,267.3546406065672,0.3982395117354893,0.043671566660307214,0.03252084937671055
257,140.025,F5,7075,14.07657658,32,25 mM HEPES pH 7,PMS,2,1,9/29/22,7010.715277777777,7616.791916916917,6487.54836086086,1.0934215215713192,0.914560377925371,4.018598709330847,267.3546406065672,0.3982395117354893,0.04120670349791136,0.034466139160999144
258,280.07,F5,7026,14.07657658,32,25 mM HEPES pH 7,PMS,2,1,9/29/22,6961.715277777777,7600.5757007007005,6454.764577077077,1.098975015323056,0.9099387939279391,4.018598709330847,267.3546406065672,0.3982395117354893,0.041415993124721606,0.03429197052506126
259,420.097,F5,6972,14.07657658,32,25 mM HEPES pH 7,PMS,2,1,9/29/22,6907.715277777777,7602.3775025025025,6398.962775275275,1.1085585663052777,0.9020723220180479,4.018598709330847,267.3546406065672,0.3982395117354893,0.04177715998822288,0.033995515314540106
261,140.025,F6,7166,14.07657658,32,25 mM HEPES pH 7,PMS,3,1,9/29/22,7101.715277777777,7633.909034034034,6561.431243743743,1.0811094007521147,0.9249757696162036,4.018598709330847,267.3546406065672,0.3982395117354893,0.04074270747676261,0.03485865276756325
262,280.07,F6,7186,14.07657658,32,25 mM HEPES pH 7,PMS,3,1,9/29/22,7121.715277777777,7631.206331331331,6584.133946446446,1.0773816355647705,0.9281762070093141,4.018598709330847,267.3546406065672,0.3982395117354893,0.04060222249127581,0.0349792641939227
263,420.097,F6,7074,14.07657658,32,25 mM HEPES pH 7,PMS,3,1,9/29/22,7009.715277777777,7623.098223223224,6480.242054554554,1.094654326224487,0.9135303958913185,4.018598709330847,267.3546406065672,0.3982395117354893,0.04125316312013471,0.034427323342234084
265,140.025,F7,6881,14.07657658,32,25 mM HEPES pH 7,AQDS,1,1,9/29/22,6816.715277777777,7092.467592592592,6817.872685185185,1.0404455066188032,0.9611267419951274,4.018598709330847,267.3546406065672,0.3982395117354893,0.039210243509452083,0.03622103546734102
266,280.07,F7,6878,14.07657658,32,25 mM HEPES pH 7,AQDS,1,1,9/29/22,6813.715277777777,7091.566691691692,6815.773586086086,1.0407659395378286,0.9608308285377485,4.018598709330847,267.3546406065672,0.3982395117354893,0.03922231937781884,0.03620988369555698
267,420.097,F7,6801,14.07657658,32,25 mM HEPES pH 7,AQDS,1,1,9/29/22,6736.715277777777,7091.566691691692,6738.773586086086,1.0526581594381796,0.9499760117127823,4.018598709330847,267.3546406065672,0.3982395117354893,0.039670490834860565,0.03580080990974596
269,140.025,F8,7870,14.07657658,32,25 mM HEPES pH 7,AQDS,2,1,9/29/22,7805.715277777777,7096.9720970970975,7802.36818068068,0.9091630689211018,1.0999126935354886,4.018598709330847,267.3546406065672,0.3982395117354893,0.034262722046756705,0.04145131295206225
270,280.07,F8,7768,14.07657658,32,25 mM HEPES pH 7,AQDS,2,1,9/29/22,7703.715277777777,7095.170295295296,7702.169982482482,0.9209904502410966,1.0857875885012926,4.018598709330847,267.3546406065672,0.3982395117354893,0.03470844960704424,0.04091899518565666
271,420.097,F8,7698,14.07657658,32,25 mM HEPES pH 7,AQDS,2,1,9/29/22,7633.715277777777,7097.872997997998,7629.467279779779,0.9297667503994792,1.0755385687543082,4.018598709330847,267.3546406065672,0.3982395117354893,0.035039193919663585,0.040532751319046025
273,140.025,F9,6777,14.07657658,32,25 mM HEPES pH 7,AQDS,3,1,9/29/22,6712.715277777777,7094.269394394394,6712.070883383383,1.0568459605456797,0.9462116877313621,4.018598709330847,267.3546406065672,0.3982395117354893,0.039828312759225354,0.03565894789051453
274,280.07,F9,6755,14.07657658,32,25 mM HEPES pH 7,AQDS,3,1,9/29/22,6690.715277777777,7091.566691691692,6692.773586086086,1.0598931681698096,0.9434913159472182,4.018598709330847,267.3546406065672,0.3982395117354893,0.039943150157437546,0.03555642817303287
