name,well,plate,date,pt_fluor,concentration,fold_dilution,replicate,blanked_pt_fluor,u_blanked_pt_fluor
AQDS,A7,1,9/29/22,137.33333333333334,500.0,1.0,1.0,73.0486111111111,4.299124203831391
AQDS,A8,1,9/29/22,136.66666666666666,500.0,1.0,2.0,72.38194444444444,4.1812042427952365
AQDS,A9,1,9/29/22,140.33333333333334,500.0,1.0,3.0,76.0486111111111,4.181204242795236
AQDS,B7,1,9/29/22,95.0,250.0,2.0,1.0,30.71527777777777,4.141151480764203
AQDS,B8,1,9/29/22,99.66666666666667,250.0,2.0,2.0,35.381944444444436,4.1812042427952365
AQDS,B9,1,9/29/22,101.66666666666667,250.0,2.0,3.0,37.381944444444436,5.69933934065773
AQDS,C7,1,9/29/22,78.33333333333333,125.0,4.0,1.0,14.048611111111105,4.525756171068973
AQDS,C8,1,9/29/22,82.66666666666667,125.0,4.0,2.0,18.38194444444444,4.05986070204002
AQDS,C9,1,9/29/22,84.66666666666667,125.0,4.0,3.0,20.38194444444444,4.741568192061449
AQDS,D7,1,9/29/22,69.0,62.5,8.0,1.0,4.7152777777777715,4.8113548597703275
AQDS,D8,1,9/29/22,75.66666666666667,62.5,8.0,2.0,11.381944444444438,4.05986070204002
AQDS,D9,1,9/29/22,68.33333333333333,62.5,8.0,3.0,4.0486111111111045,4.525756171068973
AQDS,E7,1,9/29/22,64.66666666666667,31.25,16.0,1.0,0.38194444444443815,4.05986070204002
AQDS,E8,1,9/29/22,69.0,31.25,16.0,2.0,4.7152777777777715,4.141151480764203
AQDS,E9,1,9/29/22,66.33333333333333,31.25,16.0,3.0,2.048611111111105,4.05986070204002
AQDS,F7,1,9/29/22,62.333333333333336,15.625,32.0,1.0,-1.9513888888888953,4.05986070204002
AQDS,F8,1,9/29/22,67.66666666666667,15.625,32.0,2.0,3.381944444444438,4.29912420383139
AQDS,F9,1,9/29/22,63.666666666666664,15.625,32.0,3.0,-0.6180555555555619,4.29912420383139
AQDS,G7,1,9/29/22,63.333333333333336,7.8125,64.0,1.0,-0.9513888888888952,4.525756171068973
AQDS,G8,1,9/29/22,66.33333333333333,7.8125,64.0,2.0,2.048611111111105,4.634918437250961
AQDS,G9,1,9/29/22,69.66666666666667,7.8125,64.0,3.0,5.381944444444438,4.05986070204002
AQDS,H7,1,9/29/22,64.0,3.90625,128.0,1.0,-0.28472222222222854,5.014891383333795
AQDS,H8,1,9/29/22,67.33333333333333,3.90625,128.0,2.0,3.048611111111105,4.05986070204002
AQDS,H9,1,9/29/22,68.66666666666667,3.90625,128.0,3.0,4.381944444444438,4.634918437250961
BLANK,A10,1,9/29/22,60.666666666666664,1.0,1.0,1.0,-3.618055555555562,4.525756171068973
BLANK,A10,2,9/29/22,65.33333333333333,1.0,1.0,1.0,1.0486111111111047,4.29912420383139
BLANK,A11,1,9/29/22,59.0,1.0,1.0,1.0,-5.2847222222222285,4.141151480764203
BLANK,A11,2,9/29/22,67.33333333333333,1.0,1.0,1.0,3.048611111111105,4.1812042427952365
BLANK,A12,1,9/29/22,59.0,1.0,1.0,1.0,-5.2847222222222285,4.375972530379453
BLANK,A12,2,9/29/22,67.0,1.0,1.0,1.0,2.7152777777777715,4.141151480764203
BLANK,B10,1,9/29/22,60.666666666666664,1.0,1.0,1.0,-3.618055555555562,4.29912420383139
BLANK,B10,2,9/29/22,63.666666666666664,1.0,1.0,1.0,-0.6180555555555619,4.1812042427952365
BLANK,B11,1,9/29/22,58.0,1.0,1.0,1.0,-6.2847222222222285,4.375972530379453
BLANK,B11,2,9/29/22,63.666666666666664,1.0,1.0,1.0,-0.6180555555555619,4.05986070204002
BLANK,B12,1,9/29/22,60.333333333333336,1.0,1.0,1.0,-3.951388888888895,4.05986070204002
BLANK,B12,2,9/29/22,73.0,1.0,1.0,1.0,8.715277777777771,7.690847520698584
BLANK,C10,1,9/29/22,60.666666666666664,1.0,1.0,1.0,-3.618055555555562,4.29912420383139
BLANK,C10,2,9/29/22,63.0,1.0,1.0,1.0,-1.2847222222222285,4.488778852498255
BLANK,C11,1,9/29/22,59.0,1.0,1.0,1.0,-5.2847222222222285,4.141151480764203
BLANK,C11,2,9/29/22,63.666666666666664,1.0,1.0,1.0,-0.6180555555555619,4.525756171068973
BLANK,C12,1,9/29/22,60.0,1.0,1.0,1.0,-4.2847222222222285,4.141151480764203
BLANK,C12,2,9/29/22,65.66666666666667,1.0,1.0,1.0,1.3819444444444382,4.29912420383139
BLANK,D10,1,9/29/22,58.0,1.0,1.0,1.0,-6.2847222222222285,4.141151480764203
BLANK,D10,2,9/29/22,62.333333333333336,1.0,1.0,1.0,-1.9513888888888953,4.05986070204002
BLANK,D11,1,9/29/22,60.333333333333336,1.0,1.0,1.0,-3.951388888888895,4.05986070204002
BLANK,D11,2,9/29/22,63.666666666666664,1.0,1.0,1.0,-0.6180555555555619,4.29912420383139
BLANK,D12,1,9/29/22,65.0,1.0,1.0,1.0,0.7152777777777715,4.018598709330847
BLANK,D12,2,9/29/22,64.33333333333333,1.0,1.0,1.0,0.0486111111111048,4.29912420383139
BLANK,E10,1,9/29/22,59.0,1.0,1.0,1.0,-5.2847222222222285,4.141151480764203
BLANK,E10,2,9/29/22,65.0,1.0,1.0,1.0,0.7152777777777715,4.141151480764203
BLANK,E11,1,9/29/22,60.333333333333336,1.0,1.0,1.0,-3.951388888888895,4.05986070204002
BLANK,E11,2,9/29/22,63.666666666666664,1.0,1.0,1.0,-0.6180555555555619,4.1812042427952365
BLANK,E12,1,9/29/22,61.666666666666664,1.0,1.0,1.0,-2.618055555555562,4.1812042427952365
BLANK,E12,2,9/29/22,66.33333333333333,1.0,1.0,1.0,2.048611111111105,5.048016335152739
BLANK,F10,1,9/29/22,64.66666666666667,1.0,1.0,1.0,0.38194444444443815,4.05986070204002
BLANK,F10,2,9/29/22,67.0,1.0,1.0,1.0,2.7152777777777715,4.375972530379453
BLANK,F11,1,9/29/22,63.333333333333336,1.0,1.0,1.0,-0.9513888888888952,5.336896937356846
BLANK,F11,2,9/29/22,67.0,1.0,1.0,1.0,2.7152777777777715,4.375972530379453
BLANK,F12,1,9/29/22,64.33333333333333,1.0,1.0,1.0,0.0486111111111048,4.29912420383139
BLANK,F12,2,9/29/22,67.0,1.0,1.0,1.0,2.7152777777777715,4.488778852498255
BLANK,G10,1,9/29/22,66.66666666666667,1.0,1.0,1.0,2.381944444444438,4.29912420383139
BLANK,G10,2,9/29/22,64.66666666666667,1.0,1.0,1.0,0.38194444444443815,4.741568192061449
BLANK,G11,1,9/29/22,65.33333333333333,1.0,1.0,1.0,1.0486111111111047,4.29912420383139
BLANK,G11,2,9/29/22,67.33333333333333,1.0,1.0,1.0,3.048611111111105,4.74156819206145
BLANK,G12,1,9/29/22,69.66666666666667,1.0,1.0,1.0,5.381944444444438,6.203423967452885
BLANK,G12,2,9/29/22,68.33333333333333,1.0,1.0,1.0,4.0486111111111045,4.29912420383139
BLANK,H10,1,9/29/22,69.0,1.0,1.0,1.0,4.7152777777777715,4.018598709330847
BLANK,H10,2,9/29/22,66.66666666666667,1.0,1.0,1.0,2.381944444444438,4.1812042427952365
BLANK,H11,1,9/29/22,65.33333333333333,1.0,1.0,1.0,1.0486111111111047,5.14611201976491
BLANK,H11,2,9/29/22,68.66666666666667,1.0,1.0,1.0,4.381944444444438,4.29912420383139
BLANK,H12,1,9/29/22,67.33333333333333,1.0,1.0,1.0,3.048611111111105,4.05986070204002
BLANK,H12,2,9/29/22,74.0,1.0,1.0,1.0,9.715277777777771,4.488778852498255
DMSO,A7,2,9/29/22,56.666666666666664,705000.0,1.0,1.0,-7.618055555555562,5.78640379855821
DMSO,A8,2,9/29/22,59.333333333333336,705000.0,1.0,2.0,-4.9513888888888955,4.1812042427952365
DMSO,A9,2,9/29/22,61.333333333333336,705000.0,1.0,3.0,-2.951388888888895,4.634918437250961
DMSO,B7,2,9/29/22,56.0,353000.0,2.0,1.0,-8.284722222222229,4.141151480764203
DMSO,B8,2,9/29/22,58.666666666666664,353000.0,2.0,2.0,-5.618055555555562,4.525756171068973
DMSO,B9,2,9/29/22,60.666666666666664,353000.0,2.0,3.0,-3.618055555555562,4.741568192061449
DMSO,C7,2,9/29/22,57.0,176000.0,4.0,1.0,-7.2847222222222285,4.375972530379453
DMSO,C8,2,9/29/22,59.333333333333336,176000.0,4.0,2.0,-4.9513888888888955,4.29912420383139
DMSO,C9,2,9/29/22,61.0,176000.0,4.0,3.0,-3.2847222222222285,4.375972530379453
DMSO,D7,2,9/29/22,56.666666666666664,88100.0,8.0,1.0,-7.618055555555562,4.74156819206145
DMSO,D8,2,9/29/22,57.0,88100.0,8.0,2.0,-7.2847222222222285,5.014891383333795
DMSO,D9,2,9/29/22,60.333333333333336,88100.0,8.0,3.0,-3.951388888888895,4.1812042427952365
DMSO,E7,2,9/29/22,58.0,44100.0,16.0,1.0,-6.2847222222222285,4.8113548597703275
DMSO,E8,2,9/29/22,57.333333333333336,44100.0,16.0,2.0,-6.9513888888888955,4.29912420383139
DMSO,E9,2,9/29/22,60.333333333333336,44100.0,16.0,3.0,-3.951388888888895,4.525756171068973
DMSO,F7,2,9/29/22,56.666666666666664,22000.0,32.0,1.0,-7.618055555555562,4.29912420383139
DMSO,F8,2,9/29/22,60.0,22000.0,32.0,2.0,-4.2847222222222285,4.141151480764203
DMSO,F9,2,9/29/22,61.0,22000.0,32.0,3.0,-3.2847222222222285,4.375972530379453
DMSO,G7,2,9/29/22,59.0,11000.0,64.0,1.0,-5.2847222222222285,4.141151480764203
DMSO,G8,2,9/29/22,58.0,11000.0,64.0,2.0,-6.2847222222222285,4.141151480764203
DMSO,G9,2,9/29/22,60.333333333333336,11000.0,64.0,3.0,-3.951388888888895,4.1812042427952365
DMSO,H7,2,9/29/22,59.0,5510.0,128.0,1.0,-5.2847222222222285,4.141151480764203
DMSO,H8,2,9/29/22,60.0,5510.0,128.0,2.0,-4.2847222222222285,4.141151480764203
DMSO,H9,2,9/29/22,63.333333333333336,5510.0,128.0,3.0,-0.9513888888888952,4.29912420383139
PCA,A1,2,9/29/22,96.33333333333333,500.0,1.0,1.0,32.04861111111111,4.1812042427952365
PCA,A2,2,9/29/22,95.66666666666667,500.0,1.0,2.0,31.38194444444444,4.525756171068973
PCA,A3,2,9/29/22,93.66666666666667,500.0,1.0,3.0,29.38194444444444,4.29912420383139
PCA,B1,2,9/29/22,76.33333333333333,250.0,2.0,1.0,12.048611111111105,4.05986070204002
PCA,B2,2,9/29/22,77.66666666666667,250.0,2.0,2.0,13.381944444444438,4.1812042427952365
PCA,B3,2,9/29/22,77.66666666666667,250.0,2.0,3.0,13.381944444444438,4.05986070204002
PCA,C1,2,9/29/22,64.33333333333333,125.0,4.0,1.0,0.0486111111111048,4.29912420383139
PCA,C2,2,9/29/22,64.33333333333333,125.0,4.0,2.0,0.0486111111111048,4.05986070204002
PCA,C3,2,9/29/22,67.66666666666667,125.0,4.0,3.0,3.381944444444438,4.525756171068973
PCA,D1,2,9/29/22,57.333333333333336,62.5,8.0,1.0,-6.9513888888888955,4.05986070204002
PCA,D2,2,9/29/22,58.333333333333336,62.5,8.0,2.0,-5.9513888888888955,4.29912420383139
PCA,D3,2,9/29/22,60.0,62.5,8.0,3.0,-4.2847222222222285,4.141151480764203
PCA,E1,2,9/29/22,54.333333333333336,31.25,16.0,1.0,-9.951388888888895,4.05986070204002
PCA,E2,2,9/29/22,58.333333333333336,31.25,16.0,2.0,-5.9513888888888955,4.525756171068973
PCA,E3,2,9/29/22,57.333333333333336,31.25,16.0,3.0,-6.9513888888888955,4.1812042427952365
PCA,F1,2,9/29/22,57.0,15.625,32.0,1.0,-7.2847222222222285,4.018598709330847
PCA,F2,2,9/29/22,58.0,15.625,32.0,2.0,-6.2847222222222285,4.488778852498255
PCA,F3,2,9/29/22,58.0,15.625,32.0,3.0,-6.2847222222222285,4.018598709330847
PCA,G1,2,9/29/22,56.666666666666664,7.8125,64.0,1.0,-7.618055555555562,4.1812042427952365
PCA,G2,2,9/29/22,59.0,7.8125,64.0,2.0,-5.2847222222222285,4.141151480764203
PCA,G3,2,9/29/22,59.333333333333336,7.8125,64.0,3.0,-4.9513888888888955,4.29912420383139
PCA,H1,2,9/29/22,61.0,3.90625,128.0,1.0,-3.2847222222222285,4.141151480764203
PCA,H2,2,9/29/22,61.0,3.90625,128.0,2.0,-3.2847222222222285,4.141151480764203
PCA,H3,2,9/29/22,60.666666666666664,3.90625,128.0,3.0,-3.618055555555562,5.048016335152738
PMS,A4,1,9/29/22,13827.666666666666,500.0,1.0,1.0,13763.381944444443,102.84202676396413
PMS,A5,1,9/29/22,13620.333333333334,500.0,1.0,2.0,13556.04861111111,103.83873298976651
PMS,A6,1,9/29/22,13680.333333333334,500.0,1.0,3.0,13616.04861111111,48.810679865373615
PMS,B4,1,9/29/22,8184.666666666667,250.0,2.0,1.0,8120.381944444444,50.244228214989846
PMS,B5,1,9/29/22,8144.0,250.0,2.0,2.0,8079.715277777777,46.98030582687426
PMS,B6,1,9/29/22,8616.666666666666,250.0,2.0,3.0,8552.381944444443,70.62918992116465
PMS,C4,1,9/29/22,4311.0,125.0,4.0,1.0,4246.715277777777,8.071501445619369
PMS,C5,1,9/29/22,4681.333333333333,125.0,4.0,2.0,4617.04861111111,30.041345990483865
PMS,C6,1,9/29/22,4071.0,125.0,4.0,3.0,4006.715277777778,25.32092288181131
PMS,D4,1,9/29/22,2239.6666666666665,62.5,8.0,1.0,2175.381944444445,20.136595266329568
PMS,D5,1,9/29/22,2523.0,62.5,8.0,2.0,2458.715277777778,17.892711800804136
PMS,D6,1,9/29/22,2219.3333333333335,62.5,8.0,3.0,2155.0486111111113,22.146838801959337
PMS,E4,1,9/29/22,1397.0,31.25,16.0,1.0,1332.7152777777778,14.667962898324893
PMS,E5,1,9/29/22,1138.3333333333333,31.25,16.0,2.0,1074.048611111111,11.157171188073107
PMS,E6,1,9/29/22,1249.3333333333333,31.25,16.0,3.0,1185.048611111111,7.777047570895353
PMS,F4,1,9/29/22,606.0,15.625,32.0,1.0,541.7152777777778,5.398993942081761
PMS,F5,1,9/29/22,633.6666666666666,15.625,32.0,2.0,569.3819444444445,10.652815070204156
PMS,F6,1,9/29/22,659.0,15.625,32.0,3.0,594.7152777777778,7.426246399536953
PMS,G4,1,9/29/22,384.6666666666667,7.8125,64.0,1.0,320.3819444444444,4.741568192061446
PMS,G5,1,9/29/22,338.0,7.8125,64.0,2.0,273.71527777777777,9.118614784419592
PMS,G6,1,9/29/22,346.3333333333333,7.8125,64.0,3.0,282.0486111111111,5.52109309104355
PMS,H4,1,9/29/22,209.66666666666666,3.90625,128.0,1.0,145.38194444444443,4.947976244887284
PMS,H5,1,9/29/22,202.33333333333334,3.90625,128.0,2.0,138.04861111111111,4.947976244887284
PMS,H6,1,9/29/22,201.33333333333334,3.90625,128.0,3.0,137.04861111111111,6.203423967452882
PYO,A1,1,9/29/22,623.3333333333334,502.5,1.0,1.0,559.0486111111112,9.923833378285288
PYO,A2,1,9/29/22,608.3333333333334,502.5,1.0,2.0,544.0486111111112,7.647383141962293
PYO,A3,1,9/29/22,616.3333333333334,502.5,1.0,3.0,552.0486111111112,14.15918320101725
PYO,B1,1,9/29/22,430.6666666666667,251.25,2.0,1.0,366.3819444444444,4.741568192061449
PYO,B2,1,9/29/22,546.6666666666666,251.25,2.0,2.0,482.3819444444444,7.313170921014288
PYO,B3,1,9/29/22,532.6666666666666,251.25,2.0,3.0,468.3819444444444,14.088380635118044
PYO,C1,1,9/29/22,324.0,125.625,4.0,1.0,259.71527777777777,6.095009071907568
PYO,C2,1,9/29/22,394.0,125.625,4.0,2.0,329.71527777777777,4.8113548597703275
PYO,C3,1,9/29/22,373.6666666666667,125.625,4.0,3.0,309.3819444444444,7.515481948615734
PYO,D1,1,9/29/22,213.66666666666666,62.8125,8.0,1.0,149.38194444444443,7.034377649797375
PYO,D2,1,9/29/22,227.66666666666666,62.8125,8.0,2.0,163.38194444444443,4.181204242795237
PYO,D3,1,9/29/22,241.0,62.8125,8.0,3.0,176.71527777777774,4.018598709330847
PYO,E1,1,9/29/22,155.33333333333334,31.40625,16.0,1.0,91.0486111111111,4.525756171068973
PYO,E2,1,9/29/22,161.33333333333334,31.40625,16.0,2.0,97.0486111111111,5.146112019764912
PYO,E3,1,9/29/22,162.66666666666666,31.40625,16.0,3.0,98.38194444444444,4.525756171068972
PYO,F1,1,9/29/22,123.33333333333333,15.703125,32.0,1.0,59.04861111111111,6.122292782934256
PYO,F2,1,9/29/22,118.33333333333333,15.703125,32.0,2.0,54.04861111111111,4.634918437250961
PYO,F3,1,9/29/22,122.66666666666667,15.703125,32.0,3.0,58.381944444444436,5.14611201976491
PYO,G1,1,9/29/22,96.33333333333333,7.8515625,64.0,1.0,32.04861111111111,5.048016335152738
PYO,G2,1,9/29/22,97.33333333333333,7.8515625,64.0,2.0,33.04861111111111,4.29912420383139
PYO,G3,1,9/29/22,89.33333333333333,7.8515625,64.0,3.0,25.048611111111104,4.29912420383139
PYO,H1,1,9/29/22,83.0,3.92578125,128.0,1.0,18.71527777777777,4.488778852498255
PYO,H2,1,9/29/22,80.33333333333333,3.92578125,128.0,2.0,16.048611111111104,4.299124203831391
PYO,H3,1,9/29/22,80.33333333333333,3.92578125,128.0,3.0,16.048611111111104,4.05986070204002
TOXO,A4,2,9/29/22,1601.6666666666667,500.0,1.0,1.0,1537.3819444444446,6.440688543934503
TOXO,A5,2,9/29/22,1604.0,500.0,1.0,2.0,1539.715277777778,6.095009071907568
