name,well,plate,date,rtdp_fluor,concentration,fold_dilution,replicate,blanked_rtdp_fluor,expected_blanked_rtdp_fluor,estimated_true_rtdp_fluor,F0_F_ratio,F_F0_ratio,u_blanked_rtdp_fluor,u_expected_blanked_rtdp_fluor,u_estimated_true_rtdp_fluor,u_F0_F_ratio,u_F_F0_ratio
PA14 WT,A4,1,5/27/22,2857.25,0.112612613,8.0,1.0,2856.1822916666665,4042.7398179429433,2848.1351820570567,1.4166085703204894,0.7059113017887242,39.44168844940541,161.84823714338478,39.44089193331801,0.060116760777734535,0.029956829112173913
PA14 WT,B1,1,5/27/22,2115.25,0.900900901,1.0,1.0,2114.1822916666665,4085.532610735736,2063.342389264264,1.9554159936451474,0.5114001333986591,31.82734863404891,161.84907292670044,31.398415617874203,0.0838940967236343,0.02194083120689273
PA14 WT,B2,1,5/27/22,2477.5,0.45045045,2.0,1.0,2476.4322916666665,4065.2623404654655,2445.8626595345345,1.6495990453941372,0.6062079162764494,37.50195711879529,161.84823714338478,37.50111940323475,0.07084112637391775,0.02603326652359248
PA14 WT,B3,1,5/27/22,2763.25,0.225225225,4.0,1.0,2762.1822916666665,4051.523601726727,2745.351398273273,1.469645274142687,0.6804363050011145,35.98583222704872,161.84886398127614,36.38404697276003,0.06208763991732874,0.028746177757916002
PA14 WT,B4,1,5/27/22,3079.75,0.112612613,8.0,1.0,3078.6822916666665,4043.865944069069,3069.509055930931,1.3144423537495245,0.7607788939145493,33.471083854674255,161.84886398127614,33.73011704749809,0.054670282572456735,0.03164231355359622
PA14 WT,C1,1,5/27/22,2020.25,0.900900901,1.0,2.0,2019.1822916666667,4081.929007132132,1971.945992867868,2.0460462522432183,0.48874750456087324,16.88135424287102,161.84907292670044,17.002697860751162,0.08394988347770797,0.020053454809695326
PA14 WT,C2,1,5/27/22,2527.25,0.45045045,2.0,2.0,2526.1822916666665,4066.1632413663665,2494.7117586336335,1.6172981485216373,0.6183151825865218,33.63004788984539,161.84823714338478,33.62911372351349,0.06844164153823287,0.02616617481626182
PA14 WT,C3,1,5/27/22,2640.5,0.225225225,4.0,2.0,2639.4322916666665,4050.847926051051,2623.277073948949,1.5380352873894907,0.6501801409883783,22.724365507973204,161.84823714338478,22.722983001702737,0.06311892426147532,0.02668252894575376
PA14 WT,C4,1,5/27/22,3045.75,0.112612613,8.0,2.0,3044.6822916666665,4044.541619744745,3034.833380255255,1.3294610289260695,0.7521845155610118,36.945637375383015,161.84823714338478,36.944787045387166,0.05573181335500286,0.03153203149071075
PA14 WT,D1,1,5/27/22,2139.75,0.900900901,1.0,2.0,2138.6822916666665,4088.2353134384384,2085.1396865615616,1.9349747809877549,0.5168026011633732,16.40061343588394,161.84907292670044,16.70621861912521,0.07915286270473168,0.021140536681543216
PA14 WT,D2,1,5/27/22,2512.25,0.45045045,2.0,2.0,2511.1822916666665,4065.9380161411414,2479.9369838588586,1.6269335610517115,0.614653249487067,20.856177048378157,161.84886398127614,20.522091303601417,0.06663719986291113,0.02517544195595802
PA14 WT,D3,1,5/27/22,2759.5,0.225225225,4.0,2.0,2758.4322916666665,4051.748826951952,2741.376173048048,1.471776382971655,0.6794510440376179,29.150130721375874,161.84823714338478,29.149052983399145,0.06107786755050645,0.028196824840327796
PA14 WT,D4,1,5/27/22,3215.25,0.112612613,8.0,2.0,3214.1822916666665,4045.667745870871,3203.207254129129,1.2595790369581517,0.793916039135561,24.062005757486183,161.84886398127614,24.242086420023313,0.051418245308399974,0.032409057674641036
PO,E5,2,5/27/22,2713.75,0.900900901,1.0,1.0,2712.6822916666665,4064.3614395645645,2683.0135604354355,1.503791396297874,0.6649858500732625,12.150999454364433,161.84823714338478,12.148413744010941,0.06070631179384227,0.026844706288666902
PO,E6,2,5/27/22,2761.0,0.45045045,2.0,1.0,2759.9322916666665,4052.649727852853,2741.975272147147,1.4714548119078783,0.6795995309590287,13.566998725091443,161.84823714338478,13.564682936299764,0.059473256975208305,0.027468052173856193
PO,E7,2,5/27/22,3358.0,0.225225225,4.0,1.0,3356.9322916666665,4049.2713494744744,3342.3536505255256,1.20714117361547,0.8284035221869965,4.697175151794075,161.85053553711768,4.305857195566373,0.04844835023454803,0.033247796409961214
PO,E8,2,5/27/22,3794.75,0.112612613,8.0,1.0,3793.6822916666665,4045.442520645646,3782.932479354354,1.0665516052303285,0.9376011391254188,19.260844246120172,161.84823714338478,19.259213115519792,0.043126952068646904,0.0379127265743867
PO,F5,2,5/27/22,2804.75,0.900900901,1.0,1.0,2803.6822916666665,4067.9650431681684,2770.4099568318316,1.4563522262774795,0.6866470775109521,10.439354437574119,161.84823714338478,10.436344658404474,0.05867729878327541,0.027665419806277285
PO,F6,2,5/27/22,2756.0,0.45045045,2.0,1.0,2754.9322916666665,4052.424502627628,2737.200497372372,1.4740216188790387,0.6784161013598147,9.767127916637794,161.84886398127614,9.743524080299922,0.05936140503319699,0.027320992079131207
PO,F7,2,5/27/22,3488.5,0.225225225,4.0,1.0,3487.4322916666665,4050.847926051051,3471.277073948949,1.1623078833472198,0.8603572378087939,12.612036092821482,161.84990870570016,11.971862368415623,0.04679694194502337,0.034639778570349056
PO,F8,2,5/27/22,3543.75,0.112612613,8.0,1.0,3542.6822916666665,4044.541619744745,3532.833380255255,1.1420557592336318,0.8756139898730012,10.815734883645144,161.84823714338478,10.812829871453985,0.04594569849767644,0.0352265605718314
PO,G5,2,5/27/22,2653.0,0.900900901,1.0,2.0,2651.9322916666665,4062.784862987988,2623.840137012012,1.537705232654905,0.6503196963656441,10.491113115710448,161.84886398127614,10.75215951221234,0.062004687203977074,0.026222756156014496
PO,G6,2,5/27/22,2789.25,0.45045045,2.0,2.0,2788.1822916666665,4051.9740521771773,2770.9009478228227,1.4560941673153307,0.6867687697999278,9.677127039569388,161.84886398127614,9.409123596208643,0.05861881320023089,0.02764764198106714
PO,G7,2,5/27/22,3356.5,0.225225225,4.0,2.0,3355.4322916666665,4049.2713494744744,3340.8536505255256,1.2076831643609007,0.8280317466619603,38.21513820124124,161.85053553711768,37.67407864811565,0.05032297146130268,0.03450326972006226
PO,G8,2,5/27/22,3620.75,0.112612613,8.0,2.0,3619.6822916666665,4043.865944069069,3610.509055930931,1.117485829790567,0.894865933277574,15.043718104465842,161.84886398127614,14.65919394813668,0.04505597031107127,0.03608014692204179
PO,H5,2,5/27/22,2589.0,0.900900901,1.0,2.0,2587.9322916666665,4062.784862987988,2559.840137012012,1.5761502642281606,0.6344572739641033,14.53949062862818,161.84886398127614,14.21011092477369,0.06382837909977361,0.025693222482832716
PO,H6,2,5/27/22,2643.25,0.45045045,2.0,2.0,2642.1822916666665,4051.0731512762763,2625.8018487237237,1.5365564276277754,0.6508059073000383,14.247109218129113,161.84886398127614,14.672503453721916,0.06223271596781831,0.026358562855846434
PO,H7,2,5/27/22,3326.75,0.225225225,4.0,2.0,3325.6822916666665,4049.2713494744744,3311.1036505255256,1.2185341004631378,0.8206581987487441,23.600426290075745,161.85053553711768,24.06517709328052,0.04967623539098025,0.03345594500891338
PO,H8,2,5/27/22,3388.75,0.112612613,8.0,2.0,3387.6822916666665,4043.640718843844,3378.734281156156,1.1941432419931872,0.8374204742228949,21.23629254538792,161.84823714338478,21.234813157383975,0.048486340382692096,0.03400216383491317
PS,A5,1,5/27/22,2581.75,0.900900901,1.0,1.0,2580.6822916666665,4044.541619744745,2570.833380255255,1.5694104251644396,0.6371819531498409,36.179830307414356,161.84823714338478,36.17896197832391,0.06671723117871796,0.02708725199576189
PS,A6,1,5/27/22,2812.5,0.45045045,2.0,1.0,2811.4322916666665,4040.9380161411414,2805.1869838588586,1.438297244194092,0.6952665758323975,43.25579099272868,161.84823714338478,43.255064711110265,0.06181177655446202,0.029879541523573052
PS,A7,1,5/27/22,3365.0,0.225225225,4.0,1.0,3363.9322916666665,4039.1362143393394,3359.4887856606606,1.200984127571627,0.8326504714279496,26.72196576613757,161.84823714338478,26.720790092404403,0.04911429831681978,0.034051277372035
PS,A8,1,5/27/22,3245.0,0.112612613,8.0,1.0,3243.9322916666665,4036.433511636637,3242.191488363363,1.244433810530426,0.8035782952359364,19.44385389799639,161.84823714338478,19.442238121223046,0.05047404008552359,0.032593009561759805
PS,B5,1,5/27/22,2632.5,0.900900901,1.0,1.0,2631.4322916666665,4045.442520645646,2620.682479354354,1.5395580121279486,0.6495370698099375,23.47474077400291,161.84823714338478,23.473402462411453,0.0632788074608415,0.02669722794165571
PS,B6,1,5/27/22,2854.75,0.45045045,2.0,1.0,2853.6822916666665,4040.9380161411414,2847.4369838588586,1.4169559260502056,0.7057382531209146,39.20433803896316,161.84823714338478,39.2035367005198,0.06009462437371429,0.029931118144009193
PS,B7,1,5/27/22,3501.25,0.225225225,4.0,1.0,3500.1822916666665,4039.3614395645645,3495.5135604354355,1.154248907514103,0.8663642594678235,16.78233558656142,161.84886398127614,16.79098008616937,0.04663245049739008,0.035001712524339264
PS,B8,1,5/27/22,3443.75,0.112612613,8.0,1.0,3442.6822916666665,4037.1091873123128,3440.2658126876872,1.1727851648710987,0.8526710858505022,30.413485842193403,161.84886398127614,30.289644068223534,0.048165068243706304,0.03501831560423814
PS,C5,1,5/27/22,2617.0,0.900900901,1.0,2.0,2615.9322916666665,4045.442520645646,2605.182479354354,1.5487178884042152,0.6456953893845643,24.468962402874755,161.84823714338478,24.467678472405336,0.06380547598749989,0.026601940851259352
PS,C6,1,5/27/22,2790.0,0.45045045,2.0,2.0,2788.9322916666665,4041.1632413663665,2782.4617586336335,1.4500442623565923,0.6896341208059494,38.80803337463304,161.84886398127614,38.6236859240056,0.06155137696322076,0.02927354070381308
PS,C7,1,5/27/22,3402.5,0.225225225,4.0,2.0,3401.4322916666665,4039.3614395645645,3396.7635604354355,1.1878049904115555,0.8418890374029461,17.138556563296067,161.84886398127614,17.342926579566292,0.04803213192679985,0.03404407763790739
PS,C8,1,5/27/22,3521.5,0.112612613,8.0,2.0,3520.4322916666665,4037.334412537538,3517.790587462462,1.1469394234873247,0.8718856284139678,27.623603211866264,161.84823714338478,27.622465913859635,0.04688161161151849,0.03563867678092775
PS,D5,1,5/27/22,2642.75,0.900900901,1.0,2.0,2641.6822916666665,4045.667745870871,2630.707254129129,1.5336912543197363,0.652021713746778,17.29104164222897,161.84886398127614,16.939835692094153,0.06231026211366902,0.026490105992933798
PS,D6,1,5/27/22,2882.75,0.45045045,2.0,2.0,2881.6822916666665,4041.8389170420423,2874.5360829579577,1.4035978648010397,0.7124547743179634,25.39645882939788,161.84823714338478,25.39522179129394,0.057653377293096594,0.029264381870404158
PS,D7,1,5/27/22,3301.0,0.225225225,4.0,2.0,3299.9322916666665,4039.1362143393394,3295.4887856606606,1.2243078252576973,0.8167880490264088,9.902699349502223,161.84823714338478,9.899526411012848,0.04924952338484379,0.032856460843513784
PS,D8,1,5/27/22,3447.75,0.112612613,8.0,2.0,3446.6822916666665,4037.334412537538,3444.040587462462,1.1714997561355855,0.8536066650996923,24.392214353627182,161.84823714338478,24.390926383165628,0.04772041980904704,0.034771213734374404
RTDP,A10,2,5/27/22,4284.25,1.0,1.0,1.0,4283.182291666667,4034.631709834835,4283.2432901651655,0.9419714069470362,1.061603348705707,23.515529359835778,161.84823714338478,23.514193369729007,0.0381385513139427,0.04298221102155227
RTDP,A11,2,5/27/22,3834.0,1.0,1.0,1.0,3832.9322916666665,4034.631709834835,3832.993290165165,1.0526219074491199,0.9500087286073672,28.960837713596977,161.84823714338478,28.959752931076782,0.042967416865616975,0.0387788063113446
RTDP,A12,2,5/27/22,3933.5,1.0,1.0,1.0,3932.4322916666665,4034.631709834835,3932.493290165165,1.0259884532857972,0.9746698384347626,29.411961077198413,161.84823714338478,29.410892933781245,0.04186580840023258,0.03977173483650187
RTDP,A9,2,5/27/22,4130.25,1.0,1.0,1.0,4129.182291666667,4034.631709834835,4129.2432901651655,0.977102201253913,1.0234343948019995,27.294323971721525,161.84823714338478,27.293172952755082,0.03972409859124367,0.04160773432770077
RTDP,B10,2,5/27/22,3974.5,1.0,1.0,1.0,3973.4322916666665,4034.631709834835,3973.493290165165,1.0154019180854397,0.9848317027857497,29.895319384032316,161.84823714338478,29.894268511355275,0.04144212292211885,0.04019444493605187
RTDP,B11,2,5/27/22,3964.25,1.0,1.0,1.0,3963.1822916666665,4034.631709834835,3963.243290165165,1.018028017191241,0.9822912366980029,25.238465109298968,161.84823714338478,25.237220326910222,0.041348613442930886,0.039897114763762224
RTDP,B12,2,5/27/22,4290.75,1.0,1.0,1.0,4289.682291666667,4034.631709834835,4289.7432901651655,0.9405440921333053,1.0632143759808637,14.011190327971242,161.84823714338478,14.00894796772206,0.03785390197441706,0.04279098992040275
RTDP,B9,2,5/27/22,4224.25,1.0,1.0,1.0,4223.182291666667,4034.631709834835,4223.2432901651655,0.9553540800571643,1.0467323277042626,26.513772290515327,161.84823714338478,26.512587384655756,0.03878963161007832,0.04249980424386595
RTDP,C10,2,5/27/22,4112.5,1.0,1.0,1.0,4111.432291666667,4034.631709834835,4111.4932901651655,0.9813205138834735,1.0190350510890722,19.400948114460007,161.84823714338478,19.399328764049503,0.03963616310006639,0.04115947737585675
RTDP,C11,2,5/27/22,4033.0,1.0,1.0,1.0,4031.9322916666665,4034.631709834835,4031.993290165165,1.000669499667758,0.9993309482621581,12.62524406655038,161.84823714338478,12.622755503283534,0.040263018936085596,0.04020916087345004
RTDP,C12,2,5/27/22,4249.25,1.0,1.0,1.0,4248.182291666667,4034.631709834835,4248.2432901651655,0.9497320263351656,1.0529285864548645,14.730245112464921,161.84823714338478,14.728112228965594,0.03823966525140009,0.04239473405465074
RTDP,C9,2,5/27/22,4191.5,1.0,1.0,1.0,4190.432291666667,4034.631709834835,4190.4932901651655,0.962820467414305,1.038615228740974,15.156850631753933,161.84823714338478,15.15477778883639,0.038779320866224674,0.041832090794723754
RTDP,D10,2,5/27/22,3854.0,1.0,1.0,1.0,3852.9322916666665,4034.631709834835,3852.993290165165,1.047157989771734,0.9549657356078487,5.360048607363409,161.84823714338478,5.35418432900919,0.04203100002144089,0.03833057212556662
RTDP,D11,2,5/27/22,3799.0,1.0,1.0,1.0,3797.9322916666665,4034.631709834835,3797.993290165165,1.0623222317904293,0.9413339663565246,6.688058094342383,161.84823714338478,6.683359172527526,0.04265508600508924,0.03779708274275343
RTDP,D12,2,5/27/22,4220.75,1.0,1.0,1.0,4219.682291666667,4034.631709834835,4219.7432901651655,0.9561464835400949,1.0458648514791784,14.433068087091824,161.84823714338478,14.430891280940953,0.03849408955455412,0.04210611652907019
RTDP,D9,2,5/27/22,4265.5,1.0,1.0,1.0,4264.432291666667,4034.631709834835,4264.4932901651655,0.9461130394174142,1.0569561546427557,13.406346298425175,161.84823714338478,13.404002753991346,0.03806880392192275,0.04252880462353759
RTDP,E10,1,5/27/22,3982.5,1.0,1.0,1.0,3981.4322916666665,4034.631709834835,3981.493290165165,1.0133616747011926,0.9868145055859423,28.770299287169433,161.84823714338478,28.769207320136772,0.04130430934578753,0.040222254919647364
RTDP,E10,2,5/27/22,4320.25,1.0,1.0,1.0,4319.182291666667,4034.631709834835,4319.2432901651655,0.9341202699834602,1.0705259613065738,15.37249018235589,161.84823714338478,15.37044642039838,0.037618553693355775,0.043111834363957977
RTDP,E11,1,5/27/22,4012.25,1.0,1.0,1.0,4011.1822916666665,4034.85693506006,4011.01806493994,1.0059024025846037,0.9941322313482522,31.921468028167226,161.84886398127614,32.26285739374456,0.0411540732099542,0.040672525012524816
RTDP,E11,2,5/27/22,3822.75,1.0,1.0,1.0,3821.6822916666665,4034.631709834835,3821.743290165165,1.0557204924559351,0.9472204121695963,6.401571765847699,161.84823714338478,6.396662397610771,0.042386128600299416,0.038029958203851875
RTDP,E12,1,5/27/22,4065.0,1.0,1.0,1.0,4063.9322916666665,4034.85693506006,4063.76806493994,0.9928452224285501,1.0072063373120221,14.026051513997032,161.84886398127614,13.79360681006634,0.03996941894869128,0.0405475608426954
RTDP,E12,2,5/27/22,4189.75,1.0,1.0,1.0,4188.682291666667,4034.631709834835,4188.7432901651655,0.9632227207158933,1.038181490628432,7.414858129006814,161.84823714338478,7.4106200704804435,0.03867637563157095,0.04168620241375392
RTDP,E9,1,5/27/22,3866.5,1.0,1.0,1.0,3865.4322916666665,4034.631709834835,3865.493290165165,1.0437717531676116,0.9580638649831497,7.330083292384827,161.84823714338478,7.325796190791028,0.041916669469820256,0.0384747395564252
RTDP,E9,2,5/27/22,4045.0,1.0,1.0,1.0,4043.9322916666665,4034.631709834835,4043.993290165165,0.997700149044646,1.0023051524624471,9.835147231907534,161.84823714338478,9.831952493223692,0.0400952864534113,0.04028035100545379
RTDP,F10,1,5/27/22,3953.75,1.0,1.0,1.0,3952.6822916666665,4034.631709834835,3952.743290165165,1.0207322894891928,0.9796888080227502,24.79879273418967,161.84823714338478,24.79752588120451,0.04144346586138748,0.03977703075347272
RTDP,F10,2,5/27/22,4000.75,1.0,1.0,1.0,3999.6822916666665,4034.631709834835,3999.743290165165,1.0087379153192417,0.9913377744738817,9.745774524033445,161.84823714338478,9.74255047864821,0.04053914667795399,0.03983987003608823
RTDP,F11,1,5/27/22,4041.0,1.0,1.0,1.0,4039.9322916666665,4034.631709834835,4039.993290165165,0.9986879726150202,1.0013137510623507,19.44385389799645,161.84823714338478,19.442238121223106,0.04034873498884805,0.040454821015330725
RTDP,F11,2,5/27/22,3809.5,1.0,1.0,1.0,3808.4322916666665,4034.631709834835,3808.493290165165,1.0593934138606185,0.9439363950317773,6.562275093794184,161.84823714338478,6.557486039812865,0.04253574529353877,0.03790002613481929
RTDP,F12,1,5/27/22,4076.5,1.0,1.0,1.0,4075.432291666667,4034.631709834835,4075.4932901651655,0.9899887991644373,1.0101124384882054,32.39953890217141,161.84823714338478,32.39856925589505,0.04048482292287994,0.04130776352107083
RTDP,F12,2,5/27/22,4163.25,1.0,1.0,1.0,4162.182291666667,4034.631709834835,4162.2432901651655,0.969355327658713,1.031613456352794,15.630529562578351,161.84823714338478,15.628519544804778,0.039054795608757215,0.04156314153904038
RTDP,F9,1,5/27/22,3792.25,1.0,1.0,1.0,3791.1822916666665,4034.631709834835,3791.243290165165,1.064213610031226,0.939660976493862,17.634628464282883,161.84823714338478,17.632846900855384,0.04297595112388277,0.037946164020243325
RTDP,F9,2,5/27/22,4283.75,1.0,1.0,1.0,4282.682291666667,4034.631709834835,4282.7432901651655,0.9420813798479465,1.061479423530695,16.542272750138338,161.84823714338478,16.540373529508898,0.037965494386648264,0.042777186724677285
RTDP,G10,1,5/27/22,4017.75,1.0,1.0,1.0,4016.6822916666665,4034.631709834835,4016.743290165165,1.0044686495679513,0.995551230424291,16.76246166508065,161.84823714338478,16.76058739510664,0.040510763683034585,0.040151119347945796
RTDP,G10,2,5/27/22,4136.5,1.0,1.0,1.0,4135.432291666667,4034.631709834835,4135.4932901651655,0.9756254998474907,1.02498345948965,12.016521449236752,161.84823714338478,12.013906795696231,0.03923883633870627,0.04122397192681247
RTDP,G11,1,5/27/22,4138.5,1.0,1.0,1.0,4137.432291666667,4035.0821602852857,4137.042839714715,0.9752600745636852,1.0253675158878854,28.12585028770924,161.84907292670044,28.299836988629945,0.03968643486769088,0.041725466053694434
RTDP,G11,2,5/27/22,3726.25,1.0,1.0,1.0,3725.1822916666665,4034.631709834835,3725.243290165165,1.0830682438876222,0.9233028533922731,9.915314135549648,161.84823714338478,9.912145235131486,0.04354178327160918,0.03711885466437518
RTDP,G12,1,5/27/22,4079.5,1.0,1.0,1.0,4078.4322916666665,4034.85693506006,4078.26806493994,0.9893152299180098,1.0108001673873712,31.807705372650194,161.84886398127614,31.946500655722048,0.04043507700404393,0.0413132046975524
RTDP,G12,2,5/27/22,4218.0,1.0,1.0,1.0,4216.932291666667,4034.85693506006,4216.768064939941,0.9568211118556741,1.0451274408657059,38.67036058456105,161.84886398127614,38.89671296551174,0.03938372473196865,0.043018502550652836
RTDP,G9,1,5/27/22,3913.0,1.0,1.0,1.0,3911.9322916666665,4034.85693506006,3911.76806493994,1.03142431794337,0.9695330841083628,9.969793766170133,161.84886398127614,9.825164583913168,0.041455686054713024,0.03896811278853397
RTDP,G9,2,5/27/22,3934.75,1.0,1.0,1.0,3933.6822916666665,4034.631709834835,3933.743290165165,1.025662431613307,0.9749796513722927,15.544992368604209,161.84823714338478,15.54297128916065,0.04134263398828603,0.03929970098379145
RTDP,H10,1,5/27/22,4100.5,1.0,1.0,1.0,4099.432291666667,4034.85693506006,4099.26806493994,0.9842471008034571,1.016005024737877,16.26028252337497,161.84886398127614,16.4390561714991,0.03967899482792682,0.040959285619244244
RTDP,H10,2,5/27/22,4036.75,1.0,1.0,1.0,4035.6822916666665,4034.85693506006,4035.51806493994,0.9997954769144074,1.000204564923842,26.71416829586806,161.84886398127614,26.713979710141135,0.0406483185604146,0.04066495070179822
RTDP,H11,1,5/27/22,3921.0,1.0,1.0,1.0,3919.9322916666665,4034.85693506006,3919.76806493994,1.0293192458047016,0.9715158869085554,19.409536858804707,161.84886398127614,19.273421855807346,0.04159924598872502,0.03926316206190065
RTDP,H11,2,5/27/22,3675.25,1.0,1.0,1.0,3674.1822916666665,4034.85693506006,3674.01806493994,1.098168990195014,0.910606663390139,16.278210008268637,161.84886398127614,16.6517974284905,0.04433235035202506,0.036760584204013416
RTDP,H12,1,5/27/22,4026.75,1.0,1.0,1.0,4025.6822916666665,4035.0821602852857,4025.2928397147143,1.0023352011873217,0.9976702392726949,27.54959384588629,161.84907292670044,27.948340783703397,0.04080561902176204,0.040615705848590235
RTDP,H12,2,5/27/22,4146.75,1.0,1.0,1.0,4145.682291666667,4034.631709834835,4145.7432901651655,0.9732133482323244,1.0275239255773967,19.139316978581963,161.84823714338478,19.13767549004698,0.03929722653023799,0.04149022466861517
RTDP,H9,1,5/27/22,3894.5,1.0,1.0,1.0,3893.4322916666665,4034.631709834835,3893.493290165165,1.0362654838843137,0.9650036747838238,13.918696816631172,161.84823714338478,13.916439552881616,0.041733548128969344,0.038863619345174454
RTDP,H9,2,5/27/22,3913.5,1.0,1.0,1.0,3912.4322916666665,4034.631709834835,3912.493290165165,1.0312331316900507,0.9697128314342811,23.389387644969073,161.84823714338478,23.388044449298043,0.04182378454053939,0.03932870199935903
