,index,time_s,well,rtdp_fluor,concentration,fold_dilution,media,name,replicate,plate,date,blanked_rtdp_fluor,expected_blanked_rtdp_fluor,estimated_true_rtdp_fluor,F0_F_ratio,F_F0_ratio,u_blanked_rtdp_fluor,u_expected_blanked_rtdp_fluor,u_estimated_true_rtdp_fluor,u_F0_F_ratio,u_F_F0_ratio
78,78,149.361,B8,2782,0.495049505,2,MM noC,PA14 dside,1,1,12/3/21,2780.9861111111113,4178.11961961962,2771.088713713714,1.50418216551289,0.6648130944027142,0.11785113019775789,154.17683485385902,0.011678940830408439,0.055637626660786685,0.02459052074518402
79,79,224.037,B8,2780,0.495049505,2,MM noC,PA14 dside,1,1,12/3/21,2778.9861111111113,4178.11961961962,2769.088713713714,1.5052685750295396,0.6643332735358378,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05567781145306752,0.024572772832384175
81,81,74.679,B9,3037,0.247524752,4,MM noC,PA14 dside,1,1,12/3/21,3035.9861111111113,4173.615115115115,3030.593218218218,1.3753816240217327,0.7270709325575508,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05087347196800922,0.026893352405031413
82,82,149.361,B9,3016,0.247524752,4,MM noC,PA14 dside,1,1,12/3/21,3014.9861111111113,4173.615115115115,3009.593218218218,1.3849786067400671,0.722032813455349,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05122845114478941,0.02670699932044092
83,83,224.037,B9,3024,0.247524752,4,MM noC,PA14 dside,1,1,12/3/21,3022.9861111111113,4173.615115115115,3017.593218218218,1.3813068630514123,0.7239520969228544,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05109263840131657,0.026777990971711817
85,85,74.679,B10,2639,0.123762376,8,MM noC,PA14 dside,1,1,12/3/21,2637.9861111111113,4170.011511511512,2636.196821821822,1.5811498548661662,0.632451122151634,0.11785113019775789,154.17683485385902,0.011678940830408439,0.058484555525720586,0.023393495978224255
86,86,149.361,B10,2622,0.123762376,8,MM noC,PA14 dside,1,1,12/3/21,2620.9861111111113,4170.011511511512,2619.196821821822,1.5914123701948264,0.6283726447831849,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05886415183939039,0.023242638719534664
87,87,224.037,B10,2618,0.123762376,8,MM noC,PA14 dside,1,1,12/3/21,2616.9861111111113,4170.912412412413,2614.295920920921,1.5943957181228015,0.6271968675238121,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05897450177211069,0.023199148338653806
89,89,74.679,B11,3410,0.061881188,16,MM noC,PA14 dside,1,1,12/3/21,3408.9861111111113,4170.011511511512,3407.196821821822,1.2233582150365712,0.8174220663324732,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04525033539925342,0.030235316369040317
90,90,149.361,B11,3390,0.061881188,16,MM noC,PA14 dside,1,1,12/3/21,3388.9861111111113,4170.011511511512,3387.196821821822,1.230581640655981,0.8126238576637095,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04551751996614823,0.030057837240655503
91,91,224.037,B11,3384,0.061881188,16,MM noC,PA14 dside,1,1,12/3/21,3382.9861111111113,4170.011511511512,3381.196821821822,1.2327653318851588,0.8111843950630804,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04559829169774745,0.03000459350214182
93,93,74.679,B12,3167,0.030940594,32,MM noC,PA14 dside,1,1,12/3/21,3165.9861111111113,4168.20970970971,3165.9986236236236,1.3165584441889335,0.7595561020582345,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04869768354066975,0.028094934070476012
94,94,149.361,B12,3129,0.030940594,32,MM noC,PA14 dside,1,1,12/3/21,3127.9861111111113,4169.110610610611,3127.097722722723,1.3329363492334374,0.7502233700619637,0.11785113019775789,154.17683485385902,0.011678940830408439,0.049303479696942154,0.027749729171459275
95,95,224.037,B12,3094,0.030940594,32,MM noC,PA14 dside,1,1,12/3/21,3092.9861111111113,4169.110610610611,3092.097722722723,1.348024091085946,0.7418265048916273,0.11785113019775789,154.17683485385902,0.011678940830408439,0.049861554493415935,0.027439140697045505
97,97,74.679,C1,1670,0.99009901,1,MM noC,PA14 WT,2,1,12/3/21,1668.986111111111,4224.065565565566,1613.1427677677677,2.5839140251610333,0.3870097806128354,0.11785113019775789,154.17683485385902,0.011678940830408439,0.09557542229407702,0.014314958955224782
98,98,149.361,C1,1650,0.99009901,1,MM noC,PA14 WT,2,1,12/3/21,1648.986111111111,4223.164664664665,1594.0436686686687,2.6148732962275023,0.3824277074696918,0.11785113019775789,154.17683485385902,0.011678940830408439,0.09672056315119831,0.014145474384726053
99,99,224.037,C1,1644,0.99009901,1,MM noC,PA14 WT,2,1,12/3/21,1642.986111111111,4223.164664664665,1588.0436686686687,2.6247528984619413,0.3809882448690627,0.11785113019775789,154.17683485385902,0.011678940830408439,0.09708599605034002,0.014092230647029086
101,101,74.679,C2,2184,0.495049505,2,MM noC,PA14 WT,2,1,12/3/21,2182.9861111111113,4198.840340340341,2152.367992992993,1.9365750818595229,0.5163755381174211,0.11785113019775789,154.17683485385902,0.011678940830408439,0.07163124542714894,0.01910002005599916
102,102,149.361,C2,2184,0.495049505,2,MM noC,PA14 WT,2,1,12/3/21,2182.9861111111113,4198.840340340341,2152.367992992993,1.9365750818595229,0.5163755381174211,0.11785113019775789,154.17683485385902,0.011678940830408439,0.07163124542714894,0.01910002005599916
103,103,224.037,C2,2178,0.495049505,2,MM noC,PA14 WT,2,1,12/3/21,2176.9861111111113,4198.840340340341,2146.367992992993,1.9419886225613456,0.514936075516792,0.11785113019775789,154.17683485385902,0.011678940830408439,0.07183148484706843,0.01904677631782824
105,105,74.679,C3,2685,0.247524752,4,MM noC,PA14 WT,2,1,12/3/21,2683.9861111111113,4187.1286286286295,2665.079704704705,1.5640140949120576,0.6393804271030107,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05785072735594211,0.02364980142147754
106,106,149.361,C3,2682,0.247524752,4,MM noC,PA14 WT,2,1,12/3/21,2680.9861111111113,4187.1286286286295,2662.079704704705,1.565776642545941,0.6386606958026961,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05791592156639389,0.023623179552291877
107,107,224.037,C3,2659,0.247524752,4,MM noC,PA14 WT,2,1,12/3/21,2657.9861111111113,4187.1286286286295,2639.079704704705,1.5794226353950225,0.6331427558336179,0.11785113019775789,154.17683485385902,0.011678940830408439,0.0584206680553451,0.02341907855521593
109,109,74.679,C4,3096,0.123762376,8,MM noC,PA14 WT,2,1,12/3/21,3094.9861111111113,4178.11961961962,3085.088713713714,1.3510866652533546,0.7401449705023037,0.11785113019775789,154.17683485385902,0.011678940830408439,0.049974834894965035,0.027376943056613853
110,110,149.361,C4,3060,0.123762376,8,MM noC,PA14 WT,2,1,12/3/21,3058.9861111111113,4178.11961961962,3049.088713713714,1.3670386838779225,0.7315081948985291,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05056487809944997,0.027057480625834233
111,111,224.037,C4,3049,0.123762376,8,MM noC,PA14 WT,2,1,12/3/21,3047.9861111111113,4178.11961961962,3038.088713713714,1.371988317328315,0.7288691801307091,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05074795822564252,0.026959867105326243
113,113,74.679,C5,3500,0.061881188,16,MM noC,PA14 WT,2,1,12/3/21,3498.9861111111113,4173.615115115115,3493.593218218218,1.1931046237684406,0.8381494632394296,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04413129671834031,0.03100199422554223
114,114,149.361,C5,3488,0.061881188,16,MM noC,PA14 WT,2,1,12/3/21,3486.9861111111113,4173.615115115115,3481.593218218218,1.1972168949580508,0.8352705380381714,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04428340396688302,0.030895506748487806
115,115,224.037,C5,3475,0.061881188,16,MM noC,PA14 WT,2,1,12/3/21,3473.9861111111113,4173.615115115115,3468.593218218218,1.2017039646878502,0.832151702403475,0.11785113019775789,154.17683485385902,0.011678940830408439,0.044449374497329545,0.03078014531501559
117,117,74.679,C6,4014,0.030940594,32,MM noC,PA14 WT,2,1,12/3/21,4012.9861111111113,4170.912412412413,4010.295920920921,1.0393802114396176,0.9621118326035156,0.11785113019775789,154.17683485385902,0.011678940830408439,0.03844524239975748,0.03558719149452067
118,118,149.361,C6,4032,0.030940594,32,MM noC,PA14 WT,2,1,12/3/21,4030.9861111111113,4170.912412412413,4028.295920920921,1.034735854576769,0.9664302204054029,0.11785113019775789,154.17683485385902,0.011678940830408439,0.03827345403538666,0.03574692271026404
119,119,224.037,C6,4043,0.030940594,32,MM noC,PA14 WT,2,1,12/3/21,4041.9861111111113,4170.912412412413,4039.295920920921,1.0319180133927666,0.969069235173223,0.11785113019775789,154.17683485385902,0.011678940830408439,0.038169225970593315,0.03584453623099827
121,121,74.679,C7,2551,0.99009901,1,MM noC,PA14 dside,2,1,12/3/21,2549.9861111111113,4197.939439439439,2520.268893893894,1.6538799619044575,0.6046388027148543,0.11785113019775789,154.17683485385902,0.011678940830408439,0.061174742060334075,0.02236475660129391
122,122,149.361,C7,2536,0.99009901,1,MM noC,PA14 dside,2,1,12/3/21,2534.9861111111113,4197.939439439439,2505.268893893894,1.663782371777119,0.6010401462132816,0.11785113019775789,154.17683485385902,0.011678940830408439,0.06154101856968352,0.02223164725548124
123,123,224.037,C7,2538,0.99009901,1,MM noC,PA14 dside,2,1,12/3/21,2536.9861111111113,4197.939439439439,2507.268893893894,1.6624552046943788,0.601519967080158,0.11785113019775789,154.17683485385902,0.011678940830408439,0.06149192848628966,0.022249395168255533
125,125,74.679,C8,2580,0.495049505,2,MM noC,PA14 dside,2,1,12/3/21,2578.9861111111113,4180.822322322323,2566.3860110110113,1.6241602799962964,0.6157027802713414,0.11785113019775789,154.17683485385902,0.011678940830408439,0.06007545193983173,0.0227739978873859
126,126,149.361,C8,2580,0.495049505,2,MM noC,PA14 dside,2,1,12/3/21,2578.9861111111113,4180.822322322323,2566.3860110110113,1.6241602799962964,0.6157027802713414,0.11785113019775789,154.17683485385902,0.011678940830408439,0.06007545193983173,0.0227739978873859
127,127,224.037,C8,2584,0.495049505,2,MM noC,PA14 dside,2,1,12/3/21,2582.9861111111113,4180.822322322323,2570.3860110110113,1.6216327837011273,0.6166624220050941,0.11785113019775789,154.17683485385902,0.011678940830408439,0.0599819633313664,0.02280949371294795
129,129,74.679,C9,3080,0.247524752,4,MM noC,PA14 dside,2,1,12/3/21,3078.9861111111113,4176.317817817819,3070.8905155155157,1.3573333862482218,0.7367386746185328,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05020589250338833,0.02725094886469003
130,130,149.361,C9,3077,0.247524752,4,MM noC,PA14 dside,2,1,12/3/21,3075.9861111111113,4176.317817817819,3067.8905155155157,1.3586606826879581,0.7360189433182183,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05025498737112988,0.027224326995458178
131,131,224.037,C9,3055,0.247524752,4,MM noC,PA14 dside,2,1,12/3/21,3053.9861111111113,4176.317817817819,3045.8905155155157,1.3684740804009998,0.7307409137825782,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05061797144044265,0.027029099954433075
133,133,74.679,C10,2856,0.123762376,8,MM noC,PA14 dside,2,1,12/3/21,2854.9861111111113,4170.912412412413,2852.295920920921,1.4613568640088466,0.6842955506820997,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05405357771979238,0.02531114996143685
134,134,149.361,C10,2846,0.123762376,8,MM noC,PA14 dside,2,1,12/3/21,2844.9861111111113,4170.912412412413,2842.295920920921,1.4664983302905679,0.6818964463477178,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05424375347871952,0.025222410397406782
135,135,224.037,C10,2832,0.123762376,8,MM noC,PA14 dside,2,1,12/3/21,2830.9861111111113,4171.813313313313,2827.39502002002,1.4742270509455409,0.6783215647539633,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05452962821479625,0.025090180452453825
137,137,74.679,C11,3253,0.061881188,16,MM noC,PA14 dside,2,1,12/3/21,3251.9861111111113,4170.011511511512,3250.196821821822,1.282452248502853,0.7797561282826784,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04743614232500197,0.02884210521147317
138,138,149.361,C11,3248,0.061881188,16,MM noC,PA14 dside,2,1,12/3/21,3246.9861111111113,4170.011511511512,3245.196821821822,1.2844281721816253,0.7785565761154875,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04750922902109191,0.028797735429395014
139,139,224.037,C11,3251,0.061881188,16,MM noC,PA14 dside,2,1,12/3/21,3249.9861111111113,4170.011511511512,3248.196821821822,1.2832418879975334,0.779276307415802,0.11785113019775789,154.17683485385902,0.011678940830408439,0.047465350002599827,0.02882435729864183
141,141,74.679,C12,3393,0.030940594,32,MM noC,PA14 dside,2,1,12/3/21,3391.9861111111113,4169.110610610611,3391.097722722723,1.2291660586164246,0.813559724489644,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04546515953577987,0.03009245366524516
142,142,149.361,C12,3374,0.030940594,32,MM noC,PA14 dside,2,1,12/3/21,3372.9861111111113,4169.110610610611,3372.097722722723,1.2360917639292752,0.8090014262543185,0.11785113019775789,154.17683485385902,0.011678940830408439,0.045721331838531144,0.029923848493286317
143,143,224.037,C12,3335,0.030940594,32,MM noC,PA14 dside,2,1,12/3/21,3333.9861111111113,4169.110610610611,3333.097722722723,1.2505550598790447,0.7996449193502294,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04625630923972025,0.029577764192976006
145,145,74.679,D1,1781,0.99009901,1,MM noC,PA14 WT,2,1,12/3/21,1779.986111111111,4231.272772772773,1716.9355605605606,2.427710345087933,0.41191075451951387,0.11785113019775789,154.17683485385902,0.011678940830408439,0.08979766302552634,0.015236011662500808
146,146,149.361,D1,1756,0.99009901,1,MM noC,PA14 WT,2,1,12/3/21,1754.986111111111,4231.272772772773,1691.9355605605606,2.4635821359775876,0.4059129936835593,0.11785113019775789,154.17683485385902,0.011678940830408439,0.09112451122564776,0.015014162754868382
147,147,224.037,D1,1733,0.99009901,1,MM noC,PA14 WT,2,1,12/3/21,1731.986111111111,4231.272772772773,1668.9355605605606,2.497533350432178,0.4003950537144811,0.11785113019775789,154.17683485385902,0.011678940830408439,0.09238031994722126,0.014810061759947278
149,149,74.679,D2,2266,0.495049505,2,MM noC,PA14 WT,2,1,12/3/21,2264.9861111111113,4201.543043043043,2231.6652902902906,1.8677631633908813,0.5353997870824923,0.11785113019775789,154.17683485385902,0.011678940830408439,0.06908598727175982,0.019803700812115802
150,150,149.361,D2,2250,0.495049505,2,MM noC,PA14 WT,2,1,12/3/21,2248.9861111111113,4201.543043043043,2215.6652902902906,1.8812508552120313,0.5315612201474813,0.11785113019775789,154.17683485385902,0.011678940830408439,0.06958487842809083,0.01966171751022604
151,151,224.037,D2,2240,0.495049505,2,MM noC,PA14 WT,2,1,12/3/21,2238.9861111111113,4201.543043043043,2205.6652902902906,1.8897800317080917,0.5291621158130995,0.11785113019775789,154.17683485385902,0.011678940830408439,0.06990036092743991,0.019572977946555485
153,153,74.679,D3,2775,0.247524752,4,MM noC,PA14 WT,2,1,12/3/21,2773.9861111111113,4188.02952952953,2754.178803803804,1.5134174355221526,0.6607562305868271,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05597922658358874,0.024440462941922134
154,154,149.361,D3,2771,0.247524752,4,MM noC,PA14 WT,2,1,12/3/21,2769.9861111111113,4188.02952952953,2750.178803803804,1.5156186268533183,0.6597965888530744,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05606064562040698,0.024404967116325456
155,155,224.037,D3,2761,0.247524752,4,MM noC,PA14 WT,2,1,12/3/21,2759.9861111111113,4188.02952952953,2740.178803803804,1.5211497207540132,0.6573974845186926,0.11785113019775789,154.17683485385902,0.011678940830408439,0.0562652331688019,0.024316227552336738
157,157,74.679,D4,2908,0.123762376,8,MM noC,PA14 WT,2,1,12/3/21,2906.9861111111113,4177.218718718719,2897.9896146146148,1.4383150999581922,0.6952579445415453,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05320129459204233,0.02571663380721494
158,158,149.361,D4,2898,0.123762376,8,MM noC,PA14 WT,2,1,12/3/21,2896.9861111111113,4177.218718718719,2887.9896146146148,1.4432954333107764,0.6928588402071635,0.11785113019775789,154.17683485385902,0.011678940830408439,0.053385510265664,0.02562789424316777
159,159,224.037,D4,2885,0.123762376,8,MM noC,PA14 WT,2,1,12/3/21,2883.9861111111113,4177.218718718719,2874.9896146146148,1.4498216623231046,0.6897400045724671,0.11785113019775789,154.17683485385902,0.011678940830408439,0.053626906491333004,0.025512532809911954
161,161,74.679,D5,3683,0.061881188,16,MM noC,PA14 WT,2,1,12/3/21,3681.9861111111113,4173.615115115115,3676.593218218218,1.133718628856706,0.8820530725586171,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04193469054484221,0.032625928250975184
162,162,149.361,D5,3665,0.061881188,16,MM noC,PA14 WT,2,1,12/3/21,3663.9861111111113,4173.615115115115,3658.593218218218,1.1392964381681656,0.8777346847567298,0.11785113019775789,154.17683485385902,0.011678940830408439,0.042141006030165004,0.03246619703533087
163,163,224.037,D5,3679,0.061881188,16,MM noC,PA14 WT,2,1,12/3/21,3677.9861111111113,4173.615115115115,3672.593218218218,1.1349534169875917,0.8810934308248644,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04198036365739561,0.03259043242527595
165,165,74.679,D6,3656,0.030940594,32,MM noC,PA14 WT,2,1,12/3/21,3654.9861111111113,4170.912412412413,3652.295920920921,1.141260815791512,0.8762238974326462,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04221366565334631,0.032410315093522754
166,166,149.361,D6,3663,0.030940594,32,MM noC,PA14 WT,2,1,12/3/21,3661.9861111111113,4170.011511511512,3660.196821821822,1.138797290181662,0.8781194059923334,0.11785113019775789,154.17683485385902,0.011678940830408439,0.042122543233511674,0.03248042734383148
167,167,224.037,D6,3658,0.030940594,32,MM noC,PA14 WT,2,1,12/3/21,3656.9861111111113,4170.912412412413,3654.295920920921,1.1406362025469976,0.8767037182995225,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04219056206957419,0.032428063006371605
169,169,74.679,D7,2510,0.99009901,1,MM noC,PA14 dside,2,1,12/3/21,2508.9861111111113,4197.038538538539,2480.169794794795,1.680619702316427,0.5950186104695088,0.11785113019775789,154.17683485385902,0.011678940830408439,0.06216380824799117,0.02200891894473844
170,170,149.361,D7,2513,0.99009901,1,MM noC,PA14 dside,2,1,12/3/21,2511.9861111111113,4197.038538538539,2483.169794794795,1.6785892897697225,0.5957383417698233,0.11785113019775789,154.17683485385902,0.011678940830408439,0.06208870608294715,0.02203554081389568
171,171,224.037,D7,2505,0.99009901,1,MM noC,PA14 dside,2,1,12/3/21,2503.9861111111113,4197.038538538539,2475.169794794795,1.6840146607266557,0.5938190583023178,0.11785113019775789,154.17683485385902,0.011678940830408439,0.062289383086107875,0.02196454916281088
173,173,74.679,D8,2680,0.495049505,2,MM noC,PA14 dside,2,1,12/3/21,2678.9861111111113,4181.723223223224,2665.4851101101103,1.5637762170991962,0.6394776880895396,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05784192858313452,0.023653398971367524
174,174,149.361,D8,2675,0.495049505,2,MM noC,PA14 dside,2,1,12/3/21,2673.9861111111113,4182.624124124124,2659.5842092092093,1.5672458152628248,0.6380620003967288,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05797026424256186,0.0236010346340807
175,175,224.037,D8,2669,0.495049505,2,MM noC,PA14 dside,2,1,12/3/21,2667.9861111111113,4182.624124124124,2653.5842092092093,1.5707895034031683,0.6366225377960997,0.11785113019775789,154.17683485385902,0.011678940830408439,0.058101340388239546,0.02354779089571135
177,177,74.679,D9,2830,0.247524752,4,MM noC,PA14 dside,2,1,12/3/21,2828.9861111111113,4175.416916916917,2821.7914164164167,1.4771546181523683,0.6769772017846071,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05463791489509867,0.025040454318380652
178,178,149.361,D9,2819,0.247524752,4,MM noC,PA14 dside,2,1,12/3/21,2817.9861111111113,4175.416916916917,2810.7914164164167,1.4829354458241677,0.674338187016787,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05485173975165155,0.02494284079796087
179,179,224.037,D9,2797,0.247524752,4,MM noC,PA14 dside,2,1,12/3/21,2795.9861111111113,4175.416916916917,2788.7914164164167,1.4946339111938203,0.669060157481147,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05528444987935808,0.024747613757135814
181,181,74.679,D10,2751,0.123762376,8,MM noC,PA14 dside,2,1,12/3/21,2749.9861111111113,4171.813313313313,2746.39502002002,1.5177067362261085,0.6588888196454705,0.11785113019775789,154.17683485385902,0.011678940830408439,0.056137881911276444,0.0243713899840049
182,182,149.361,D10,2736,0.123762376,8,MM noC,PA14 dside,2,1,12/3/21,2734.9861111111113,4171.813313313313,2731.39502002002,1.5260415251806643,0.6552901631438978,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05644617427972513,0.02423828063802587
183,183,224.037,D10,2720,0.123762376,8,MM noC,PA14 dside,2,1,12/3/21,2718.9861111111113,4171.813313313313,2715.39502002002,1.535033463452213,0.6514515962088868,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05677877369675006,0.024096297335659014
185,185,74.679,D11,3272,0.061881188,16,MM noC,PA14 dside,2,1,12/3/21,3270.9861111111113,4170.011511511512,3269.196821821822,1.2749988603926885,0.7843144265180039,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04716045176192827,0.02901071038337601
186,186,149.361,D11,3246,0.061881188,16,MM noC,PA14 dside,2,1,12/3/21,3244.9861111111113,4170.011511511512,3243.196821821822,1.2852202475583274,0.7780767552486111,0.11785113019775789,154.17683485385902,0.011678940830408439,0.0475385267986129,0.028779987516563934
187,187,224.037,D11,3224,0.061881188,16,MM noC,PA14 dside,2,1,12/3/21,3222.9861111111113,4170.011511511512,3221.196821821822,1.2939979929151888,0.772798725712971,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04786320351271461,0.028584760475428926
189,189,74.679,D12,3404,0.030940594,32,MM noC,PA14 dside,2,1,12/3/21,3402.9861111111113,4169.110610610611,3402.097722722723,1.2251917969265047,0.816198739257464,0.11785113019775789,154.17683485385902,0.011678940830408439,0.045318157068488,0.030190067185856664
190,190,149.361,D12,3381,0.030940594,32,MM noC,PA14 dside,2,1,12/3/21,3379.9861111111113,4169.110610610611,3379.097722722723,1.2335311270203986,0.8106807992883858,0.11785113019775789,154.17683485385902,0.011678940830408439,0.0456266174052921,0.02998596618821757
191,191,224.037,D12,3372,0.030940594,32,MM noC,PA14 dside,2,1,12/3/21,3370.9861111111113,4169.110610610611,3370.097722722723,1.2368253282740684,0.8085216053874421,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04574846537352122,0.029906100580449034
193,193,74.679,E1,2663,0.99009901,1,MM noC,PA14 dphz,1,1,12/3/21,2661.9861111111113,4180.822322322323,2649.3860110110113,1.5732785652595864,0.6356153462467106,0.11785113019775789,154.17683485385902,0.011678940830408439,0.0581934073595977,0.02351053626796444
194,194,149.361,E1,2684,0.99009901,1,MM noC,PA14 dphz,1,1,12/3/21,2682.9861111111113,4180.822322322323,2670.3860110110113,1.5609062528919289,0.6406534653489124,0.11785113019775789,154.17683485385902,0.011678940830408439,0.057735772558237426,0.02369688935226041
195,195,224.037,E1,2677,0.99009901,1,MM noC,PA14 dphz,1,1,12/3/21,2675.9861111111113,4180.822322322323,2663.3860110110113,1.565008678798302,0.6389740923148451,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05788751564463547,0.023634771657492788
197,197,74.679,E2,3033,0.495049505,2,MM noC,PA14 dphz,1,1,12/3/21,3031.9861111111113,4175.416916916917,3024.7914164164167,1.3780197205004208,0.7256790197725582,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05097105152438426,0.02684186746874674
198,198,149.361,E2,3011,0.495049505,2,MM noC,PA14 dphz,1,1,12/3/21,3009.9861111111113,4175.416916916917,3002.7914164164167,1.3881158043260464,0.7204009902369182,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05134449176394244,0.026646640427751646
199,199,224.037,E2,3009,0.495049505,2,MM noC,PA14 dphz,1,1,12/3/21,3007.9861111111113,4175.416916916917,3000.7914164164167,1.3890409707982858,0.7199211693700418,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05137871239790674,0.026628892514934686
201,201,74.679,E3,3007,0.247524752,4,MM noC,PA14 dphz,1,1,12/3/21,3005.9861111111113,4171.813313313313,3002.39502002002,1.3882990727164304,0.7203058906056453,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05135127060936397,0.026643122823409533
202,202,149.361,E3,3005,0.247524752,4,MM noC,PA14 dphz,1,1,12/3/21,3003.9861111111113,4172.714214214215,2999.494119119119,1.3896417384696629,0.719609934213149,0.11785113019775789,154.17683485385902,0.011678940830408439,0.051400933966885984,0.026617380355269706
203,203,224.037,E3,3017,0.247524752,4,MM noC,PA14 dphz,1,1,12/3/21,3015.9861111111113,4171.813313313313,3012.39502002002,1.3836904504624101,0.7227049949400272,0.11785113019775789,154.17683485385902,0.011678940830408439,0.05118080401772117,0.026731862387496145
205,205,74.679,E4,3426,0.123762376,8,MM noC,PA14 dphz,1,1,12/3/21,3424.9861111111113,4170.912412412413,3422.295920920921,1.217960783794692,0.821044497741864,0.11785113019775789,154.17683485385902,0.011678940830408439,0.045050691849987924,0.030369305116421448
206,206,149.361,E4,3402,0.123762376,8,MM noC,PA14 dphz,1,1,12/3/21,3400.9861111111113,4170.912412412413,3398.295920920921,1.2265624651936302,0.8152866473393476,0.11785113019775789,154.17683485385902,0.011678940830408439,0.045368856200256706,0.030156330162352626
207,207,224.037,E4,3399,0.123762376,8,MM noC,PA14 dphz,1,1,12/3/21,3397.9861111111113,4170.912412412413,3395.295920920921,1.227646225631979,0.8145669160390331,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04540894300651669,0.03012970829309493
209,209,74.679,E5,3732,0.061881188,16,MM noC,PA14 dphz,1,1,12/3/21,3730.9861111111113,4169.110610610611,3730.097722722723,1.1174565740813078,0.894889361425188,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04133317953303222,0.033100724892506206
210,210,149.361,E5,3721,0.061881188,16,MM noC,PA14 dphz,1,1,12/3/21,3719.9861111111113,4169.110610610611,3719.097722722723,1.1207616828015745,0.892250346657368,0.11785113019775789,154.17683485385902,0.011678940830408439,0.04145543095314353,0.033003111371823685
211,211,224.037,E5,3724,0.061881188,16,MM noC,PA14 dphz,1,1,12/3/21,3722.9861111111113,4169.110610610611,3722.097722722723,1.1198583521265417,0.8929700779576826,0.11785113019775789,154.17683485385902,0.011678940830408439,0.041422017995446175,0.033029733241100534
213,213,74.679,E6,3929,0.030940594,32,MM noC,PA14 dphz,1,1,12/3/21,3927.9861111111113,4169.110610610611,3927.097722722723,1.0614001780766291,0.9421517168125101,0.11785113019775789,154.17683485385902,0.011678940830408439,0.03925973064101202,0.034848894308698475
214,214,149.361,E6,3932,0.030940594,32,MM noC,PA14 dphz,1,1,12/3/21,3930.9861111111113,4169.110610610611,3930.097722722723,1.0605899690795806,0.9428714481128246,0.11785113019775789,154.17683485385902,0.011678940830408439,0.03922976212597929,0.0348755161779852
215,215,224.037,E6,3923,0.030940594,32,MM noC,PA14 dphz,1,1,12/3/21,3921.9861111111113,4169.110610610611,3921.097722722723,1.0630243153766394,0.940712254211881,0.11785113019775789,154.17683485385902,0.011678940830408439,0.03931980524308257,0.03479565057012542
217,217,74.679,E7,2747,0.99009901,1,MM noC,PA14 dphz dside,1,1,12/3/21,2745.9861111111113,4179.921421421422,2734.2869119119123,1.5244275222411283,0.655983958181138,0.11785113019775789,154.17683485385902,0.011678940830408439,0.056386474533076526,0.024263943160583234
