name,well,plate,date,index,rtdp_fluor,concentration,fold_dilution,replicate,blanked_rtdp_fluor,expected_blanked_rtdp_fluor,estimated_true_rtdp_fluor,F0_F_ratio,F_F0_ratio,u_blanked_rtdp_fluor,u_expected_blanked_rtdp_fluor,u_estimated_true_rtdp_fluor,u_F0_F_ratio,u_F_F0_ratio
PA14 WT,D3,1,12/3/21,154.0,2769.0,0.247524752,4.0,2.0,2767.9861111111113,4188.02952952953,2748.1788038038044,1.516721625409857,0.6593167679861981,7.212065507806268,154.17683485385902,7.211112008397797,0.05624242993586735,0.024448505584527335
PA14 WT,D4,1,12/3/21,158.0,2897.0,0.123762376,8.0,2.0,2895.9861111111113,4177.218718718719,2886.9896146146148,1.4437953642512982,0.6926189297737253,11.533164738652133,154.17683485385902,11.532568508257773,0.05371453508854673,0.025767989513953732
PA14 WT,D5,1,12/3/21,162.0,3675.6666666666665,0.061881188,16.0,2.0,3674.652777777778,4173.615115115115,3669.2598848848847,1.1359844636224212,0.8802937293800703,9.452365958966178,154.17683485385902,9.451638468064287,0.04212026724412774,0.03263971323743605
PA14 WT,D6,1,12/3/21,166.0,3659.0,0.030940594,32.0,2.0,3657.9861111111113,4170.612112112113,3655.5962212212216,1.1402304767756184,0.8770156739081674,3.6074768036522267,154.1777122231524,4.1078316436223,0.04219501289659081,0.032454568111276345
PA14 dphz,E1,1,12/3/21,194.0,2674.6666666666665,0.9900990100000001,1.0,1.0,2673.652777777778,4180.822322322323,2661.0526776776783,1.566380950361292,0.6384143013034894,10.693326059847912,154.17683485385902,10.692682999649456,0.05827914463107786,0.023752995330818347
PA14 dphz,E2,1,12/3/21,198.0,3017.6666666666665,0.49504950500000006,2.0,1.0,3016.652777777778,4175.416916916917,3009.4580830830832,1.3850407970966077,0.722000393126506,13.31717771234661,154.17683485385902,13.316661358275628,0.05159603715392697,0.02689621792151925
PA14 dphz,E3,1,12/3/21,202.0,3009.6666666666665,0.247524752,4.0,1.0,3008.652777777778,4172.113613613614,3004.7613863863867,1.3872057332429473,0.7208736065862739,6.4301805746202065,154.1777122231524,6.768176619022327,0.0514058818113443,0.02671351662774704
PA14 dphz,E4,1,12/3/21,206.0,3409.0,0.123762376,8.0,1.0,3407.9861111111113,4170.912412412413,3405.2959209209207,1.2240411168421974,0.8169660203734148,14.79911784157721,154.17683485385902,14.798653195397847,0.04558701121168418,0.03042629746491532
PA14 dphz,E5,1,12/3/21,210.0,3725.6666666666665,0.061881188,16.0,1.0,3724.652777777778,4169.110610610611,3723.7643893893896,1.1193571306764964,0.8933699286800796,5.687461843583834,154.17683485385902,5.6862526967232165,0.04143874576103916,0.033072670312787454
PA14 dphz,E6,1,12/3/21,214.0,3928.0,0.030940594,32.0,1.0,3926.9861111111113,4169.110610610611,3926.097722722723,1.061670522895591,0.9419118063790719,4.584090846491689,154.17683485385902,4.582590577136356,0.039289277346121566,0.034857362428676125
PA14 dphz,F1,1,12/3/21,242.0,2857.6666666666665,0.9900990100000001,1.0,1.0,2856.652777777778,4183.224724724725,2841.6502752752754,1.4668315304276631,0.6817415492210235,17.898246344885955,154.1777122231524,18.1635161753275,0.0550602223466971,0.025590424329198336
