,index,time_s,well,rtdp_fluor,concentration,fold_dilution,media,name,replicate,plate,date,blanked_rtdp_fluor,u_blanked_rtdp_fluor
303,303,224.037,G4,3,0.125,8,MM noC,PA14 dphz,2,1,12/3/21,1.9861111111111112,0.11785113019775789
305,305,74.668,G5,2,0.0625,16,MM noC,PA14 dphz,2,1,12/3/21,0.9861111111111112,0.11785113019775789
306,306,149.35,G5,2,0.0625,16,MM noC,PA14 dphz,2,1,12/3/21,0.9861111111111112,0.11785113019775789
307,307,224.037,G5,2,0.0625,16,MM noC,PA14 dphz,2,1,12/3/21,0.9861111111111112,0.11785113019775789
309,309,74.668,G6,2,0.03125,32,MM noC,PA14 dphz,2,1,12/3/21,0.9861111111111112,0.11785113019775789
310,310,149.35,G6,2,0.03125,32,MM noC,PA14 dphz,2,1,12/3/21,0.9861111111111112,0.11785113019775789
311,311,224.037,G6,2,0.03125,32,MM noC,PA14 dphz,2,1,12/3/21,0.9861111111111112,0.11785113019775789
313,313,74.668,G7,14,1.0,1,MM noC,PA14 dphz dside,2,1,12/3/21,12.98611111111111,0.11785113019775789
314,314,149.35,G7,14,1.0,1,MM noC,PA14 dphz dside,2,1,12/3/21,12.98611111111111,0.11785113019775789
315,315,224.037,G7,14,1.0,1,MM noC,PA14 dphz dside,2,1,12/3/21,12.98611111111111,0.11785113019775789
317,317,74.668,G8,8,0.5,2,MM noC,PA14 dphz dside,2,1,12/3/21,6.986111111111111,0.11785113019775789
318,318,149.35,G8,8,0.5,2,MM noC,PA14 dphz dside,2,1,12/3/21,6.986111111111111,0.11785113019775789
319,319,224.037,G8,8,0.5,2,MM noC,PA14 dphz dside,2,1,12/3/21,6.986111111111111,0.11785113019775789
321,321,74.668,G9,4,0.25,4,MM noC,PA14 dphz dside,2,1,12/3/21,2.986111111111111,0.11785113019775789
322,322,149.35,G9,5,0.25,4,MM noC,PA14 dphz dside,2,1,12/3/21,3.986111111111111,0.11785113019775789
323,323,224.037,G9,5,0.25,4,MM noC,PA14 dphz dside,2,1,12/3/21,3.986111111111111,0.11785113019775789
325,325,74.668,G10,3,0.125,8,MM noC,PA14 dphz dside,2,1,12/3/21,1.9861111111111112,0.11785113019775789
326,326,149.35,G10,3,0.125,8,MM noC,PA14 dphz dside,2,1,12/3/21,1.9861111111111112,0.11785113019775789
327,327,224.037,G10,4,0.125,8,MM noC,PA14 dphz dside,2,1,12/3/21,2.986111111111111,0.11785113019775789
329,329,74.668,G11,2,0.0625,16,MM noC,PA14 dphz dside,2,1,12/3/21,0.9861111111111112,0.11785113019775789
330,330,149.35,G11,2,0.0625,16,MM noC,PA14 dphz dside,2,1,12/3/21,0.9861111111111112,0.11785113019775789
331,331,224.037,G11,2,0.0625,16,MM noC,PA14 dphz dside,2,1,12/3/21,0.9861111111111112,0.11785113019775789
333,333,74.668,G12,2,0.03125,32,MM noC,PA14 dphz dside,2,1,12/3/21,0.9861111111111112,0.11785113019775789
334,334,149.35,G12,2,0.03125,32,MM noC,PA14 dphz dside,2,1,12/3/21,0.9861111111111112,0.11785113019775789
335,335,224.037,G12,2,0.03125,32,MM noC,PA14 dphz dside,2,1,12/3/21,0.9861111111111112,0.11785113019775789
337,337,74.668,H1,14,1.0,1,MM noC,PA14 dphz,2,1,12/3/21,12.98611111111111,0.11785113019775789
338,338,149.35,H1,14,1.0,1,MM noC,PA14 dphz,2,1,12/3/21,12.98611111111111,0.11785113019775789
339,339,224.037,H1,14,1.0,1,MM noC,PA14 dphz,2,1,12/3/21,12.98611111111111,0.11785113019775789
341,341,74.668,H2,7,0.5,2,MM noC,PA14 dphz,2,1,12/3/21,5.986111111111111,0.11785113019775789
342,342,149.35,H2,7,0.5,2,MM noC,PA14 dphz,2,1,12/3/21,5.986111111111111,0.11785113019775789
343,343,224.037,H2,8,0.5,2,MM noC,PA14 dphz,2,1,12/3/21,6.986111111111111,0.11785113019775789
345,345,74.668,H3,5,0.25,4,MM noC,PA14 dphz,2,1,12/3/21,3.986111111111111,0.11785113019775789
346,346,149.35,H3,5,0.25,4,MM noC,PA14 dphz,2,1,12/3/21,3.986111111111111,0.11785113019775789
347,347,224.037,H3,5,0.25,4,MM noC,PA14 dphz,2,1,12/3/21,3.986111111111111,0.11785113019775789
349,349,74.668,H4,3,0.125,8,MM noC,PA14 dphz,2,1,12/3/21,1.9861111111111112,0.11785113019775789
350,350,149.35,H4,3,0.125,8,MM noC,PA14 dphz,2,1,12/3/21,1.9861111111111112,0.11785113019775789
351,351,224.037,H4,4,0.125,8,MM noC,PA14 dphz,2,1,12/3/21,2.986111111111111,0.11785113019775789
353,353,74.668,H5,2,0.0625,16,MM noC,PA14 dphz,2,1,12/3/21,0.9861111111111112,0.11785113019775789
354,354,149.35,H5,3,0.0625,16,MM noC,PA14 dphz,2,1,12/3/21,1.9861111111111112,0.11785113019775789
355,355,224.037,H5,3,0.0625,16,MM noC,PA14 dphz,2,1,12/3/21,1.9861111111111112,0.11785113019775789
357,357,74.668,H6,2,0.03125,32,MM noC,PA14 dphz,2,1,12/3/21,0.9861111111111112,0.11785113019775789
358,358,149.35,H6,2,0.03125,32,MM noC,PA14 dphz,2,1,12/3/21,0.9861111111111112,0.11785113019775789
359,359,224.037,H6,2,0.03125,32,MM noC,PA14 dphz,2,1,12/3/21,0.9861111111111112,0.11785113019775789
361,361,74.668,H7,15,1.0,1,MM noC,PA14 dphz dside,2,1,12/3/21,13.98611111111111,0.11785113019775789
362,362,149.35,H7,16,1.0,1,MM noC,PA14 dphz dside,2,1,12/3/21,14.98611111111111,0.11785113019775789
363,363,224.037,H7,16,1.0,1,MM noC,PA14 dphz dside,2,1,12/3/21,14.98611111111111,0.11785113019775789
365,365,74.668,H8,8,0.5,2,MM noC,PA14 dphz dside,2,1,12/3/21,6.986111111111111,0.11785113019775789
366,366,149.35,H8,8,0.5,2,MM noC,PA14 dphz dside,2,1,12/3/21,6.986111111111111,0.11785113019775789
367,367,224.037,H8,8,0.5,2,MM noC,PA14 dphz dside,2,1,12/3/21,6.986111111111111,0.11785113019775789
369,369,74.668,H9,4,0.25,4,MM noC,PA14 dphz dside,2,1,12/3/21,2.986111111111111,0.11785113019775789
370,370,149.35,H9,5,0.25,4,MM noC,PA14 dphz dside,2,1,12/3/21,3.986111111111111,0.11785113019775789
371,371,224.037,H9,5,0.25,4,MM noC,PA14 dphz dside,2,1,12/3/21,3.986111111111111,0.11785113019775789
373,373,74.668,H10,3,0.125,8,MM noC,PA14 dphz dside,2,1,12/3/21,1.9861111111111112,0.11785113019775789
374,374,149.35,H10,4,0.125,8,MM noC,PA14 dphz dside,2,1,12/3/21,2.986111111111111,0.11785113019775789
375,375,224.037,H10,3,0.125,8,MM noC,PA14 dphz dside,2,1,12/3/21,1.9861111111111112,0.11785113019775789
377,377,74.668,H11,2,0.0625,16,MM noC,PA14 dphz dside,2,1,12/3/21,0.9861111111111112,0.11785113019775789
378,378,149.35,H11,3,0.0625,16,MM noC,PA14 dphz dside,2,1,12/3/21,1.9861111111111112,0.11785113019775789
379,379,224.037,H11,2,0.0625,16,MM noC,PA14 dphz dside,2,1,12/3/21,0.9861111111111112,0.11785113019775789
381,381,74.668,H12,2,0.03125,32,MM noC,PA14 dphz dside,2,1,12/3/21,0.9861111111111112,0.11785113019775789
382,382,149.35,H12,2,0.03125,32,MM noC,PA14 dphz dside,2,1,12/3/21,0.9861111111111112,0.11785113019775789
383,383,224.037,H12,2,0.03125,32,MM noC,PA14 dphz dside,2,1,12/3/21,0.9861111111111112,0.11785113019775789
385,1,74.675,A1,40,1.0,1,MM noC,EC WT,1,2,12/3/21,38.986111111111114,0.11785113019775789
386,2,149.365,A1,39,1.0,1,MM noC,EC WT,1,2,12/3/21,37.986111111111114,0.11785113019775789
387,3,224.044,A1,39,1.0,1,MM noC,EC WT,1,2,12/3/21,37.986111111111114,0.11785113019775789
389,5,74.675,A2,20,0.5,2,MM noC,EC WT,1,2,12/3/21,18.98611111111111,0.11785113019775789
390,6,149.365,A2,20,0.5,2,MM noC,EC WT,1,2,12/3/21,18.98611111111111,0.11785113019775789
391,7,224.044,A2,20,0.5,2,MM noC,EC WT,1,2,12/3/21,18.98611111111111,0.11785113019775789
393,9,74.675,A3,10,0.25,4,MM noC,EC WT,1,2,12/3/21,8.98611111111111,0.11785113019775789
394,10,149.365,A3,10,0.25,4,MM noC,EC WT,1,2,12/3/21,8.98611111111111,0.11785113019775789
395,11,224.044,A3,9,0.25,4,MM noC,EC WT,1,2,12/3/21,7.986111111111111,0.11785113019775789
397,13,74.675,A4,5,0.125,8,MM noC,EC WT,1,2,12/3/21,3.986111111111111,0.11785113019775789
398,14,149.365,A4,6,0.125,8,MM noC,EC WT,1,2,12/3/21,4.986111111111111,0.11785113019775789
399,15,224.044,A4,6,0.125,8,MM noC,EC WT,1,2,12/3/21,4.986111111111111,0.11785113019775789
401,17,74.675,A5,3,0.0625,16,MM noC,EC WT,1,2,12/3/21,1.9861111111111112,0.11785113019775789
402,18,149.365,A5,3,0.0625,16,MM noC,EC WT,1,2,12/3/21,1.9861111111111112,0.11785113019775789
403,19,224.044,A5,3,0.0625,16,MM noC,EC WT,1,2,12/3/21,1.9861111111111112,0.11785113019775789
405,21,74.675,A6,3,0.03125,32,MM noC,EC WT,1,2,12/3/21,1.9861111111111112,0.11785113019775789
406,22,149.365,A6,2,0.03125,32,MM noC,EC WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
407,23,224.044,A6,2,0.03125,32,MM noC,EC WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
409,25,74.675,A7,12,1.0,1,MM noC,BG dtox,1,2,12/3/21,10.98611111111111,0.11785113019775789
410,26,149.365,A7,12,1.0,1,MM noC,BG dtox,1,2,12/3/21,10.98611111111111,0.11785113019775789
411,27,224.044,A7,12,1.0,1,MM noC,BG dtox,1,2,12/3/21,10.98611111111111,0.11785113019775789
413,29,74.675,A8,7,0.5,2,MM noC,BG dtox,1,2,12/3/21,5.986111111111111,0.11785113019775789
414,30,149.365,A8,7,0.5,2,MM noC,BG dtox,1,2,12/3/21,5.986111111111111,0.11785113019775789
415,31,224.044,A8,7,0.5,2,MM noC,BG dtox,1,2,12/3/21,5.986111111111111,0.11785113019775789
417,33,74.675,A9,4,0.25,4,MM noC,BG dtox,1,2,12/3/21,2.986111111111111,0.11785113019775789
418,34,149.365,A9,4,0.25,4,MM noC,BG dtox,1,2,12/3/21,2.986111111111111,0.11785113019775789
419,35,224.044,A9,4,0.25,4,MM noC,BG dtox,1,2,12/3/21,2.986111111111111,0.11785113019775789
421,37,74.675,A10,3,0.125,8,MM noC,BG dtox,1,2,12/3/21,1.9861111111111112,0.11785113019775789
422,38,149.365,A10,3,0.125,8,MM noC,BG dtox,1,2,12/3/21,1.9861111111111112,0.11785113019775789
423,39,224.044,A10,3,0.125,8,MM noC,BG dtox,1,2,12/3/21,1.9861111111111112,0.11785113019775789
425,41,74.675,A11,2,0.0625,16,MM noC,BG dtox,1,2,12/3/21,0.9861111111111112,0.11785113019775789
426,42,149.365,A11,1,0.0625,16,MM noC,BG dtox,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
427,43,224.044,A11,2,0.0625,16,MM noC,BG dtox,1,2,12/3/21,0.9861111111111112,0.11785113019775789
429,45,74.675,A12,1,0.03125,32,MM noC,BG dtox,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
430,46,149.365,A12,1,0.03125,32,MM noC,BG dtox,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
431,47,224.044,A12,1,0.03125,32,MM noC,BG dtox,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
433,49,74.675,B1,41,1.0,1,MM noC,EC WT,1,2,12/3/21,39.986111111111114,0.11785113019775789
434,50,149.365,B1,41,1.0,1,MM noC,EC WT,1,2,12/3/21,39.986111111111114,0.11785113019775789
435,51,224.044,B1,40,1.0,1,MM noC,EC WT,1,2,12/3/21,38.986111111111114,0.11785113019775789
437,53,74.675,B2,20,0.5,2,MM noC,EC WT,1,2,12/3/21,18.98611111111111,0.11785113019775789
438,54,149.365,B2,20,0.5,2,MM noC,EC WT,1,2,12/3/21,18.98611111111111,0.11785113019775789
439,55,224.044,B2,20,0.5,2,MM noC,EC WT,1,2,12/3/21,18.98611111111111,0.11785113019775789
441,57,74.675,B3,11,0.25,4,MM noC,EC WT,1,2,12/3/21,9.98611111111111,0.11785113019775789
442,58,149.365,B3,11,0.25,4,MM noC,EC WT,1,2,12/3/21,9.98611111111111,0.11785113019775789
443,59,224.044,B3,12,0.25,4,MM noC,EC WT,1,2,12/3/21,10.98611111111111,0.11785113019775789
445,61,74.675,B4,6,0.125,8,MM noC,EC WT,1,2,12/3/21,4.986111111111111,0.11785113019775789
446,62,149.365,B4,6,0.125,8,MM noC,EC WT,1,2,12/3/21,4.986111111111111,0.11785113019775789
447,63,224.044,B4,6,0.125,8,MM noC,EC WT,1,2,12/3/21,4.986111111111111,0.11785113019775789
449,65,74.675,B5,4,0.0625,16,MM noC,EC WT,1,2,12/3/21,2.986111111111111,0.11785113019775789
450,66,149.365,B5,4,0.0625,16,MM noC,EC WT,1,2,12/3/21,2.986111111111111,0.11785113019775789
451,67,224.044,B5,4,0.0625,16,MM noC,EC WT,1,2,12/3/21,2.986111111111111,0.11785113019775789
453,69,74.675,B6,2,0.03125,32,MM noC,EC WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
454,70,149.365,B6,2,0.03125,32,MM noC,EC WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
455,71,224.044,B6,3,0.03125,32,MM noC,EC WT,1,2,12/3/21,1.9861111111111112,0.11785113019775789
457,73,74.675,B7,13,1.0,1,MM noC,BG dtox,1,2,12/3/21,11.98611111111111,0.11785113019775789
458,74,149.365,B7,12,1.0,1,MM noC,BG dtox,1,2,12/3/21,10.98611111111111,0.11785113019775789
459,75,224.044,B7,13,1.0,1,MM noC,BG dtox,1,2,12/3/21,11.98611111111111,0.11785113019775789
461,77,74.675,B8,8,0.5,2,MM noC,BG dtox,1,2,12/3/21,6.986111111111111,0.11785113019775789
462,78,149.365,B8,7,0.5,2,MM noC,BG dtox,1,2,12/3/21,5.986111111111111,0.11785113019775789
463,79,224.044,B8,7,0.5,2,MM noC,BG dtox,1,2,12/3/21,5.986111111111111,0.11785113019775789
465,81,74.675,B9,4,0.25,4,MM noC,BG dtox,1,2,12/3/21,2.986111111111111,0.11785113019775789
466,82,149.365,B9,4,0.25,4,MM noC,BG dtox,1,2,12/3/21,2.986111111111111,0.11785113019775789
467,83,224.044,B9,4,0.25,4,MM noC,BG dtox,1,2,12/3/21,2.986111111111111,0.11785113019775789
469,85,74.675,B10,2,0.125,8,MM noC,BG dtox,1,2,12/3/21,0.9861111111111112,0.11785113019775789
470,86,149.365,B10,2,0.125,8,MM noC,BG dtox,1,2,12/3/21,0.9861111111111112,0.11785113019775789
471,87,224.044,B10,3,0.125,8,MM noC,BG dtox,1,2,12/3/21,1.9861111111111112,0.11785113019775789
473,89,74.675,B11,1,0.0625,16,MM noC,BG dtox,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
474,90,149.365,B11,2,0.0625,16,MM noC,BG dtox,1,2,12/3/21,0.9861111111111112,0.11785113019775789
475,91,224.044,B11,2,0.0625,16,MM noC,BG dtox,1,2,12/3/21,0.9861111111111112,0.11785113019775789
477,93,74.675,B12,1,0.03125,32,MM noC,BG dtox,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
478,94,149.365,B12,1,0.03125,32,MM noC,BG dtox,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
479,95,224.044,B12,1,0.03125,32,MM noC,BG dtox,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
481,97,74.675,C1,39,1.0,1,MM noC,EC WT,2,2,12/3/21,37.986111111111114,0.11785113019775789
482,98,149.365,C1,38,1.0,1,MM noC,EC WT,2,2,12/3/21,36.986111111111114,0.11785113019775789
483,99,224.044,C1,39,1.0,1,MM noC,EC WT,2,2,12/3/21,37.986111111111114,0.11785113019775789
485,101,74.675,C2,21,0.5,2,MM noC,EC WT,2,2,12/3/21,19.98611111111111,0.11785113019775789
486,102,149.365,C2,21,0.5,2,MM noC,EC WT,2,2,12/3/21,19.98611111111111,0.11785113019775789
487,103,224.044,C2,21,0.5,2,MM noC,EC WT,2,2,12/3/21,19.98611111111111,0.11785113019775789
489,105,74.675,C3,9,0.25,4,MM noC,EC WT,2,2,12/3/21,7.986111111111111,0.11785113019775789
490,106,149.365,C3,9,0.25,4,MM noC,EC WT,2,2,12/3/21,7.986111111111111,0.11785113019775789
491,107,224.044,C3,10,0.25,4,MM noC,EC WT,2,2,12/3/21,8.98611111111111,0.11785113019775789
493,109,74.675,C4,5,0.125,8,MM noC,EC WT,2,2,12/3/21,3.986111111111111,0.11785113019775789
494,110,149.365,C4,5,0.125,8,MM noC,EC WT,2,2,12/3/21,3.986111111111111,0.11785113019775789
495,111,224.044,C4,5,0.125,8,MM noC,EC WT,2,2,12/3/21,3.986111111111111,0.11785113019775789
497,113,74.675,C5,3,0.0625,16,MM noC,EC WT,2,2,12/3/21,1.9861111111111112,0.11785113019775789
498,114,149.365,C5,4,0.0625,16,MM noC,EC WT,2,2,12/3/21,2.986111111111111,0.11785113019775789
499,115,224.044,C5,3,0.0625,16,MM noC,EC WT,2,2,12/3/21,1.9861111111111112,0.11785113019775789
501,117,74.675,C6,2,0.03125,32,MM noC,EC WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
502,118,149.365,C6,2,0.03125,32,MM noC,EC WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
503,119,224.044,C6,2,0.03125,32,MM noC,EC WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
505,121,74.675,C7,12,1.0,1,MM noC,BG dtox,2,2,12/3/21,10.98611111111111,0.11785113019775789
506,122,149.365,C7,12,1.0,1,MM noC,BG dtox,2,2,12/3/21,10.98611111111111,0.11785113019775789
507,123,224.044,C7,13,1.0,1,MM noC,BG dtox,2,2,12/3/21,11.98611111111111,0.11785113019775789
509,125,74.675,C8,7,0.5,2,MM noC,BG dtox,2,2,12/3/21,5.986111111111111,0.11785113019775789
510,126,149.365,C8,8,0.5,2,MM noC,BG dtox,2,2,12/3/21,6.986111111111111,0.11785113019775789
511,127,224.044,C8,8,0.5,2,MM noC,BG dtox,2,2,12/3/21,6.986111111111111,0.11785113019775789
513,129,74.675,C9,5,0.25,4,MM noC,BG dtox,2,2,12/3/21,3.986111111111111,0.11785113019775789
514,130,149.365,C9,4,0.25,4,MM noC,BG dtox,2,2,12/3/21,2.986111111111111,0.11785113019775789
515,131,224.044,C9,5,0.25,4,MM noC,BG dtox,2,2,12/3/21,3.986111111111111,0.11785113019775789
517,133,74.675,C10,2,0.125,8,MM noC,BG dtox,2,2,12/3/21,0.9861111111111112,0.11785113019775789
518,134,149.365,C10,3,0.125,8,MM noC,BG dtox,2,2,12/3/21,1.9861111111111112,0.11785113019775789
519,135,224.044,C10,3,0.125,8,MM noC,BG dtox,2,2,12/3/21,1.9861111111111112,0.11785113019775789
521,137,74.675,C11,2,0.0625,16,MM noC,BG dtox,2,2,12/3/21,0.9861111111111112,0.11785113019775789
522,138,149.365,C11,2,0.0625,16,MM noC,BG dtox,2,2,12/3/21,0.9861111111111112,0.11785113019775789
523,139,224.044,C11,2,0.0625,16,MM noC,BG dtox,2,2,12/3/21,0.9861111111111112,0.11785113019775789
525,141,74.675,C12,1,0.03125,32,MM noC,BG dtox,2,2,12/3/21,-0.01388888888888884,0.11785113019775789
526,142,149.365,C12,1,0.03125,32,MM noC,BG dtox,2,2,12/3/21,-0.01388888888888884,0.11785113019775789
527,143,224.044,C12,2,0.03125,32,MM noC,BG dtox,2,2,12/3/21,0.9861111111111112,0.11785113019775789
529,145,74.675,D1,40,1.0,1,MM noC,EC WT,2,2,12/3/21,38.986111111111114,0.11785113019775789
530,146,149.365,D1,41,1.0,1,MM noC,EC WT,2,2,12/3/21,39.986111111111114,0.11785113019775789
531,147,224.044,D1,41,1.0,1,MM noC,EC WT,2,2,12/3/21,39.986111111111114,0.11785113019775789
533,149,74.675,D2,20,0.5,2,MM noC,EC WT,2,2,12/3/21,18.98611111111111,0.11785113019775789
534,150,149.365,D2,21,0.5,2,MM noC,EC WT,2,2,12/3/21,19.98611111111111,0.11785113019775789
535,151,224.044,D2,21,0.5,2,MM noC,EC WT,2,2,12/3/21,19.98611111111111,0.11785113019775789
537,153,74.675,D3,11,0.25,4,MM noC,EC WT,2,2,12/3/21,9.98611111111111,0.11785113019775789
538,154,149.365,D3,11,0.25,4,MM noC,EC WT,2,2,12/3/21,9.98611111111111,0.11785113019775789
539,155,224.044,D3,11,0.25,4,MM noC,EC WT,2,2,12/3/21,9.98611111111111,0.11785113019775789
541,157,74.675,D4,5,0.125,8,MM noC,EC WT,2,2,12/3/21,3.986111111111111,0.11785113019775789
542,158,149.365,D4,5,0.125,8,MM noC,EC WT,2,2,12/3/21,3.986111111111111,0.11785113019775789
543,159,224.044,D4,5,0.125,8,MM noC,EC WT,2,2,12/3/21,3.986111111111111,0.11785113019775789
545,161,74.675,D5,4,0.0625,16,MM noC,EC WT,2,2,12/3/21,2.986111111111111,0.11785113019775789
546,162,149.365,D5,4,0.0625,16,MM noC,EC WT,2,2,12/3/21,2.986111111111111,0.11785113019775789
547,163,224.044,D5,4,0.0625,16,MM noC,EC WT,2,2,12/3/21,2.986111111111111,0.11785113019775789
549,165,74.675,D6,3,0.03125,32,MM noC,EC WT,2,2,12/3/21,1.9861111111111112,0.11785113019775789
550,166,149.365,D6,2,0.03125,32,MM noC,EC WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
551,167,224.044,D6,2,0.03125,32,MM noC,EC WT,2,2,12/3/21,0.9861111111111112,0.11785113019775789
553,169,74.675,D7,14,1.0,1,MM noC,BG dtox,2,2,12/3/21,12.98611111111111,0.11785113019775789
554,170,149.365,D7,14,1.0,1,MM noC,BG dtox,2,2,12/3/21,12.98611111111111,0.11785113019775789
555,171,224.044,D7,13,1.0,1,MM noC,BG dtox,2,2,12/3/21,11.98611111111111,0.11785113019775789
557,173,74.675,D8,8,0.5,2,MM noC,BG dtox,2,2,12/3/21,6.986111111111111,0.11785113019775789
558,174,149.365,D8,7,0.5,2,MM noC,BG dtox,2,2,12/3/21,5.986111111111111,0.11785113019775789
559,175,224.044,D8,8,0.5,2,MM noC,BG dtox,2,2,12/3/21,6.986111111111111,0.11785113019775789
561,177,74.675,D9,4,0.25,4,MM noC,BG dtox,2,2,12/3/21,2.986111111111111,0.11785113019775789
562,178,149.365,D9,4,0.25,4,MM noC,BG dtox,2,2,12/3/21,2.986111111111111,0.11785113019775789
563,179,224.044,D9,4,0.25,4,MM noC,BG dtox,2,2,12/3/21,2.986111111111111,0.11785113019775789
565,181,74.675,D10,3,0.125,8,MM noC,BG dtox,2,2,12/3/21,1.9861111111111112,0.11785113019775789
566,182,149.365,D10,3,0.125,8,MM noC,BG dtox,2,2,12/3/21,1.9861111111111112,0.11785113019775789
567,183,224.044,D10,3,0.125,8,MM noC,BG dtox,2,2,12/3/21,1.9861111111111112,0.11785113019775789
569,185,74.675,D11,2,0.0625,16,MM noC,BG dtox,2,2,12/3/21,0.9861111111111112,0.11785113019775789
570,186,149.365,D11,2,0.0625,16,MM noC,BG dtox,2,2,12/3/21,0.9861111111111112,0.11785113019775789
571,187,224.044,D11,2,0.0625,16,MM noC,BG dtox,2,2,12/3/21,0.9861111111111112,0.11785113019775789
573,189,74.675,D12,1,0.03125,32,MM noC,BG dtox,2,2,12/3/21,-0.01388888888888884,0.11785113019775789
574,190,149.365,D12,1,0.03125,32,MM noC,BG dtox,2,2,12/3/21,-0.01388888888888884,0.11785113019775789
575,191,224.044,D12,2,0.03125,32,MM noC,BG dtox,2,2,12/3/21,0.9861111111111112,0.11785113019775789
577,193,74.675,E1,13,1.0,1,MM noC,BG WT,1,2,12/3/21,11.98611111111111,0.11785113019775789
578,194,149.365,E1,14,1.0,1,MM noC,BG WT,1,2,12/3/21,12.98611111111111,0.11785113019775789
579,195,224.044,E1,14,1.0,1,MM noC,BG WT,1,2,12/3/21,12.98611111111111,0.11785113019775789
581,197,74.675,E2,8,0.5,2,MM noC,BG WT,1,2,12/3/21,6.986111111111111,0.11785113019775789
582,198,149.365,E2,8,0.5,2,MM noC,BG WT,1,2,12/3/21,6.986111111111111,0.11785113019775789
583,199,224.044,E2,8,0.5,2,MM noC,BG WT,1,2,12/3/21,6.986111111111111,0.11785113019775789
585,201,74.675,E3,5,0.25,4,MM noC,BG WT,1,2,12/3/21,3.986111111111111,0.11785113019775789
586,202,149.365,E3,5,0.25,4,MM noC,BG WT,1,2,12/3/21,3.986111111111111,0.11785113019775789
587,203,224.044,E3,5,0.25,4,MM noC,BG WT,1,2,12/3/21,3.986111111111111,0.11785113019775789
589,205,74.675,E4,3,0.125,8,MM noC,BG WT,1,2,12/3/21,1.9861111111111112,0.11785113019775789
590,206,149.365,E4,3,0.125,8,MM noC,BG WT,1,2,12/3/21,1.9861111111111112,0.11785113019775789
591,207,224.044,E4,3,0.125,8,MM noC,BG WT,1,2,12/3/21,1.9861111111111112,0.11785113019775789
593,209,74.675,E5,2,0.0625,16,MM noC,BG WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
594,210,149.365,E5,2,0.0625,16,MM noC,BG WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
595,211,224.044,E5,2,0.0625,16,MM noC,BG WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
597,213,74.675,E6,1,0.03125,32,MM noC,BG WT,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
598,214,149.365,E6,2,0.03125,32,MM noC,BG WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
599,215,224.044,E6,2,0.03125,32,MM noC,BG WT,1,2,12/3/21,0.9861111111111112,0.11785113019775789
601,217,74.675,E7,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
602,218,149.365,E7,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
603,219,224.044,E7,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
605,221,74.675,E8,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
606,222,149.365,E8,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
607,223,224.044,E8,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
609,225,74.675,E9,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
610,226,149.365,E9,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
611,227,224.044,E9,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
613,229,74.675,E10,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
614,230,149.365,E10,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
615,231,224.044,E10,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
617,233,74.675,E11,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
618,234,149.365,E11,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
619,235,224.044,E11,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
621,237,74.675,E12,1,1.0,1,MM noC,BLANK,1,2,12/3/21,-0.01388888888888884,0.11785113019775789
