name,well,plate,date,pt_fluor,concentration,fold_dilution,replicate,blanked_pt_fluor,u_blanked_pt_fluor
PA14 dphz,F1,1,1/11/22,946.0,1.0,1.0,1.0,889.125,11.599379898731137
PA14 dphz,F2,1,1/11/22,510.25,0.5,2.0,1.0,453.375,7.8821917870869465
PA14 dphz,F3,1,1/11/22,271.0,0.25,4.0,1.0,214.125,5.704876338281812
PA14 dphz,F4,1,1/11/22,172.0,0.125,8.0,1.0,115.125,3.24740112014018
PA14 dphz,F5,1,1/11/22,118.0,0.0625,16.0,1.0,61.125,3.446584884841955
PA14 dphz,F6,1,1/11/22,88.25,0.03125,32.0,1.0,31.375,3.577095754252001
PA14 dphz,G1,1,1/11/22,768.25,1.0,1.0,2.0,711.375,11.837607332920829
PA14 dphz,G2,1,1/11/22,449.5,0.5,2.0,2.0,392.625,3.5887250338276155
PA14 dphz,G3,1,1/11/22,260.25,0.25,4.0,2.0,203.375,5.111648204681247
PA14 dphz,G4,1,1/11/22,167.75,0.125,8.0,2.0,110.875,4.098245238524373
PA14 dphz,G5,1,1/11/22,116.0,0.0625,16.0,2.0,59.125,4.148768576548271
PA14 dphz,G6,1,1/11/22,89.25,0.03125,32.0,2.0,32.375,4.560220831833442
PA14 dphz,H1,1,1/11/22,749.25,1.0,1.0,2.0,692.375,14.02838600962663
PA14 dphz,H2,1,1/11/22,438.25,0.5,2.0,2.0,381.375,8.453536579547901
PA14 dphz,H3,1,1/11/22,241.5,0.25,4.0,2.0,184.625,3.9427926695538678
PA14 dphz,H4,1,1/11/22,179.75,0.125,8.0,2.0,122.875,5.176448013366665
PA14 dphz,H5,1,1/11/22,113.75,0.0625,16.0,2.0,56.875,3.3855990166814443
PA14 dphz,H6,1,1/11/22,96.0,0.03125,32.0,2.0,39.125,4.0676300268200025
PA14 dphz dside,E10,1,1/11/22,162.75,0.125,8.0,1.0,105.875,3.182600724002467
PA14 dphz dside,E11,1,1/11/22,111.0,0.0625,16.0,1.0,54.125,3.4465848848419545
PA14 dphz dside,E12,1,1/11/22,92.5,0.03125,32.0,1.0,35.625,3.9427926695538655
PA14 dphz dside,E7,1,1/11/22,611.0,1.0,1.0,1.0,554.125,5.280051833876357
PA14 dphz dside,E8,1,1/11/22,395.75,0.5,2.0,1.0,338.875,4.016086075823205
PA14 dphz dside,E9,1,1/11/22,234.5,0.25,4.0,1.0,177.625,3.769917864059424
PA14 dphz dside,F10,1,1/11/22,172.75,0.125,8.0,1.0,115.875,4.178789382315691
PA14 dphz dside,F11,1,1/11/22,108.0,0.0625,16.0,1.0,51.125,3.9848396916840993
PA14 dphz dside,F12,1,1/11/22,91.25,0.03125,32.0,1.0,34.375,3.285667973957152
PA14 dphz dside,F7,1,1/11/22,699.5,1.0,1.0,1.0,642.625,9.21297711754573
PA14 dphz dside,F8,1,1/11/22,425.75,0.5,2.0,1.0,368.875,18.67607062620742
PA14 dphz dside,F9,1,1/11/22,230.25,0.25,4.0,1.0,173.375,3.285667973957152
PA14 dphz dside,G10,1,1/11/22,165.75,0.125,8.0,2.0,108.875,3.6690980774237105
PA14 dphz dside,G11,1,1/11/22,110.25,0.0625,16.0,2.0,53.375,3.7588492079918594
PA14 dphz dside,G12,1,1/11/22,93.0,0.03125,32.0,2.0,36.125,3.8138712661923577
PA14 dphz dside,G7,1,1/11/22,599.0,1.0,1.0,2.0,542.125,6.10018693990228
PA14 dphz dside,G8,1,1/11/22,399.0,0.5,2.0,2.0,342.125,4.748222197316348
PA14 dphz dside,G9,1,1/11/22,226.0,0.25,4.0,2.0,169.125,5.989903786240731
PA14 dphz dside,H10,1,1/11/22,156.25,0.125,8.0,2.0,99.375,4.632740085711085
